strategy,period,equity,peak,drawdown_pct
smv13_structdev1_24_dev1_24_stop230_rr540,2022-10,201.8066922292079,201.87796027546835,0.03530253929809879
smv13_structdev1_24_dev1_24_stop230_rr540,2022-11,228.0487533267638,228.06699808817356,0.0079997376046137
smv13_structdev1_24_dev1_24_stop230_rr540,2022-12,229.92452755734124,229.94660151868047,0.009599603209375918
smv13_structdev1_24_dev1_24_stop230_rr540,2023-01,234.78430142250554,234.88890365758175,0.04453264221825348
smv13_structdev1_24_dev1_24_stop230_rr540,2023-02,241.89533918833916,242.32350570369394,0.17669211004165408
smv13_structdev1_24_dev1_24_stop230_rr540,2023-03,247.45221296432595,247.53686533590113,0.03419788461015427
smv13_structdev1_24_dev1_24_stop230_rr540,2023-04,250.45514315742935,250.58831021649718,0.05314176824640082
smv13_structdev1_24_dev1_24_stop230_rr540,2023-05,252.74086441097197,253.34542076866722,0.23862928165860886
smv13_structdev1_24_dev1_24_stop230_rr540,2023-06,260.6672509721465,260.9986203705196,0.12696212642910876
smv13_structdev1_24_dev1_24_stop230_rr540,2023-07,262.4799567641392,262.4841564938441,0.0015999935999988502
smv13_structdev1_24_dev1_24_stop230_rr540,2023-08,262.8339166582104,266.72435948323607,1.458600493994322
smv13_structdev1_24_dev1_24_stop230_rr540,2023-09,271.00505388847824,271.0180625299944,0.0047999168006351844
smv13_structdev1_24_dev1_24_stop230_rr540,2023-10,284.2068842760489,284.2677939809247,0.02142687499796514
smv13_structdev1_24_dev1_24_stop230_rr540,2023-11,292.2678358348232,292.9120306915483,0.21992775619499305
smv13_structdev1_24_dev1_24_stop230_rr540,2023-12,313.38386122538685,313.4998348678326,0.03699320686871843
smv13_structdev1_24_dev1_24_stop230_rr540,2024-01,332.0863584709882,332.0863584709882,0.0
smv13_structdev1_24_dev1_24_stop230_rr540,2024-02,339.8570376625524,339.86519440546675,0.0023999935999996502
smv13_structdev1_24_dev1_24_stop230_rr540,2024-03,382.1747804055109,382.57194445741044,0.1038142126346564
smv13_structdev1_24_dev1_24_stop230_rr540,2024-04,391.3769289072736,393.2175414895666,0.46809015063785653
smv13_structdev1_24_dev1_24_stop230_rr540,2024-05,400.85906451511755,400.86868531225383,0.0023999871999969002
smv13_structdev1_24_dev1_24_stop230_rr540,2024-06,407.18334506992704,407.3499046229773,0.04088857052867434
smv13_structdev1_24_dev1_24_stop230_rr540,2024-07,416.9341477241656,416.9341477241656,0.0
smv13_structdev1_24_dev1_24_stop230_rr540,2024-08,427.32562249283814,427.342713008968,0.003999252967146205
smv13_structdev1_24_dev1_24_stop230_rr540,2024-09,435.36908087917203,435.3725514235361,0.0007971435848963537
smv13_structdev1_24_dev1_24_stop230_rr540,2024-10,453.80171523590275,454.29907266674167,0.1094779762413789
smv13_structdev1_24_dev1_24_stop230_rr540,2024-11,498.7497165496793,499.080423476473,0.06626325362355523
smv13_structdev1_24_dev1_24_stop230_rr540,2024-12,538.9154761486757,540.6103973427544,0.31351990313350786
smv13_structdev1_24_dev1_24_stop230_rr540,2025-01,670.9017009309239,674.4774667993792,0.5301534957755538
smv13_structdev1_24_dev1_24_stop230_rr540,2025-02,750.8176966176135,751.604292436104,0.10465557826192518
smv13_structdev1_24_dev1_24_stop230_rr540,2025-03,844.9613746083487,845.3382210146477,0.044579364440267
smv13_structdev1_24_dev1_24_stop230_rr540,2025-04,944.6196453424541,949.2848957739136,0.49144892668455675
smv13_structdev1_24_dev1_24_stop230_rr540,2025-05,1152.9081507104383,1152.9081507104383,0.0
smv13_structdev1_24_dev1_24_stop230_rr540,2025-06,1198.7525882200741,1204.3074792889154,0.4612518949165034
smv13_structdev1_24_dev1_24_stop230_rr540,2025-07,1528.7702479518848,1528.7946929208022,0.0015989700272056595
smv13_structdev1_24_dev1_24_stop230_rr540,2025-08,1704.5287704869925,1706.4912773465219,0.11500245477850113
smv13_structdev1_24_dev1_24_stop230_rr540,2025-09,2320.7983535879243,2320.8540312153937,0.0023990146179153626
smv13_structdev1_24_dev1_24_stop230_rr540,2025-10,4084.3084242620807,4112.23580785017,0.6791289433056513
smv13_structdev1_24_dev1_24_stop230_rr540,2025-11,6676.551476405095,6682.1499719591675,0.08378284799901436
smv13_structdev1_24_dev1_24_stop230_rr540,2025-12,9356.040568825001,9356.040568825001,0.0
