screen,description,trades,removed_trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,pf,ruined,ref_official_cd_value,note
KEEP_RET5_LE_Q80,keep ret5 <= q80 (-0.065749023),445,112,283,162,63.59550561797753,22.816961073594477,23.04586479135171,1.2546089377990843,121.27608850283193,4.360018587992941,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_ATRP_GE_Q20,keep atrp >= q20 (0.020743944),445,112,275,170,61.79775280898876,22.96230476227914,23.107419814674614,1.4010335763950277,121.23956158625043,4.19928277716901,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_SHOCK_RECENCY_LE_Q80,keep shock_recency <= q80 (2),468,89,293,175,62.60683760683761,22.52671920359226,22.79140410309324,1.129153623693735,121.14320431371185,4.414464950664748,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_LOWER_WICK_BODY_RATIO_LE_Q90,keep lower_wick_body_ratio <= q90 (3.99375),501,56,300,201,59.88023952095808,22.117633478937428,22.31099802615415,0.9526637487767053,120.95426305391959,4.005217741163301,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_CLOSE_POS_GE_Q10,keep close_pos >= q10 (0.82150119),501,56,310,191,61.876247504990026,22.166567931373905,22.360009962799655,1.0486566939028608,120.88546003905017,4.192162314300996,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_RSI14_LE_Q80,keep rsi14 <= q80 (30.447593),445,112,280,165,62.92134831460674,21.991966005364084,22.176721758203154,0.9315203901862357,120.85558596763505,4.712547188137011,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_RANGE_ATR_GE_Q10,keep range_atr >= q10 (1.4199946),501,56,308,193,61.477045908183634,22.465518806605257,22.77140962593336,1.3626664505583808,120.79672226832538,4.113233790808241,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_LOW_BREAK_ATR_GE_Q10,keep low_break_atr >= q10 (0.3410451),501,56,306,195,61.07784431137725,22.521103775939565,23.001670719042867,1.4395638939904365,120.75733420346259,4.06073870697805,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_BODY_RANGE_GE_Q10,keep body_range >= q10 (0.18181818),501,56,301,200,60.079840319361274,21.8977530932033,22.09076947553983,1.0266894333514687,120.64624174270253,4.006633238293384,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_QUIET_RATIO_GE_Q20,keep quiet_ratio >= q20 (1.5090247),445,112,279,166,62.69662921348315,21.992912793136465,22.11364030564098,1.1856339011803163,120.54652346202371,4.555676138635349,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_RECLAIM_ATR_GE_Q10,keep reclaim_atr >= q10 (0.56742597),501,56,302,199,60.27944111776448,21.880360056917848,22.080613995349264,1.102819271531441,120.53623995799825,3.9690293577167566,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_BODY_ATR_GE_Q10,keep body_atr >= q10 (0.40007384),501,56,308,193,61.477045908183634,21.686293125523814,21.87897467611051,1.1030194742023491,120.34406961491432,4.0441350999285195,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_VOL_RATIO_GE_Q10,keep vol_ratio >= q10 (1.8657345),501,56,305,196,60.87824351297405,22.047497905488058,22.34768543771486,1.4323834687832049,120.29930972142633,3.9973390644384037,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_LOWER_WICK_BODY_RATIO_GE_Q10,keep lower_wick_body_ratio >= q10 (1.4062175),501,56,302,199,60.27944111776448,21.69944532319783,21.90508914942133,1.1884701315789337,120.25308376523438,3.928159666241555,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_RET3_LE_Q90,keep ret3 <= q90 (-0.019378309),501,56,299,202,59.68063872255489,21.634449574167157,21.761041137936353,1.1911320432495764,120.185622669659,3.913847992538413,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_BODY_RANGE_LE_Q90,keep body_range <= q90 (0.37975216),501,56,301,200,60.079840319361274,21.602602889146304,21.79515192222341,1.2479273782941225,120.08509071497437,3.91332500084936,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_CLOSE_POS_GE_Q20,keep close_pos >= q20 (0.86214207),445,112,288,157,64.71910112359551,20.78220957693986,20.97727300360337,0.7998701927036889,119.81610868444501,4.569274170710444,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_LOW_BREAK_ATR_GE_Q20,keep low_break_atr >= q20 (0.55387508),445,112,286,159,64.26966292134831,21.570806618954364,21.9945717366987,1.5964248261801428,119.63002008070193,4.49728083935821,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_BODY_RANGE_GE_Q20,keep body_range >= q20 (0.22255622),445,112,270,175,60.67415730337079,20.131522511657487,20.321742194066662,0.674320590592048,119.32145091956966,4.205553896982894,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_RET3_LE_Q80,keep ret3 <= q80 (-0.035378343),445,112,277,168,62.247191011235955,20.744914908967015,20.842206688849952,1.2228785169046796,119.26835128429042,4.228432038946932,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_BODY_ATR_LE_Q90,keep body_atr <= q90 (1.1857581),501,56,289,212,57.684630738522955,20.49158239154252,20.68237220304492,1.0583248091139974,119.21639008219879,3.723260262361283,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_LOW_BREAK_ATR_LE_Q90,keep low_break_atr <= q90 (2.267472),501,56,286,215,57.08582834331337,20.61439040616573,20.80537467538459,1.2013656097113468,119.16537059946307,3.7075510225223365,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_RANGE_ATR_LE_Q90,keep range_atr <= q90 (3.7652586),501,56,289,212,57.684630738522955,20.512060958805044,20.70288319665552,1.1191396901861883,119.16336265315368,3.776146686858352,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_VOL_RATIO_GE_Q20,keep vol_ratio >= q20 (2.2057933),445,112,278,167,62.47191011235955,20.594220284565058,20.851528508825524,1.194690941392862,119.153492058982,4.339184037753667,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_VOL_RATIO_LE_Q90,keep vol_ratio <= q90 (5.0441038),501,56,293,208,58.48303393213573,20.527377151156244,20.68366905723764,1.1898014606618879,119.09334065731433,3.7102577536181296,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_RECLAIM_ATR_LE_Q80,keep reclaim_atr <= q80 (1.4956691),445,112,269,176,60.449438202247194,20.042485932909713,20.232564632258132,0.8745507499967942,118.99265347186865,4.1758358704821905,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_LOWER_WICK_BODY_RATIO_LE_Q80,keep lower_wick_body_ratio <= q80 (3.1745098),445,112,266,179,59.7752808988764,19.748094411080096,19.937706962488242,0.746853815993509,118.85375119839144,4.082160315954406,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_CLOSE_POS_LE_Q90,keep close_pos <= q90 (0.99252283),501,56,292,209,58.28343313373253,19.94473780509636,20.112595088902708,1.2025915323211844,118.50229254478742,3.649496080008106,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_LOWER_WICK_BODY_RATIO_GE_Q20,keep lower_wick_body_ratio >= q20 (1.543877),445,112,270,175,60.67415730337079,19.59192507893499,19.759717650164355,1.011349179638732,118.38243312573502,4.040639453337695,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_BODY_ATR_GE_Q20,keep body_atr >= q20 (0.44526371),445,112,275,170,61.79775280898876,19.701109798726655,20.06140567226886,1.2580607784462572,118.19519708498397,4.125758530073146,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_RECLAIM_ATR_GE_Q20,keep reclaim_atr >= q20 (0.68013923),445,112,269,176,60.449438202247194,18.816424603474324,18.976625967523432,0.9616021415441822,117.67388331998109,3.8963900833534235,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_BODY_RANGE_LE_Q80,keep body_range <= q80 (0.359737),445,112,264,181,59.325842696629216,18.75899571906674,18.937820054619927,1.0045851320258037,117.56596050512982,3.916070675782965,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_VOL_RATIO_LE_Q80,keep vol_ratio <= q80 (4.4105522),445,112,251,194,56.40449438202248,18.3605989272545,18.569505389930963,1.0252250928510787,117.14713636700347,3.6711894641115026,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_MAE_PCT_LE_Q90,keep mae_pct <= q90 (-0.073390926),501,56,277,224,55.28942115768463,18.659627283474855,18.847516324958224,1.4299922785454888,116.96280377557032,3.307594634021746,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_RANGE_ATR_GE_Q20,keep range_atr >= q20 (1.6959809),445,112,277,168,62.247191011235955,19.046120441402458,19.26635087481752,1.7985362857453113,116.90503276849176,4.097851253645431,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_RANGE_ATR_LE_Q80,keep range_atr <= q80 (3.1986949),445,112,246,199,55.28089887640449,16.59086155941496,16.742048853252257,1.1313965869593656,115.27175653102522,3.4302853437589227,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_LOW_BREAK_ATR_LE_Q80,keep low_break_atr <= q80 (1.8723232),445,112,240,205,53.93258426966292,16.6770318303322,16.86178157357343,1.2514815479876318,115.21684030623594,3.3767043314919034,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_BODY_ATR_LE_Q80,keep body_atr <= q80 (0.93792821),445,112,245,200,55.0561797752809,16.353428874027685,16.504308280911495,1.034545386941066,115.14969984306369,3.370574697444116,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_QUIET_RATIO_LE_Q90,keep quiet_ratio <= q90 (2.459675),501,56,282,219,56.287425149700596,16.241743802840936,16.425804298592304,1.2348736078071187,114.80630518736488,3.130960981151037,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_CLOSE_POS_LE_Q80,keep close_pos <= q80 (0.97958037),445,112,244,201,54.831460674157306,15.915648336528587,16.077867090235287,1.4519397278259571,114.2326229875635,3.2832202631603757,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_MAE_PCT_LE_Q80,keep mae_pct <= q80 (-0.25350285),445,112,221,224,49.66292134831461,14.886894537856655,15.080441917731125,1.7373309693082928,112.89092893937392,2.8722577576302597,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_RET1_LE_Q90,keep ret1 <= q90 (0.053642179),501,56,290,211,57.884231536926144,13.567562987204983,13.747389108707031,1.1104202569760968,112.30648576244097,3.0335624655570155,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_ATRP_LE_Q90,keep atrp <= q90 (0.054900983),501,56,294,207,58.68263473053892,12.552570698096543,13.688302107626527,1.1967820206636115,111.20556176818702,3.0360437540709913,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_RSI14_GE_Q10,keep rsi14 >= q10 (14.779393),501,56,283,218,56.4870259481038,12.13014410492641,12.708385758475771,1.860995909023011,110.04340671035212,2.611336482615475,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_RET3_GE_Q10,keep ret3 >= q10 (-0.16982583),501,56,285,216,56.886227544910184,11.226208395573645,12.840687446078247,1.4307596728140193,109.6348286602497,2.6411445247123893,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_RET5_GE_Q10,keep ret5 >= q10 (-0.18940791),501,56,286,215,57.08582834331337,11.094697861151914,12.697632609534693,1.4223322276311623,109.51456217028328,2.64280191876218,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_RET10_GE_Q10,keep ret10 >= q10 (-0.20289287),501,56,287,214,57.28542914171657,10.999381367069926,12.74964813799533,1.5855141768618464,109.23947043926609,2.612670000853721,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_RET20_GE_Q10,keep ret20 >= q10 (-0.22949659),501,56,286,215,57.08582834331337,10.849591489350697,12.642779706201267,1.5919246857433955,109.08494947838601,2.57522713266857,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_QUIET_RATIO_LE_Q80,keep quiet_ratio <= q80 (2.3344853),445,112,233,212,52.359550561797754,9.654287082474312,9.827916811187754,1.1967820206636781,108.34196428978433,2.4105133410663617,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_RET1_LE_Q80,keep ret1 <= q80 (0.035760761),445,112,247,198,55.50561797752809,9.315034694486046,10.239766285541418,1.0768700356503347,108.13785384140036,2.589410259008223,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_ATRP_LE_Q80,keep atrp <= q80 (0.043111995),445,112,253,192,56.853932584269664,8.95137606661638,10.11309457220162,1.0709696712389194,107.78453987254547,2.7017327264480215,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_RET10_GE_Q20,keep ret10 >= q20 (-0.16657803),445,112,248,197,55.73033707865168,8.800744417830476,10.302105347382785,1.3882233883782735,107.29034703709247,2.51841367275576,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_RSI14_GE_Q20,keep rsi14 >= q20 (18.345806),445,112,236,209,53.033707865168545,8.60173012792842,9.851095090342653,1.546525598463333,106.92217657112595,2.239031053742068,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_RET5_GE_Q20,keep ret5 >= q20 (-0.15321475),445,112,240,205,53.93258426966292,8.152928466294274,9.58895747673929,1.3408318066502667,106.70277960159449,2.3291092278349357,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_MFE_PCT_LE_Q90,keep mfe_pct <= q90 (13.809881),501,56,279,222,55.688622754491014,8.620501440483764,11.073143548129295,2.2081324335461616,106.22201691869597,2.131047902498844,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_RET3_GE_Q20,keep ret3 >= q20 (-0.13495831),445,112,233,212,52.359550561797754,7.503993275942977,9.053534351636806,1.4208994553972176,105.97646962095484,2.1420610201752273,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_RET20_GE_Q20,keep ret20 >= q20 (-0.18839451),445,112,242,203,54.382022471910105,7.1661805641030085,8.845275180736145,1.5426435496120772,105.51298839226524,2.1721342825456844,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
KEEP_MFE_PCT_LE_Q80,keep mfe_pct <= q80 (9.6928285),445,112,226,219,50.78651685393258,3.4585631686580243,5.941137493110249,2.3433525287697377,101.03416431241644,1.4841391162852995,False,122.3394,shadow screen only: removes trades from baseline trade set; does not re-run entry/cooldown simulation
