feature,bin,trades,wins,losses,win_rate_pct,avg_pnl_pct,sum_pnl_pct,median_pnl_pct,avg_mae_pct,avg_mfe_pct
quiet_ratio,"(1.979, 2.13]",56,33,23,58.92857142857143,2.0588569085040227,115.29598687622527,2.115133209693901,-5.896289237698444,5.667997290452639
quiet_ratio,"(1.624, 1.721]",56,28,28,50.0,2.912988799538578,163.12737277416036,0.5110809504535625,-3.367456851563167,5.911622026779443
quiet_ratio,"(2.13, 2.334]",55,42,13,76.36363636363637,5.942974481050442,326.8635964577743,4.629212557900151,-2.4913674796443868,8.589227779644146
quiet_ratio,"(2.334, 2.46]",56,49,7,87.5,10.433186888710381,584.2584657677813,5.764718031424287,-2.371807753107404,15.545570325591793
quiet_ratio,"(2.46, 2.838]",56,51,5,91.07142857142857,11.483861216676399,643.0962281338783,6.399695813806753,-3.0870298924490407,17.271554578003638
range_atr,"(0.938, 1.42]",56,25,31,44.642857142857146,2.157733094106189,120.83305326994657,-0.7996320716142035,-3.0868761053749076,5.95140455529693
range_atr,"(2.872, 3.199]",55,37,18,67.27272727272727,2.7725845690785182,152.4921512993185,3.2914898944732562,-3.7301539382186175,6.238550009141265
range_atr,"(2.64, 2.872]",56,35,21,62.5,2.7329945533003914,153.04769498482193,3.3472382847601976,-3.5344997500889415,5.960093808376963
range_atr,"(1.947, 2.172]",56,26,30,46.42857142857143,3.202672441805212,179.34965674109188,-0.8114558264321514,-3.7939149826456164,7.074344103474305
range_atr,"(2.407, 2.64]",55,31,24,56.36363636363636,3.5693351959108406,196.31343577509622,2.122643171806154,-3.9470294320334864,6.965747331311458
range_atr,"(1.696, 1.947]",55,30,25,54.54545454545454,3.990118828145354,219.45653554799446,4.438057469002156,-2.7205990370046815,6.5198448556008906
range_atr,"(2.172, 2.407]",56,31,25,55.35714285714286,4.142185519397265,231.96238908624684,0.810097968162389,-3.150421303709333,7.438613290643923
range_atr,"(3.765, 7.291]",56,44,12,78.57142857142857,5.030053581130153,281.6830005432886,5.132569643443915,-3.9644437039469573,10.172346966329673
range_atr,"(1.42, 1.696]",56,31,25,55.35714285714286,5.066032230099495,283.6978048855717,2.5565147079784505,-3.397801605865239,10.439198157950495
range_atr,"(3.199, 3.765]",56,43,13,76.78571428571429,5.914741282564344,331.22551182360326,4.269131235260204,-3.0189801022587806,8.746845231654754
reclaim_atr,"(1.77, 3.371]",56,25,31,44.642857142857146,0.5387425253424278,30.16958141917596,-2.0251823456893527,-5.054032466726258,5.7167544320226975
reclaim_atr,"(0.854, 0.967]",56,26,30,46.42857142857143,2.1768922522918825,121.90596612834541,-0.2596984111735753,-4.339683370335374,6.61532268056635
reclaim_atr,"(1.099, 1.227]",56,34,22,60.71428571428571,2.89186915105256,161.94467245894336,3.4572680123840964,-3.897932854832706,5.921523412135474
reclaim_atr,"(0.395, 0.567]",56,31,25,55.35714285714286,3.012751550623794,168.71408683493246,1.6766575858470762,-2.3644735245842594,6.648221243238093
reclaim_atr,"(0.567, 0.68]",56,33,23,58.92857142857143,4.552409140706161,254.934911879545,2.7143806226585996,-2.7932805038949065,9.074669802986607
reclaim_atr,"(1.227, 1.496]",55,37,18,67.27272727272727,4.671415919470121,256.92787557085666,4.629212557900151,-3.7848861141240357,7.785179132254969
reclaim_atr,"(0.967, 1.099]",55,36,19,65.45454545454545,4.722017011210084,259.7109356165546,3.6811516626115144,-2.9387421486151113,7.902747198176157
reclaim_atr,"(0.68, 0.769]",55,36,19,65.45454545454545,4.825585470011749,265.4072008506462,4.701982916118144,-2.869072471612031,7.574544331417671
