period,scenario,selected_after_cap,selected_before_cap,spec
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd144_h72_k1_short_capnone,1210,1210,btc_rb_z4.5_gap0.5_cd144_h72_k1_short
BASE,btc_rb_z4.5_gap0.5_cd144_h72_k1_short_cap20,82175,88480,btc_rb_z4.5_gap0.5_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd144_h72_k1_short_cap20,75920,80128,btc_rb_z4.5_gap0.5_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd144_h72_k1_short_cap20,75072,78918,btc_rb_z4.5_gap0.5_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd144_h72_k1_short_cap20,6261,8352,btc_rb_z4.5_gap0.5_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd144_h72_k1_short_cap20,848,1210,btc_rb_z4.5_gap0.5_cd144_h72_k1_short
BASE,btc_rb_z4.5_gap0.5_cd144_h72_k1_short_cap50,88480,88480,btc_rb_z4.5_gap0.5_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd144_h72_k1_short_cap50,80128,80128,btc_rb_z4.5_gap0.5_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd144_h72_k1_short_cap50,78918,78918,btc_rb_z4.5_gap0.5_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd144_h72_k1_short_cap50,8352,8352,btc_rb_z4.5_gap0.5_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd144_h72_k1_short_cap50,1210,1210,btc_rb_z4.5_gap0.5_cd144_h72_k1_short
BASE,btc_rb_z4.5_gap1_cd72_h72_k1_short_capnone,88965,88965,btc_rb_z4.5_gap1_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd72_h72_k1_short_capnone,80995,80995,btc_rb_z4.5_gap1_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd72_h72_k1_short_capnone,79814,79814,btc_rb_z4.5_gap1_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd72_h72_k1_short_capnone,7970,7970,btc_rb_z4.5_gap1_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd72_h72_k1_short_capnone,1181,1181,btc_rb_z4.5_gap1_cd72_h72_k1_short
BASE,btc_rb_z4.5_gap1_cd72_h72_k1_short_cap20,83357,88965,btc_rb_z4.5_gap1_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd72_h72_k1_short_cap20,77145,80995,btc_rb_z4.5_gap1_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd72_h72_k1_short_cap20,76305,79814,btc_rb_z4.5_gap1_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd72_h72_k1_short_cap20,6217,7970,btc_rb_z4.5_gap1_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd72_h72_k1_short_cap20,840,1181,btc_rb_z4.5_gap1_cd72_h72_k1_short
BASE,btc_rb_z4.5_gap1_cd72_h72_k1_short_cap50,88965,88965,btc_rb_z4.5_gap1_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd72_h72_k1_short_cap50,80995,80995,btc_rb_z4.5_gap1_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd72_h72_k1_short_cap50,79814,79814,btc_rb_z4.5_gap1_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd72_h72_k1_short_cap50,7970,7970,btc_rb_z4.5_gap1_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd72_h72_k1_short_cap50,1181,1181,btc_rb_z4.5_gap1_cd72_h72_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h72_k1_short_capnone,82569,82569,btc_rb_z4.5_gap1_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h72_k1_short_capnone,75052,75052,btc_rb_z4.5_gap1_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h72_k1_short_capnone,73942,73942,btc_rb_z4.5_gap1_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h72_k1_short_capnone,7517,7517,btc_rb_z4.5_gap1_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h72_k1_short_capnone,1110,1110,btc_rb_z4.5_gap1_cd144_h72_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h72_k1_short_cap20,78336,82569,btc_rb_z4.5_gap1_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h72_k1_short_cap20,72263,75052,btc_rb_z4.5_gap1_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h72_k1_short_cap20,71430,73942,btc_rb_z4.5_gap1_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h72_k1_short_cap20,6078,7517,btc_rb_z4.5_gap1_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h72_k1_short_cap20,833,1110,btc_rb_z4.5_gap1_cd144_h72_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h72_k1_short_cap50,82569,82569,btc_rb_z4.5_gap1_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h72_k1_short_cap50,75052,75052,btc_rb_z4.5_gap1_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h72_k1_short_cap50,73942,73942,btc_rb_z4.5_gap1_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h72_k1_short_cap50,7517,7517,btc_rb_z4.5_gap1_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h72_k1_short_cap50,1110,1110,btc_rb_z4.5_gap1_cd144_h72_k1_short
BASE,btc_rb_z4.5_gap0_cd96_h96_k1_short_capnone,100567,100567,btc_rb_z4.5_gap0_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd96_h96_k1_short_capnone,90861,90861,btc_rb_z4.5_gap0_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd96_h96_k1_short_capnone,89425,89425,btc_rb_z4.5_gap0_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd96_h96_k1_short_capnone,9706,9706,btc_rb_z4.5_gap0_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd96_h96_k1_short_capnone,1436,1436,btc_rb_z4.5_gap0_cd96_h96_k1_short
BASE,btc_rb_z4.5_gap0_cd96_h96_k1_short_cap20,81017,100567,btc_rb_z4.5_gap0_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd96_h96_k1_short_cap20,75949,90861,btc_rb_z4.5_gap0_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd96_h96_k1_short_cap20,75284,89425,btc_rb_z4.5_gap0_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd96_h96_k1_short_cap20,5071,9706,btc_rb_z4.5_gap0_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd96_h96_k1_short_cap20,665,1436,btc_rb_z4.5_gap0_cd96_h96_k1_short
BASE,btc_rb_z4.5_gap0_cd96_h96_k1_short_cap50,100339,100567,btc_rb_z4.5_gap0_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd96_h96_k1_short_cap50,90752,90861,btc_rb_z4.5_gap0_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd96_h96_k1_short_cap50,89372,89425,btc_rb_z4.5_gap0_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd96_h96_k1_short_cap50,9587,9706,btc_rb_z4.5_gap0_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd96_h96_k1_short_cap50,1380,1436,btc_rb_z4.5_gap0_cd96_h96_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h96_k1_short_capnone,95342,95342,btc_rb_z4.5_gap0_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h96_k1_short_capnone,86063,86063,btc_rb_z4.5_gap0_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h96_k1_short_capnone,84708,84708,btc_rb_z4.5_gap0_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h96_k1_short_capnone,9279,9279,btc_rb_z4.5_gap0_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h96_k1_short_capnone,1355,1355,btc_rb_z4.5_gap0_cd144_h96_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h96_k1_short_cap20,78364,95342,btc_rb_z4.5_gap0_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h96_k1_short_cap20,73326,86063,btc_rb_z4.5_gap0_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h96_k1_short_cap20,72662,84708,btc_rb_z4.5_gap0_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h96_k1_short_cap20,5041,9279,btc_rb_z4.5_gap0_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h96_k1_short_cap20,664,1355,btc_rb_z4.5_gap0_cd144_h96_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h96_k1_short_cap50,95221,95342,btc_rb_z4.5_gap0_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h96_k1_short_cap50,86013,86063,btc_rb_z4.5_gap0_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h96_k1_short_cap50,84688,84708,btc_rb_z4.5_gap0_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h96_k1_short_cap50,9211,9279,btc_rb_z4.5_gap0_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h96_k1_short_cap50,1325,1355,btc_rb_z4.5_gap0_cd144_h96_k1_short
BASE,btc_rb_z4.5_gap0.5_cd96_h96_k1_short_capnone,93076,93076,btc_rb_z4.5_gap0.5_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd96_h96_k1_short_capnone,84375,84375,btc_rb_z4.5_gap0.5_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd96_h96_k1_short_capnone,83099,83099,btc_rb_z4.5_gap0.5_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd96_h96_k1_short_capnone,8701,8701,btc_rb_z4.5_gap0.5_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd96_h96_k1_short_capnone,1276,1276,btc_rb_z4.5_gap0.5_cd96_h96_k1_short
BASE,btc_rb_z4.5_gap0.5_cd96_h96_k1_short_cap20,78158,93076,btc_rb_z4.5_gap0.5_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd96_h96_k1_short_cap20,73153,84375,btc_rb_z4.5_gap0.5_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd96_h96_k1_short_cap20,72491,83099,btc_rb_z4.5_gap0.5_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd96_h96_k1_short_cap20,5009,8701,btc_rb_z4.5_gap0.5_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd96_h96_k1_short_cap20,662,1276,btc_rb_z4.5_gap0.5_cd96_h96_k1_short
BASE,btc_rb_z4.5_gap0.5_cd96_h96_k1_short_cap50,93037,93076,btc_rb_z4.5_gap0.5_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd96_h96_k1_short_cap50,84353,84375,btc_rb_z4.5_gap0.5_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd96_h96_k1_short_cap50,83087,83099,btc_rb_z4.5_gap0.5_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd96_h96_k1_short_cap50,8685,8701,btc_rb_z4.5_gap0.5_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd96_h96_k1_short_cap50,1266,1276,btc_rb_z4.5_gap0.5_cd96_h96_k1_short
BASE,btc_rb_z4.5_gap0.5_cd144_h96_k1_short_capnone,88475,88475,btc_rb_z4.5_gap0.5_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd144_h96_k1_short_capnone,80128,80128,btc_rb_z4.5_gap0.5_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd144_h96_k1_short_capnone,78918,78918,btc_rb_z4.5_gap0.5_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd144_h96_k1_short_capnone,8347,8347,btc_rb_z4.5_gap0.5_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd144_h96_k1_short_capnone,1210,1210,btc_rb_z4.5_gap0.5_cd144_h96_k1_short
BASE,btc_rb_z4.5_gap0.5_cd144_h96_k1_short_cap20,75555,88475,btc_rb_z4.5_gap0.5_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd144_h96_k1_short_cap20,70580,80128,btc_rb_z4.5_gap0.5_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd144_h96_k1_short_cap20,69922,78918,btc_rb_z4.5_gap0.5_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd144_h96_k1_short_cap20,4976,8347,btc_rb_z4.5_gap0.5_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd144_h96_k1_short_cap20,658,1210,btc_rb_z4.5_gap0.5_cd144_h96_k1_short
BASE,btc_rb_z4.5_gap0.5_cd144_h96_k1_short_cap50,88455,88475,btc_rb_z4.5_gap0.5_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd144_h96_k1_short_cap50,80122,80128,btc_rb_z4.5_gap0.5_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd144_h96_k1_short_cap50,78915,78918,btc_rb_z4.5_gap0.5_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd144_h96_k1_short_cap50,8335,8347,btc_rb_z4.5_gap0.5_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd144_h96_k1_short_cap50,1207,1210,btc_rb_z4.5_gap0.5_cd144_h96_k1_short
BASE,btc_rb_z4.5_gap1_cd96_h96_k1_short_capnone,86596,86596,btc_rb_z4.5_gap1_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd96_h96_k1_short_capnone,78802,78802,btc_rb_z4.5_gap1_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd96_h96_k1_short_capnone,77638,77638,btc_rb_z4.5_gap1_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd96_h96_k1_short_capnone,7794,7794,btc_rb_z4.5_gap1_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd96_h96_k1_short_capnone,1164,1164,btc_rb_z4.5_gap1_cd96_h96_k1_short
BASE,btc_rb_z4.5_gap1_cd96_h96_k1_short_cap20,75380,86596,btc_rb_z4.5_gap1_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd96_h96_k1_short_cap20,70450,78802,btc_rb_z4.5_gap1_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd96_h96_k1_short_cap20,69795,77638,btc_rb_z4.5_gap1_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd96_h96_k1_short_cap20,4932,7794,btc_rb_z4.5_gap1_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd96_h96_k1_short_cap20,655,1164,btc_rb_z4.5_gap1_cd96_h96_k1_short
BASE,btc_rb_z4.5_gap1_cd96_h96_k1_short_cap50,86596,86596,btc_rb_z4.5_gap1_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd96_h96_k1_short_cap50,78802,78802,btc_rb_z4.5_gap1_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd96_h96_k1_short_cap50,77638,77638,btc_rb_z4.5_gap1_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd96_h96_k1_short_cap50,7794,7794,btc_rb_z4.5_gap1_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd96_h96_k1_short_cap50,1164,1164,btc_rb_z4.5_gap1_cd96_h96_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h96_k1_short_capnone,82565,82565,btc_rb_z4.5_gap1_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h96_k1_short_capnone,75052,75052,btc_rb_z4.5_gap1_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h96_k1_short_capnone,73942,73942,btc_rb_z4.5_gap1_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h96_k1_short_capnone,7513,7513,btc_rb_z4.5_gap1_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h96_k1_short_capnone,1110,1110,btc_rb_z4.5_gap1_cd144_h96_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h96_k1_short_cap20,72861,82565,btc_rb_z4.5_gap1_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h96_k1_short_cap20,67961,75052,btc_rb_z4.5_gap1_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h96_k1_short_cap20,67309,73942,btc_rb_z4.5_gap1_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h96_k1_short_cap20,4903,7513,btc_rb_z4.5_gap1_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h96_k1_short_cap20,652,1110,btc_rb_z4.5_gap1_cd144_h96_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h96_k1_short_cap50,82565,82565,btc_rb_z4.5_gap1_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h96_k1_short_cap50,75052,75052,btc_rb_z4.5_gap1_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h96_k1_short_cap50,73942,73942,btc_rb_z4.5_gap1_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h96_k1_short_cap50,7513,7513,btc_rb_z4.5_gap1_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h96_k1_short_cap50,1110,1110,btc_rb_z4.5_gap1_cd144_h96_k1_short
BASE,btc_rb_z5_gap0_cd24_h24_k1_short_capnone,92168,92168,btc_rb_z5_gap0_cd24_h24_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd24_h24_k1_short_capnone,82836,82836,btc_rb_z5_gap0_cd24_h24_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd24_h24_k1_short_capnone,81446,81446,btc_rb_z5_gap0_cd24_h24_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd24_h24_k1_short_capnone,9332,9332,btc_rb_z5_gap0_cd24_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd24_h24_k1_short_capnone,1390,1390,btc_rb_z5_gap0_cd24_h24_k1_short
BASE,btc_rb_z5_gap0_cd24_h24_k1_short_cap20,92167,92168,btc_rb_z5_gap0_cd24_h24_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd24_h24_k1_short_cap20,82836,82836,btc_rb_z5_gap0_cd24_h24_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd24_h24_k1_short_cap20,81446,81446,btc_rb_z5_gap0_cd24_h24_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd24_h24_k1_short_cap20,9331,9332,btc_rb_z5_gap0_cd24_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd24_h24_k1_short_cap20,1390,1390,btc_rb_z5_gap0_cd24_h24_k1_short
BASE,btc_rb_z5_gap0_cd24_h24_k1_short_cap50,92168,92168,btc_rb_z5_gap0_cd24_h24_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd24_h24_k1_short_cap50,82836,82836,btc_rb_z5_gap0_cd24_h24_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd24_h24_k1_short_cap50,81446,81446,btc_rb_z5_gap0_cd24_h24_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd24_h24_k1_short_cap50,9332,9332,btc_rb_z5_gap0_cd24_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd24_h24_k1_short_cap50,1390,1390,btc_rb_z5_gap0_cd24_h24_k1_short
BASE,btc_rb_z5_gap0_cd144_h24_k1_short_capnone,79418,79418,btc_rb_z5_gap0_cd144_h24_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd144_h24_k1_short_capnone,71319,71319,btc_rb_z5_gap0_cd144_h24_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd144_h24_k1_short_capnone,70120,70120,btc_rb_z5_gap0_cd144_h24_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd144_h24_k1_short_capnone,8099,8099,btc_rb_z5_gap0_cd144_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd144_h24_k1_short_capnone,1199,1199,btc_rb_z5_gap0_cd144_h24_k1_short
BASE,btc_rb_z5_gap0_cd144_h24_k1_short_cap20,79418,79418,btc_rb_z5_gap0_cd144_h24_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd144_h24_k1_short_cap20,71319,71319,btc_rb_z5_gap0_cd144_h24_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd144_h24_k1_short_cap20,70120,70120,btc_rb_z5_gap0_cd144_h24_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd144_h24_k1_short_cap20,8099,8099,btc_rb_z5_gap0_cd144_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd144_h24_k1_short_cap20,1199,1199,btc_rb_z5_gap0_cd144_h24_k1_short
BASE,btc_rb_z5_gap0_cd144_h24_k1_short_cap50,79418,79418,btc_rb_z5_gap0_cd144_h24_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd144_h24_k1_short_cap50,71319,71319,btc_rb_z5_gap0_cd144_h24_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd144_h24_k1_short_cap50,70120,70120,btc_rb_z5_gap0_cd144_h24_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd144_h24_k1_short_cap50,8099,8099,btc_rb_z5_gap0_cd144_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd144_h24_k1_short_cap50,1199,1199,btc_rb_z5_gap0_cd144_h24_k1_short
BASE,btc_rb_z5_gap0.5_cd24_h24_k1_short_capnone,86482,86482,btc_rb_z5_gap0.5_cd24_h24_k1_short
EX_2025Q4,btc_rb_z5_gap0.5_cd24_h24_k1_short_capnone,77959,77959,btc_rb_z5_gap0.5_cd24_h24_k1_short
PRE_2025Q4,btc_rb_z5_gap0.5_cd24_h24_k1_short_capnone,76699,76699,btc_rb_z5_gap0.5_cd24_h24_k1_short
ONLY_2025Q4,btc_rb_z5_gap0.5_cd24_h24_k1_short_capnone,8523,8523,btc_rb_z5_gap0.5_cd24_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0.5_cd24_h24_k1_short_capnone,1260,1260,btc_rb_z5_gap0.5_cd24_h24_k1_short
BASE,btc_rb_z5_gap0.5_cd24_h24_k1_short_cap20,86482,86482,btc_rb_z5_gap0.5_cd24_h24_k1_short
EX_2025Q4,btc_rb_z5_gap0.5_cd24_h24_k1_short_cap20,77959,77959,btc_rb_z5_gap0.5_cd24_h24_k1_short
PRE_2025Q4,btc_rb_z5_gap0.5_cd24_h24_k1_short_cap20,76699,76699,btc_rb_z5_gap0.5_cd24_h24_k1_short
ONLY_2025Q4,btc_rb_z5_gap0.5_cd24_h24_k1_short_cap20,8523,8523,btc_rb_z5_gap0.5_cd24_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0.5_cd24_h24_k1_short_cap20,1260,1260,btc_rb_z5_gap0.5_cd24_h24_k1_short
BASE,btc_rb_z5_gap0.5_cd24_h24_k1_short_cap50,86482,86482,btc_rb_z5_gap0.5_cd24_h24_k1_short
EX_2025Q4,btc_rb_z5_gap0.5_cd24_h24_k1_short_cap50,77959,77959,btc_rb_z5_gap0.5_cd24_h24_k1_short
PRE_2025Q4,btc_rb_z5_gap0.5_cd24_h24_k1_short_cap50,76699,76699,btc_rb_z5_gap0.5_cd24_h24_k1_short
ONLY_2025Q4,btc_rb_z5_gap0.5_cd24_h24_k1_short_cap50,8523,8523,btc_rb_z5_gap0.5_cd24_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0.5_cd24_h24_k1_short_cap50,1260,1260,btc_rb_z5_gap0.5_cd24_h24_k1_short
BASE,btc_rb_z5_gap0.5_cd144_h24_k1_short_capnone,74960,74960,btc_rb_z5_gap0.5_cd144_h24_k1_short
EX_2025Q4,btc_rb_z5_gap0.5_cd144_h24_k1_short_capnone,67505,67505,btc_rb_z5_gap0.5_cd144_h24_k1_short
PRE_2025Q4,btc_rb_z5_gap0.5_cd144_h24_k1_short_capnone,66414,66414,btc_rb_z5_gap0.5_cd144_h24_k1_short
ONLY_2025Q4,btc_rb_z5_gap0.5_cd144_h24_k1_short_capnone,7455,7455,btc_rb_z5_gap0.5_cd144_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0.5_cd144_h24_k1_short_capnone,1091,1091,btc_rb_z5_gap0.5_cd144_h24_k1_short
BASE,btc_rb_z5_gap0.5_cd144_h24_k1_short_cap20,74960,74960,btc_rb_z5_gap0.5_cd144_h24_k1_short
EX_2025Q4,btc_rb_z5_gap0.5_cd144_h24_k1_short_cap20,67505,67505,btc_rb_z5_gap0.5_cd144_h24_k1_short
PRE_2025Q4,btc_rb_z5_gap0.5_cd144_h24_k1_short_cap20,66414,66414,btc_rb_z5_gap0.5_cd144_h24_k1_short
ONLY_2025Q4,btc_rb_z5_gap0.5_cd144_h24_k1_short_cap20,7455,7455,btc_rb_z5_gap0.5_cd144_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0.5_cd144_h24_k1_short_cap20,1091,1091,btc_rb_z5_gap0.5_cd144_h24_k1_short
BASE,btc_rb_z5_gap0.5_cd144_h24_k1_short_cap50,74960,74960,btc_rb_z5_gap0.5_cd144_h24_k1_short
EX_2025Q4,btc_rb_z5_gap0.5_cd144_h24_k1_short_cap50,67505,67505,btc_rb_z5_gap0.5_cd144_h24_k1_short
PRE_2025Q4,btc_rb_z5_gap0.5_cd144_h24_k1_short_cap50,66414,66414,btc_rb_z5_gap0.5_cd144_h24_k1_short
