experiment,trades,final_asset,final_return,peak_asset,peak_growth,win_rate,pf,mdd,max_conc
atr187_t27_b18_r210,90454,24.873886893879405,23.873886893879405,25.373090576819468,24.373090576819468,0.3868927852831273,1.2713523761201408,-0.4037189753107385,387
atr187_t27_b18_r220,90454,24.625059402176625,23.625059402176625,25.13591638707659,24.13591638707659,0.38809781767528245,1.269970539253266,-0.40514962161719137,387
atr188_t27_b16_r180,90386,25.395949667364693,24.395949667364693,25.820099657084615,24.820099657084615,0.3754563759874317,1.2783794670468507,-0.3890801309448173,387
atr188_t27_b16_r190,90386,25.164320692151204,24.164320692151204,25.647494428611605,24.647494428611605,0.3768061425441993,1.2769149346770083,-0.3912598104529439,387
atr188_t27_b16_r200,90385,24.761977872428318,23.761977872428318,25.223911737889743,24.223911737889743,0.3779830724124578,1.2748484107947045,-0.3945071592183885,387
atr188_t27_b16_r210,90385,24.408928165561566,23.408928165561566,24.905399791916416,23.905399791916416,0.379321790120042,1.272926408195669,-0.39621017318838514,387
atr188_t27_b16_r220,90385,24.169130624137768,23.169130624137768,24.69571878941846,23.69571878941846,0.3807379543065774,1.271436691709703,-0.39862598883939715,387
atr188_t27_b17_r180,90375,26.086772238584526,25.086772238584526,26.43568934732516,25.43568934732516,0.3801051175656985,1.2788018070949099,-0.39238352371630336,387
atr188_t27_b17_r190,90375,25.683514403882615,24.683514403882615,26.087603035917233,25.087603035917233,0.38133333333333336,1.2768075361331426,-0.3951468088971284,387
atr188_t27_b17_r200,90374,25.244587909524277,24.244587909524277,25.68258575084096,24.68258575084096,0.38242193551242615,1.2746933375697924,-0.3977946165398898,387
atr188_t27_b17_r210,90374,24.854623527275923,23.854623527275923,25.31336298980741,24.31336298980741,0.3836280346117246,1.2727286220987901,-0.40060571212024865,387
atr188_t27_b17_r220,90374,24.635672730350265,23.635672730350265,25.123745341030254,24.123745341030254,0.38501117578064487,1.271390673704448,-0.40242499907930873,387
atr188_t27_b18_r180,90366,26.03011858881856,25.03011858881856,26.426725271515195,25.426725271515195,0.38427063276010887,1.2767416387019188,-0.39516830583634766,387
atr188_t27_b18_r190,90366,25.698367466051252,24.698367466051252,26.13661402931034,25.13661402931034,0.3855764336144125,1.2750644397380393,-0.3977475026635965,387
atr188_t27_b18_r200,90365,25.30535442773909,24.30535442773909,25.779085469157152,24.779085469157152,0.3866541249377525,1.273170348976013,-0.400521454812488,387
atr188_t27_b18_r210,90365,24.920864572288206,23.920864572288206,25.4201693903519,24.4201693903519,0.3877607480772423,1.2712847106168776,-0.40351937251957515,387
atr188_t27_b18_r220,90365,24.648500270793175,23.648500270793175,25.165363653932335,24.165363653932335,0.38901123222486583,1.2698224181907893,-0.4051081761947848,387
atr189_t27_b16_r180,90307,25.70959850752975,24.70959850752975,26.092734936669427,25.092734936669427,0.3764824432214557,1.279278892600543,-0.3876185322017164,387
atr189_t27_b16_r190,90307,25.40952359284026,24.40952359284026,25.846754152807183,24.846754152807183,0.3777337304970822,1.277571756965113,-0.39004099632502165,387
atr189_t27_b16_r200,90306,24.992831601495496,23.992831601495496,25.41469760047763,24.41469760047763,0.37892277368059707,1.2754606983522787,-0.39306474519252566,387
atr189_t27_b16_r210,90306,24.665711916135695,23.665711916135695,25.121865055908522,24.121865055908522,0.38029588288707283,1.2736445890619683,-0.3950473252894199,387
atr189_t27_b16_r220,90306,24.404467763060214,23.404467763060214,24.89794085924376,23.89794085924376,0.38172435940026134,1.272077654928318,-0.39743033205462963,387
atr189_t27_b17_r180,90296,26.408464987070445,25.408464987070445,26.704484772254187,25.704484772254187,0.3811464516700629,1.279695599044765,-0.39087295893674456,387
atr189_t27_b17_r190,90296,25.96390574146881,24.96390574146881,26.313779408225656,25.313779408225656,0.38228714450252504,1.277564076706314,-0.39381683921415034,387
atr189_t27_b17_r200,90295,25.515747450750915,24.515747450750915,25.897826715726705,24.897826715726705,0.38340993410487845,1.2754296268475853,-0.3964460028589786,387
atr189_t27_b17_r210,90295,25.146050604392823,24.146050604392823,25.558619835251303,24.558619835251303,0.3846281632427045,1.273548654777222,-0.39933574188094056,387
atr189_t27_b17_r220,90295,24.899282454016813,23.899282454016813,25.344109560729226,24.344109560729226,0.3860125145356886,1.2721125719559843,-0.40099780083557557,387
atr189_t27_b18_r180,90286,26.363135878394857,25.363135878394857,26.7085584968313,25.7085584968313,0.3852978313359768,1.2776784691063254,-0.39452174343147983,387
atr189_t27_b18_r190,90286,26.007601843566633,25.007601843566633,26.39322816831584,25.39322816831584,0.38656048556808364,1.2759243996627434,-0.39726986732130676,387
atr189_t27_b18_r200,90285,25.595158034672764,24.595158034672764,26.020129154358145,25.020129154358145,0.38763914271473665,1.273973268547248,-0.39995347391537794,387
atr189_t27_b18_r210,90285,25.250148530139136,24.250148530139136,25.705055932859686,24.705055932859686,0.3887910505621089,1.272238128984093,-0.4029372305495582,387
atr189_t27_b18_r220,90285,24.926065897373245,23.926065897373245,25.400986367796985,24.400986367796985,0.39002049066843886,1.2705985100270918,-0.40450666981820127,387
