rank_by_general_consistency,strategy,axis,baseline_version,engine,data_scope,end_date,holdout_start,trades,wins,losses,win_rate_pct,final_asset,final_return_pct,peak_asset,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover,pending_leftover,blocked_by_guard,generated_entry_candidates,executed_entries,fee_per_side,position_fraction,short_dev,short_wick_mult,score_min_short,score_dev_weight,score_rsi_weight,score_wick_weight,atr_stop_mult,rr_mult,timeout_bars,time_reduce_bars,time_reduce_to_risk_frac,fail_fast_bars,atr_pct_min,atr_pct_max,close_position_min,close_position_max,upper_body_ratio_min,upper_body_ratio_max,dd_brake_trigger_pct,dd_brake_freeze_steps,dd_brake_mode,better_than_short_max_v13_cd,better_than_current_baseline_cd,mdd_under_10,mdd_under_5,short_main_formula_candidate,cd_delta_vs_short_max_v13,mdd_delta_vs_short_max_v13,cd_delta_vs_current_baseline,mdd_delta_vs_current_baseline,active_months,positive_months,negative_months,positive_month_ratio_pct,monthly_net_pnl_total,avg_month_pnl,median_month_pnl,min_month_pnl,max_month_pnl,top1_month_pnl,top3_month_pnl,top6_month_pnl,top1_month_share_pct,top3_month_share_pct,top6_month_share_pct,abs_pnl_concentration_top3_pct,active_years,positive_years,negative_years,positive_year_ratio_pct,min_year_pnl,max_year_pnl,avg_trades_per_month,general_consistency_score,elapsed_seconds_candidate,elapsed_minutes_candidate,elapsed_minutes_total_so_far,load_errors
11,smv13_general_topcombo2_pre_q4_14_topcombo2_14_rr520_dd045_freeze3,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53770,4169,49601,7.753394085921518,3319.030749664802,3219.030749664802,3319.030749664802,3219.030749664802,2.3712782752402295,3240.3272945494573,2.214092451393136,306,306,2076,0,0,0,53770,53770,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.2,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.045,3,edge_current,False,False,True,True,True,-3496.4285890182,-0.8988912944721927,-3496.4285890182,-0.8988912944721927,71,66,5,92.95774647887323,3219.0307496648243,45.33846126288485,5.548363457385042,-0.6535341280495217,968.6547092547129,968.6547092547129,1708.9553105590842,2317.9928267982245,30.091502212446166,53.08912661791212,72.00903026600729,53.06020356658644,7,7,0,100.0,0.05237688825993247,2648.7204270453744,757.3239436619718,1413.0189445710953,14.79,0.247,11.486,45
12,smv13_general_topcombo2_pre_q4_40_topcombo2_40_rr520_atrmin004,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53770,4169,49601,7.753394085921518,3319.030749664802,3219.030749664802,3319.030749664802,3219.030749664802,2.3712782752402295,3240.3272945494573,2.214092451393136,306,306,2076,0,0,0,53770,53770,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.2,320,3,0.0,12,0.004,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3496.4285890182,-0.8988912944721927,-3496.4285890182,-0.8988912944721927,71,66,5,92.95774647887323,3219.0307496648243,45.33846126288485,5.548363457385042,-0.6535341280495217,968.6547092547129,968.6547092547129,1708.9553105590842,2317.9928267982245,30.091502212446166,53.08912661791212,72.00903026600729,53.06020356658644,7,7,0,100.0,0.05237688825993247,2648.7204270453744,757.3239436619718,1413.0189445710953,14.555,0.243,17.929,45
13,smv13_general_topcombo2_pre_q4_06_topcombo2_06_rr520_fail14,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53770,4169,49601,7.753394085921518,3317.9084557708984,3217.9084557708984,3317.9084557708984,3217.9084557708984,2.368725688916151,3239.3163058443315,2.213950637950305,306,306,2076,0,0,0,53770,53770,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.2,320,3,0.0,14,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3497.439577723326,-0.901443880796271,-3497.439577723326,-0.901443880796271,71,66,5,92.95774647887323,3217.908455770917,45.322654306632636,5.548363457385042,-0.6535341280495217,968.3511021389307,968.3511021389307,1708.393840742299,2317.2541566775385,30.092562154846696,53.090193963675624,72.01118952038031,53.061260248804444,7,7,0,100.0,0.05237688825993247,2647.699333284405,757.3239436619718,1412.5459399200543,14.963,0.249,9.49,45
14,smv13_general_topcombo2_pre_q4_07_topcombo2_07_rr520_fail16,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53770,4169,49601,7.753394085921518,3317.3011720713653,3217.3011720713653,3317.3011720713653,3217.3011720713653,2.3644298752173887,3238.8659121079736,2.2136188913254515,306,306,2076,0,0,0,53770,53770,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.2,320,3,0.0,16,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3497.8899714596837,-0.9057396944950336,-3497.8899714596837,-0.9057396944950336,71,66,5,92.95774647887323,3217.301172071343,45.314101015089335,5.548363457385042,-0.6535341280495217,968.1101670914273,968.1101670914273,1708.0375164452782,2316.5574188793266,30.09075356374376,53.089139781888065,72.00312606692941,53.06020118322107,7,7,0,100.0,0.05237688825993247,2647.0186385800853,757.3239436619718,1412.3812789429458,14.6,0.243,9.734,45
15,smv13_general_topcombo2_pre_q4_05_topcombo2_05_rr520_fail10,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53771,4169,49602,7.7532498930650355,3317.364940732136,3217.3649407321354,3317.364940732136,3217.3649407321354,2.383017971136081,3238.311538026321,2.2140951643968427,306,306,2076,0,0,0,53771,53771,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.2,320,3,0.0,10,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3498.444345541336,-0.8871515985763412,-3498.444345541336,-0.8871515985763412,71,66,5,92.95774647887323,3217.3649407321395,45.3149991652414,5.54860113887604,-0.6535341280495217,968.3533235682139,968.3533235682139,1708.289709548449,2316.7514004230834,30.097714788545453,53.09592604560777,72.00772815955054,53.06698432111373,7,7,0,100.0,0.05237688825993247,2647.31457225721,757.3380281690141,1411.9352472138848,15.813,0.264,9.24,45
16,smv13_general_topcombo2_pre_q4_29_topcombo2_29_timeout360_rr560,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53621,4021,49600,7.498927658939595,3318.1639749501496,3218.16397495015,3318.1639749501496,3218.16397495015,2.721439436854556,3227.862151956356,2.21304799868451,307,307,2077,0,0,0,53621,53621,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.6,360,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3508.8937316113015,-0.5487301328578664,-3508.8937316113015,-0.5487301328578664,71,66,5,92.95774647887323,3218.1639749501574,45.32625316831208,6.164430971998226,-0.6124508160133114,944.570870157386,944.570870157386,1707.0671561590466,2313.1288940611685,29.35123497465711,53.044753761668886,71.87728506273501,53.015476387913,7,7,0,100.0,0.04959915591497822,2642.3149884326945,755.2253521126761,1408.914662411409,14.68,0.245,15.171,45
17,smv13_general_topcombo2_pre_q4_03_topcombo2_03_control_stop240_timeout320_rr560,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53705,4147,49558,7.721813611395587,3324.1642829707057,3224.1642829707052,3324.1642829707057,3224.1642829707052,2.605030631946703,3237.568785143087,2.2181429900911316,306,306,2077,0,0,0,53705,53705,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.6,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3499.18709842457,-0.6651389377657191,-3499.18709842457,-0.6651389377657191,71,66,5,92.95774647887323,3224.1642829706866,45.41076454888291,5.446592131243282,-0.6535341280495217,965.0914519704714,965.0914519704714,1717.7922763339145,2326.628626643014,29.933073108832208,53.278683267068885,72.16222321336866,53.24970311570672,7,7,0,100.0,0.05237688825993247,2658.0778214988045,756.4084507042254,1406.1111914438309,14.942,0.249,8.739,45
18,smv13_general_topcombo2_pre_q4_15_topcombo2_15_rr560_dd030_freeze5,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53705,4147,49558,7.721813611395587,3324.1642829707057,3224.1642829707052,3324.1642829707057,3224.1642829707052,2.605030631946703,3237.568785143087,2.2181429900911316,306,306,2077,0,0,0,53705,53705,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.6,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.03,5,edge_current,False,False,True,True,True,-3499.18709842457,-0.6651389377657191,-3499.18709842457,-0.6651389377657191,71,66,5,92.95774647887323,3224.1642829706866,45.41076454888291,5.446592131243282,-0.6535341280495217,965.0914519704714,965.0914519704714,1717.7922763339145,2326.628626643014,29.933073108832208,53.278683267068885,72.16222321336866,53.24970311570672,7,7,0,100.0,0.05237688825993247,2658.0778214988045,756.4084507042254,1406.1111914438309,15.049,0.251,11.737,45
19,smv13_general_topcombo2_pre_q4_16_topcombo2_16_rr560_dd030_freeze4,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53705,4147,49558,7.721813611395587,3324.1642829707057,3224.1642829707052,3324.1642829707057,3224.1642829707052,2.605030631946703,3237.568785143087,2.2181429900911316,306,306,2077,0,0,0,53705,53705,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.6,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.03,4,edge_current,False,False,True,True,True,-3499.18709842457,-0.6651389377657191,-3499.18709842457,-0.6651389377657191,71,66,5,92.95774647887323,3224.1642829706866,45.41076454888291,5.446592131243282,-0.6535341280495217,965.0914519704714,965.0914519704714,1717.7922763339145,2326.628626643014,29.933073108832208,53.278683267068885,72.16222321336866,53.24970311570672,7,7,0,100.0,0.05237688825993247,2658.0778214988045,756.4084507042254,1406.1111914438309,14.709,0.245,11.983,45
20,smv13_general_topcombo2_pre_q4_17_topcombo2_17_rr560_dd040_freeze4,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53705,4147,49558,7.721813611395587,3324.1642829707057,3224.1642829707052,3324.1642829707057,3224.1642829707052,2.605030631946703,3237.568785143087,2.2181429900911316,306,306,2077,0,0,0,53705,53705,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.6,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.04,4,edge_current,False,False,True,True,True,-3499.18709842457,-0.6651389377657191,-3499.18709842457,-0.6651389377657191,71,66,5,92.95774647887323,3224.1642829706866,45.41076454888291,5.446592131243282,-0.6535341280495217,965.0914519704714,965.0914519704714,1717.7922763339145,2326.628626643014,29.933073108832208,53.278683267068885,72.16222321336866,53.24970311570672,7,7,0,100.0,0.05237688825993247,2658.0778214988045,756.4084507042254,1406.1111914438309,16.212,0.27,12.254,45
21,smv13_general_topcombo2_pre_q4_18_topcombo2_18_rr560_dd045_freeze3,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53705,4147,49558,7.721813611395587,3324.1642829707057,3224.1642829707052,3324.1642829707057,3224.1642829707052,2.605030631946703,3237.568785143087,2.2181429900911316,306,306,2077,0,0,0,53705,53705,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.6,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.045,3,edge_current,False,False,True,True,True,-3499.18709842457,-0.6651389377657191,-3499.18709842457,-0.6651389377657191,71,66,5,92.95774647887323,3224.1642829706866,45.41076454888291,5.446592131243282,-0.6535341280495217,965.0914519704714,965.0914519704714,1717.7922763339145,2326.628626643014,29.933073108832208,53.278683267068885,72.16222321336866,53.24970311570672,7,7,0,100.0,0.05237688825993247,2658.0778214988045,756.4084507042254,1406.1111914438309,15.017,0.25,12.505,45
