batch_label,strategy_name,parent,family,group,side,timeframe,processed_symbols,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,cd_value,old_ratio_cd_value,official_pass_mdd_lt_5,verdict,description
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I103_raw_dryup_reaccel_r003,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_dryup_reaccel,long,5m,597,2210,844,1366,38.190045,11.89592,16.575898,4.065283,111.836757705,4.077428,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_dryup_reaccel; tag=r003; focus=raw V51 dryup-to-reaccel MDD compression
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I027_safe_absorption_floor_s027,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_absorption_floor,long,5m,597,2310,807,1503,34.935065,3.659053,7.163273,3.995974,102.881056092,1.792622,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_absorption_floor; tag=s027; focus=official leader absorption-floor for MDD compression without starving trades
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I112_raw_dryup_reaccel_r012,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_dryup_reaccel,long,5m,597,1889,717,1172,37.956591,3.349955,7.852153,4.651446,102.835468315,1.68811,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_dryup_reaccel; tag=r012; focus=raw V51 dryup-to-reaccel MDD compression
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I123_raw_dryup_reaccel_r023,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_dryup_reaccel,long,5m,597,965,388,577,40.207254,3.016081,6.242952,3.345643,102.688442327,1.865995,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_dryup_reaccel; tag=r023; focus=raw V51 dryup-to-reaccel MDD compression
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I107_raw_dryup_reaccel_r007,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_dryup_reaccel,long,5m,597,1327,489,838,36.850038,2.956903,6.955828,4.014459,102.662129897,1.732694,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_dryup_reaccel; tag=r007; focus=raw V51 dryup-to-reaccel MDD compression
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I190_raw_followthrough_runner_r090,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_followthrough_runner,long,5m,597,1218,488,730,40.065681,2.57899,7.081192,4.219726,102.562659204,1.678117,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_followthrough_runner; tag=r090; focus=raw V51 followthrough runner/fast-cut balance
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I019_safe_dryup_reaccel_s019,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_dryup_reaccel,long,5m,597,764,335,429,43.848168,2.831231,4.1984,1.598542,102.532744983,2.626394,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_dryup_reaccel; tag=s019; focus=official leader dryup-to-reaccel without trade-count cap
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I004_safe_dryup_reaccel_s004,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_dryup_reaccel,long,5m,597,1579,554,1025,35.085497,2.844386,5.541403,2.885997,102.4954812,1.9201,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_dryup_reaccel; tag=s004; focus=official leader dryup-to-reaccel without trade-count cap
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I138_raw_absorption_mdd_cut_r038,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_absorption_mdd_cut,long,5m,597,664,266,398,40.060241,3.481102,5.451622,2.814303,102.483893443,1.937112,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_absorption_mdd_cut; tag=r038; focus=raw V51 absorption floor to cut MDD spikes
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I143_raw_absorption_mdd_cut_r043,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_absorption_mdd_cut,long,5m,597,1039,429,610,41.289702,2.446367,5.055954,2.483997,102.446366869,2.03541,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_absorption_mdd_cut; tag=r043; focus=raw V51 absorption floor to cut MDD spikes
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I108_raw_dryup_reaccel_r008,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_dryup_reaccel,long,5m,597,818,321,497,39.242054,2.913097,5.849723,3.344475,102.309605185,1.749071,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_dryup_reaccel; tag=r008; focus=raw V51 dryup-to-reaccel MDD compression
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I139_raw_absorption_mdd_cut_r039,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_absorption_mdd_cut,long,5m,597,501,203,298,40.518962,2.485009,4.387141,2.078488,102.2174667,2.110737,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_absorption_mdd_cut; tag=r039; focus=raw V51 absorption floor to cut MDD spikes
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I042_safe_absorption_floor_s042,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_absorption_floor,long,5m,597,1372,500,872,36.443149,2.74938,5.183149,2.869665,102.16474506,1.806186,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_absorption_floor; tag=s042; focus=official leader absorption-floor for MDD compression without starving trades
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I124_raw_dryup_reaccel_r024,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_dryup_reaccel,long,5m,597,717,295,422,41.143654,2.22277,5.055566,2.85514,102.056082982,1.77069,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_dryup_reaccel; tag=r024; focus=raw V51 dryup-to-reaccel MDD compression
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I023_safe_dryup_reaccel_s023,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_dryup_reaccel,long,5m,597,1434,594,840,41.422594,2.136761,4.330112,2.532063,101.68840755,1.710112,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_dryup_reaccel; tag=s023; focus=official leader dryup-to-reaccel without trade-count cap
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I146_raw_absorption_mdd_cut_r046,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_absorption_mdd_cut,long,5m,597,1016,442,574,43.503937,2.155609,4.141623,2.488637,101.549915862,1.664213,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_absorption_mdd_cut; tag=r046; focus=raw V51 absorption floor to cut MDD spikes
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I128_raw_absorption_mdd_cut_r028,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_absorption_mdd_cut,long,5m,597,679,267,412,39.322533,1.508312,4.183376,2.569782,101.506090799,1.627911,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_absorption_mdd_cut; tag=r028; focus=raw V51 absorption floor to cut MDD spikes
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I147_raw_absorption_mdd_cut_r047,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_absorption_mdd_cut,long,5m,597,724,329,395,45.441989,1.733824,3.193838,1.653399,101.487632806,1.931681,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_absorption_mdd_cut; tag=r047; focus=raw V51 absorption floor to cut MDD spikes
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I120_raw_dryup_reaccel_r020,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_dryup_reaccel,long,5m,597,359,150,209,41.78273,1.63443,3.574401,2.039586,101.461912422,1.752513,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_dryup_reaccel; tag=r020; focus=raw V51 dryup-to-reaccel MDD compression
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I166_raw_shelf_conversion_r066,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_shelf_conversion,long,5m,597,663,281,382,42.383107,1.906975,3.896893,2.349158,101.456190835,1.658847,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_shelf_conversion; tag=r066; focus=raw V51 EMA shelf conversion for official promotion
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I024_safe_dryup_reaccel_s024,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_dryup_reaccel,long,5m,597,1282,530,752,41.341654,2.308619,4.172411,2.670809,101.390165406,1.562228,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_dryup_reaccel; tag=s024; focus=official leader dryup-to-reaccel without trade-count cap
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I150_raw_absorption_mdd_cut_r050,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_absorption_mdd_cut,long,5m,597,555,207,348,37.297297,1.608586,4.765512,3.323152,101.283995173,1.434034,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_absorption_mdd_cut; tag=r050; focus=raw V51 absorption floor to cut MDD spikes
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I132_raw_absorption_mdd_cut_r032,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_absorption_mdd_cut,long,5m,597,357,137,220,38.37535,1.30585,2.498731,1.268715,101.198314688,1.969498,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_absorption_mdd_cut; tag=r032; focus=raw V51 absorption floor to cut MDD spikes
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I044_safe_absorption_floor_s044,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_absorption_floor,long,5m,597,134,69,65,51.492537,1.155703,1.332137,0.272942,101.055559539,4.880665,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_absorption_floor; tag=s044; focus=official leader absorption-floor for MDD compression without starving trades
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I020_safe_dryup_reaccel_s020,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_dryup_reaccel,long,5m,597,390,173,217,44.358974,1.300277,1.929333,0.90066,101.011295659,2.142131,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_dryup_reaccel; tag=s020; focus=official leader dryup-to-reaccel without trade-count cap
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I148_raw_absorption_mdd_cut_r048,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_absorption_mdd_cut,long,5m,597,278,130,148,46.76259,1.040879,2.098489,1.092402,100.983163077,1.920986,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_absorption_mdd_cut; tag=r048; focus=raw V51 absorption floor to cut MDD spikes
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I145_raw_absorption_mdd_cut_r045,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_absorption_mdd_cut,long,5m,597,105,53,52,50.47619,1.105967,1.416929,0.448181,100.962397524,3.161508,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_absorption_mdd_cut; tag=r045; focus=raw V51 absorption floor to cut MDD spikes
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I149_raw_absorption_mdd_cut_r049,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_absorption_mdd_cut,long,5m,597,133,71,62,53.383459,1.124383,1.401804,0.453703,100.94174069,3.089694,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_absorption_mdd_cut; tag=r049; focus=raw V51 absorption floor to cut MDD spikes
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I130_raw_absorption_mdd_cut_r030,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_absorption_mdd_cut,long,5m,597,447,198,249,44.295302,2.039347,3.616171,2.584921,100.937774938,1.398948,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_absorption_mdd_cut; tag=r030; focus=raw V51 absorption floor to cut MDD spikes
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I133_raw_absorption_mdd_cut_r033,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_absorption_mdd_cut,long,5m,597,128,61,67,47.65625,1.066775,1.358986,0.41977,100.933511663,3.237457,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_absorption_mdd_cut; tag=r033; focus=raw V51 absorption floor to cut MDD spikes
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I115_raw_dryup_reaccel_r015,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_dryup_reaccel,long,5m,597,271,91,180,33.579336,0.893317,2.662622,1.745038,100.871119531,1.525824,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_dryup_reaccel; tag=r015; focus=raw V51 dryup-to-reaccel MDD compression
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I041_safe_absorption_floor_s041,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_absorption_floor,long,5m,597,1414,537,877,37.977369,1.220846,3.965198,2.977961,100.869154929,1.331514,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_absorption_floor; tag=s041; focus=official leader absorption-floor for MDD compression without starving trades
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I144_raw_absorption_mdd_cut_r044,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_absorption_mdd_cut,long,5m,597,261,105,156,40.229885,0.966754,2.401623,1.50405,100.861451415,1.596771,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_absorption_mdd_cut; tag=r044; focus=raw V51 absorption floor to cut MDD spikes
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I016_safe_dryup_reaccel_s016,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_dryup_reaccel,long,5m,597,3133,1030,2103,32.875838,1.898844,5.942382,4.808158,100.848504866,1.235896,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_dryup_reaccel; tag=s016; focus=official leader dryup-to-reaccel without trade-count cap
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I136_raw_absorption_mdd_cut_r036,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_absorption_mdd_cut,long,5m,597,814,348,466,42.751843,0.945018,2.119162,1.308606,100.782824242,1.619404,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_absorption_mdd_cut; tag=r036; focus=raw V51 absorption floor to cut MDD spikes
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I048_safe_absorption_floor_s048,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_absorption_floor,long,5m,597,521,228,293,43.761996,0.975437,1.863252,1.062104,100.781357572,1.754302,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_absorption_floor; tag=s048; focus=official leader absorption-floor for MDD compression without starving trades
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I038_safe_absorption_floor_s038,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_absorption_floor,long,5m,597,556,190,366,34.172662,0.871126,2.570049,1.747127,100.778019836,1.471014,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_absorption_floor; tag=s038; focus=official leader absorption-floor for MDD compression without starving trades
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I029_safe_absorption_floor_s029,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_absorption_floor,long,5m,597,371,160,211,43.126685,0.874236,1.897391,1.119843,100.756300041,1.694337,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_absorption_floor; tag=s029; focus=official leader absorption-floor for MDD compression without starving trades
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I140_raw_absorption_mdd_cut_r040,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_absorption_mdd_cut,long,5m,597,167,69,98,41.317365,0.936806,2.015854,1.237055,100.753861624,1.629559,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_absorption_mdd_cut; tag=r040; focus=raw V51 absorption floor to cut MDD spikes
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I015_safe_dryup_reaccel_s015,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_dryup_reaccel,long,5m,597,571,209,362,36.602452,0.969687,2.887934,2.081803,100.74600956,1.387227,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_dryup_reaccel; tag=s015; focus=official leader dryup-to-reaccel without trade-count cap
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I039_safe_absorption_floor_s039,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_absorption_floor,long,5m,597,357,129,228,36.134454,0.714867,1.934297,1.272419,100.637265494,1.520173,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_absorption_floor; tag=s039; focus=official leader absorption-floor for MDD compression without starving trades
