symbol,file,accepted_nonoverlap_trades
ZBT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZBT_5m.csv,309
ZEC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZEC_5m.csv,10195
ZEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZEN_5m.csv,8456
ZEREBRO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZEREBRO_5m.csv,1373
ZETA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZETA_5m.csv,2604
ZIL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZIL_5m.csv,8843
ZK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZK_5m.csv,1600
ZKC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZKC_5m.csv,354
ZKJ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZKJ_5m.csv,1014
ZORA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZORA_5m.csv,565
ZRC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZRC_5m.csv,829
ZRO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZRO_5m.csv,1685
ZRX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZRX_5m.csv,10199
币安人生,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\币安人生_5m.csv,369
