period,scenario,selected_after_cap,selected_before_cap,spec
BASE,btc_rb_z3.75_gap0_cd72_h72_k1_short_capnone,140732,140732,btc_rb_z3.75_gap0_cd72_h72_k1_short
EX_2025Q4,btc_rb_z3.75_gap0_cd72_h72_k1_short_capnone,128401,128401,btc_rb_z3.75_gap0_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z3.75_gap0_cd72_h72_k1_short_capnone,126665,126665,btc_rb_z3.75_gap0_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap0_cd72_h72_k1_short_capnone,12331,12331,btc_rb_z3.75_gap0_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap0_cd72_h72_k1_short_capnone,1736,1736,btc_rb_z3.75_gap0_cd72_h72_k1_short
BASE,btc_rb_z3.75_gap0_cd72_h72_k1_short_cap50,140704,140732,btc_rb_z3.75_gap0_cd72_h72_k1_short
EX_2025Q4,btc_rb_z3.75_gap0_cd72_h72_k1_short_cap50,128394,128401,btc_rb_z3.75_gap0_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z3.75_gap0_cd72_h72_k1_short_cap50,126663,126665,btc_rb_z3.75_gap0_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap0_cd72_h72_k1_short_cap50,12313,12331,btc_rb_z3.75_gap0_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap0_cd72_h72_k1_short_cap50,1731,1736,btc_rb_z3.75_gap0_cd72_h72_k1_short
BASE,btc_rb_z3.75_gap0_cd144_h72_k1_short_capnone,126021,126021,btc_rb_z3.75_gap0_cd144_h72_k1_short
EX_2025Q4,btc_rb_z3.75_gap0_cd144_h72_k1_short_capnone,114769,114769,btc_rb_z3.75_gap0_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z3.75_gap0_cd144_h72_k1_short_capnone,113191,113191,btc_rb_z3.75_gap0_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap0_cd144_h72_k1_short_capnone,11252,11252,btc_rb_z3.75_gap0_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap0_cd144_h72_k1_short_capnone,1578,1578,btc_rb_z3.75_gap0_cd144_h72_k1_short
BASE,btc_rb_z3.75_gap0_cd144_h72_k1_short_cap50,126021,126021,btc_rb_z3.75_gap0_cd144_h72_k1_short
EX_2025Q4,btc_rb_z3.75_gap0_cd144_h72_k1_short_cap50,114769,114769,btc_rb_z3.75_gap0_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z3.75_gap0_cd144_h72_k1_short_cap50,113191,113191,btc_rb_z3.75_gap0_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap0_cd144_h72_k1_short_cap50,11252,11252,btc_rb_z3.75_gap0_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap0_cd144_h72_k1_short_cap50,1578,1578,btc_rb_z3.75_gap0_cd144_h72_k1_short
BASE,btc_rb_z3.75_gap1_cd72_h72_k1_short_capnone,120502,120502,btc_rb_z3.75_gap1_cd72_h72_k1_short
EX_2025Q4,btc_rb_z3.75_gap1_cd72_h72_k1_short_capnone,110802,110802,btc_rb_z3.75_gap1_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z3.75_gap1_cd72_h72_k1_short_capnone,109437,109437,btc_rb_z3.75_gap1_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap1_cd72_h72_k1_short_capnone,9700,9700,btc_rb_z3.75_gap1_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap1_cd72_h72_k1_short_capnone,1365,1365,btc_rb_z3.75_gap1_cd72_h72_k1_short
BASE,btc_rb_z3.75_gap1_cd72_h72_k1_short_cap50,120502,120502,btc_rb_z3.75_gap1_cd72_h72_k1_short
EX_2025Q4,btc_rb_z3.75_gap1_cd72_h72_k1_short_cap50,110802,110802,btc_rb_z3.75_gap1_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z3.75_gap1_cd72_h72_k1_short_cap50,109437,109437,btc_rb_z3.75_gap1_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap1_cd72_h72_k1_short_cap50,9700,9700,btc_rb_z3.75_gap1_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap1_cd72_h72_k1_short_cap50,1365,1365,btc_rb_z3.75_gap1_cd72_h72_k1_short
BASE,btc_rb_z3.75_gap1_cd144_h72_k1_short_capnone,109176,109176,btc_rb_z3.75_gap1_cd144_h72_k1_short
EX_2025Q4,btc_rb_z3.75_gap1_cd144_h72_k1_short_capnone,100149,100149,btc_rb_z3.75_gap1_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z3.75_gap1_cd144_h72_k1_short_capnone,98883,98883,btc_rb_z3.75_gap1_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap1_cd144_h72_k1_short_capnone,9027,9027,btc_rb_z3.75_gap1_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap1_cd144_h72_k1_short_capnone,1266,1266,btc_rb_z3.75_gap1_cd144_h72_k1_short
BASE,btc_rb_z3.75_gap1_cd144_h72_k1_short_cap50,109176,109176,btc_rb_z3.75_gap1_cd144_h72_k1_short
EX_2025Q4,btc_rb_z3.75_gap1_cd144_h72_k1_short_cap50,100149,100149,btc_rb_z3.75_gap1_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z3.75_gap1_cd144_h72_k1_short_cap50,98883,98883,btc_rb_z3.75_gap1_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap1_cd144_h72_k1_short_cap50,9027,9027,btc_rb_z3.75_gap1_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap1_cd144_h72_k1_short_cap50,1266,1266,btc_rb_z3.75_gap1_cd144_h72_k1_short
BASE,btc_rb_z3.75_gap0_cd96_h96_k1_short_capnone,135111,135111,btc_rb_z3.75_gap0_cd96_h96_k1_short
EX_2025Q4,btc_rb_z3.75_gap0_cd96_h96_k1_short_capnone,123198,123198,btc_rb_z3.75_gap0_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z3.75_gap0_cd96_h96_k1_short_capnone,121510,121510,btc_rb_z3.75_gap0_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap0_cd96_h96_k1_short_capnone,11913,11913,btc_rb_z3.75_gap0_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap0_cd96_h96_k1_short_capnone,1688,1688,btc_rb_z3.75_gap0_cd96_h96_k1_short
BASE,btc_rb_z3.75_gap0_cd96_h96_k1_short_cap50,133891,135111,btc_rb_z3.75_gap0_cd96_h96_k1_short
EX_2025Q4,btc_rb_z3.75_gap0_cd96_h96_k1_short_cap50,122627,123198,btc_rb_z3.75_gap0_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z3.75_gap0_cd96_h96_k1_short_cap50,121112,121510,btc_rb_z3.75_gap0_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap0_cd96_h96_k1_short_cap50,11271,11913,btc_rb_z3.75_gap0_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap0_cd96_h96_k1_short_cap50,1515,1688,btc_rb_z3.75_gap0_cd96_h96_k1_short
BASE,btc_rb_z3.75_gap0_cd144_h96_k1_short_capnone,126011,126011,btc_rb_z3.75_gap0_cd144_h96_k1_short
EX_2025Q4,btc_rb_z3.75_gap0_cd144_h96_k1_short_capnone,114769,114769,btc_rb_z3.75_gap0_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z3.75_gap0_cd144_h96_k1_short_capnone,113191,113191,btc_rb_z3.75_gap0_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap0_cd144_h96_k1_short_capnone,11242,11242,btc_rb_z3.75_gap0_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap0_cd144_h96_k1_short_capnone,1578,1578,btc_rb_z3.75_gap0_cd144_h96_k1_short
BASE,btc_rb_z3.75_gap0_cd144_h96_k1_short_cap50,125339,126011,btc_rb_z3.75_gap0_cd144_h96_k1_short
EX_2025Q4,btc_rb_z3.75_gap0_cd144_h96_k1_short_cap50,114491,114769,btc_rb_z3.75_gap0_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z3.75_gap0_cd144_h96_k1_short_cap50,113010,113191,btc_rb_z3.75_gap0_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap0_cd144_h96_k1_short_cap50,10852,11242,btc_rb_z3.75_gap0_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap0_cd144_h96_k1_short_cap50,1481,1578,btc_rb_z3.75_gap0_cd144_h96_k1_short
BASE,btc_rb_z3.75_gap1_cd96_h96_k1_short_capnone,116171,116171,btc_rb_z3.75_gap1_cd96_h96_k1_short
EX_2025Q4,btc_rb_z3.75_gap1_cd96_h96_k1_short_capnone,106731,106731,btc_rb_z3.75_gap1_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z3.75_gap1_cd96_h96_k1_short_capnone,105392,105392,btc_rb_z3.75_gap1_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap1_cd96_h96_k1_short_capnone,9440,9440,btc_rb_z3.75_gap1_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap1_cd96_h96_k1_short_capnone,1339,1339,btc_rb_z3.75_gap1_cd96_h96_k1_short
BASE,btc_rb_z3.75_gap1_cd96_h96_k1_short_cap50,116127,116171,btc_rb_z3.75_gap1_cd96_h96_k1_short
EX_2025Q4,btc_rb_z3.75_gap1_cd96_h96_k1_short_cap50,106703,106731,btc_rb_z3.75_gap1_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z3.75_gap1_cd96_h96_k1_short_cap50,105375,105392,btc_rb_z3.75_gap1_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap1_cd96_h96_k1_short_cap50,9427,9440,btc_rb_z3.75_gap1_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap1_cd96_h96_k1_short_cap50,1328,1339,btc_rb_z3.75_gap1_cd96_h96_k1_short
BASE,btc_rb_z3.75_gap1_cd144_h96_k1_short_capnone,109169,109169,btc_rb_z3.75_gap1_cd144_h96_k1_short
EX_2025Q4,btc_rb_z3.75_gap1_cd144_h96_k1_short_capnone,100149,100149,btc_rb_z3.75_gap1_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z3.75_gap1_cd144_h96_k1_short_capnone,98883,98883,btc_rb_z3.75_gap1_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap1_cd144_h96_k1_short_capnone,9020,9020,btc_rb_z3.75_gap1_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap1_cd144_h96_k1_short_capnone,1266,1266,btc_rb_z3.75_gap1_cd144_h96_k1_short
BASE,btc_rb_z3.75_gap1_cd144_h96_k1_short_cap50,109149,109169,btc_rb_z3.75_gap1_cd144_h96_k1_short
EX_2025Q4,btc_rb_z3.75_gap1_cd144_h96_k1_short_cap50,100143,100149,btc_rb_z3.75_gap1_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z3.75_gap1_cd144_h96_k1_short_cap50,98878,98883,btc_rb_z3.75_gap1_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap1_cd144_h96_k1_short_cap50,9010,9020,btc_rb_z3.75_gap1_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap1_cd144_h96_k1_short_cap50,1265,1266,btc_rb_z3.75_gap1_cd144_h96_k1_short
BASE,btc_rb_z3.75_gap0_cd120_h120_k1_short_capnone,130206,130206,btc_rb_z3.75_gap0_cd120_h120_k1_short
EX_2025Q4,btc_rb_z3.75_gap0_cd120_h120_k1_short_capnone,118666,118666,btc_rb_z3.75_gap0_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z3.75_gap0_cd120_h120_k1_short_capnone,117036,117036,btc_rb_z3.75_gap0_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap0_cd120_h120_k1_short_capnone,11540,11540,btc_rb_z3.75_gap0_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap0_cd120_h120_k1_short_capnone,1630,1630,btc_rb_z3.75_gap0_cd120_h120_k1_short
BASE,btc_rb_z3.75_gap0_cd120_h120_k1_short_cap50,126037,130206,btc_rb_z3.75_gap0_cd120_h120_k1_short
EX_2025Q4,btc_rb_z3.75_gap0_cd120_h120_k1_short_cap50,116378,118666,btc_rb_z3.75_gap0_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z3.75_gap0_cd120_h120_k1_short_cap50,115106,117036,btc_rb_z3.75_gap0_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap0_cd120_h120_k1_short_cap50,9674,11540,btc_rb_z3.75_gap0_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap0_cd120_h120_k1_short_cap50,1272,1630,btc_rb_z3.75_gap0_cd120_h120_k1_short
BASE,btc_rb_z3.75_gap0_cd144_h120_k1_short_capnone,126004,126004,btc_rb_z3.75_gap0_cd144_h120_k1_short
EX_2025Q4,btc_rb_z3.75_gap0_cd144_h120_k1_short_capnone,114769,114769,btc_rb_z3.75_gap0_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z3.75_gap0_cd144_h120_k1_short_capnone,113191,113191,btc_rb_z3.75_gap0_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap0_cd144_h120_k1_short_capnone,11235,11235,btc_rb_z3.75_gap0_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap0_cd144_h120_k1_short_capnone,1578,1578,btc_rb_z3.75_gap0_cd144_h120_k1_short
BASE,btc_rb_z3.75_gap0_cd144_h120_k1_short_cap50,122457,126004,btc_rb_z3.75_gap0_cd144_h120_k1_short
EX_2025Q4,btc_rb_z3.75_gap0_cd144_h120_k1_short_cap50,112878,114769,btc_rb_z3.75_gap0_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z3.75_gap0_cd144_h120_k1_short_cap50,111612,113191,btc_rb_z3.75_gap0_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap0_cd144_h120_k1_short_cap50,9593,11235,btc_rb_z3.75_gap0_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap0_cd144_h120_k1_short_cap50,1266,1578,btc_rb_z3.75_gap0_cd144_h120_k1_short
BASE,btc_rb_z3.75_gap1_cd120_h120_k1_short_capnone,112391,112391,btc_rb_z3.75_gap1_cd120_h120_k1_short
EX_2025Q4,btc_rb_z3.75_gap1_cd120_h120_k1_short_capnone,103186,103186,btc_rb_z3.75_gap1_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z3.75_gap1_cd120_h120_k1_short_capnone,101887,101887,btc_rb_z3.75_gap1_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap1_cd120_h120_k1_short_capnone,9205,9205,btc_rb_z3.75_gap1_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap1_cd120_h120_k1_short_capnone,1299,1299,btc_rb_z3.75_gap1_cd120_h120_k1_short
BASE,btc_rb_z3.75_gap1_cd120_h120_k1_short_cap50,111686,112391,btc_rb_z3.75_gap1_cd120_h120_k1_short
EX_2025Q4,btc_rb_z3.75_gap1_cd120_h120_k1_short_cap50,102854,103186,btc_rb_z3.75_gap1_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z3.75_gap1_cd120_h120_k1_short_cap50,101656,101887,btc_rb_z3.75_gap1_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap1_cd120_h120_k1_short_cap50,8839,9205,btc_rb_z3.75_gap1_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap1_cd120_h120_k1_short_cap50,1198,1299,btc_rb_z3.75_gap1_cd120_h120_k1_short
BASE,btc_rb_z3.75_gap1_cd144_h120_k1_short_capnone,109162,109162,btc_rb_z3.75_gap1_cd144_h120_k1_short
EX_2025Q4,btc_rb_z3.75_gap1_cd144_h120_k1_short_capnone,100149,100149,btc_rb_z3.75_gap1_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z3.75_gap1_cd144_h120_k1_short_capnone,98883,98883,btc_rb_z3.75_gap1_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap1_cd144_h120_k1_short_capnone,9013,9013,btc_rb_z3.75_gap1_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap1_cd144_h120_k1_short_capnone,1266,1266,btc_rb_z3.75_gap1_cd144_h120_k1_short
BASE,btc_rb_z3.75_gap1_cd144_h120_k1_short_cap50,108605,109162,btc_rb_z3.75_gap1_cd144_h120_k1_short
EX_2025Q4,btc_rb_z3.75_gap1_cd144_h120_k1_short_cap50,99903,100149,btc_rb_z3.75_gap1_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z3.75_gap1_cd144_h120_k1_short_cap50,98713,98883,btc_rb_z3.75_gap1_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap1_cd144_h120_k1_short_cap50,8708,9013,btc_rb_z3.75_gap1_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap1_cd144_h120_k1_short_cap50,1190,1266,btc_rb_z3.75_gap1_cd144_h120_k1_short
BASE,btc_rb_z3.75_gap0_cd144_h144_k1_short_capnone,125996,125996,btc_rb_z3.75_gap0_cd144_h144_k1_short
EX_2025Q4,btc_rb_z3.75_gap0_cd144_h144_k1_short_capnone,114769,114769,btc_rb_z3.75_gap0_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z3.75_gap0_cd144_h144_k1_short_capnone,113191,113191,btc_rb_z3.75_gap0_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap0_cd144_h144_k1_short_capnone,11227,11227,btc_rb_z3.75_gap0_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap0_cd144_h144_k1_short_capnone,1578,1578,btc_rb_z3.75_gap0_cd144_h144_k1_short
BASE,btc_rb_z3.75_gap0_cd144_h144_k1_short_cap50,118273,125996,btc_rb_z3.75_gap0_cd144_h144_k1_short
EX_2025Q4,btc_rb_z3.75_gap0_cd144_h144_k1_short_cap50,109923,114769,btc_rb_z3.75_gap0_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z3.75_gap0_cd144_h144_k1_short_cap50,108840,113191,btc_rb_z3.75_gap0_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap0_cd144_h144_k1_short_cap50,8354,11227,btc_rb_z3.75_gap0_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap0_cd144_h144_k1_short_cap50,1083,1578,btc_rb_z3.75_gap0_cd144_h144_k1_short
BASE,btc_rb_z3.75_gap0_cd144_h144_k1_short_capnone,125996,125996,btc_rb_z3.75_gap0_cd144_h144_k1_short
EX_2025Q4,btc_rb_z3.75_gap0_cd144_h144_k1_short_capnone,114769,114769,btc_rb_z3.75_gap0_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z3.75_gap0_cd144_h144_k1_short_capnone,113191,113191,btc_rb_z3.75_gap0_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap0_cd144_h144_k1_short_capnone,11227,11227,btc_rb_z3.75_gap0_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap0_cd144_h144_k1_short_capnone,1578,1578,btc_rb_z3.75_gap0_cd144_h144_k1_short
BASE,btc_rb_z3.75_gap0_cd144_h144_k1_short_cap50,118273,125996,btc_rb_z3.75_gap0_cd144_h144_k1_short
EX_2025Q4,btc_rb_z3.75_gap0_cd144_h144_k1_short_cap50,109923,114769,btc_rb_z3.75_gap0_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z3.75_gap0_cd144_h144_k1_short_cap50,108840,113191,btc_rb_z3.75_gap0_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap0_cd144_h144_k1_short_cap50,8354,11227,btc_rb_z3.75_gap0_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap0_cd144_h144_k1_short_cap50,1083,1578,btc_rb_z3.75_gap0_cd144_h144_k1_short
BASE,btc_rb_z3.75_gap1_cd144_h144_k1_short_capnone,109156,109156,btc_rb_z3.75_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z3.75_gap1_cd144_h144_k1_short_capnone,100149,100149,btc_rb_z3.75_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z3.75_gap1_cd144_h144_k1_short_capnone,98883,98883,btc_rb_z3.75_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap1_cd144_h144_k1_short_capnone,9007,9007,btc_rb_z3.75_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap1_cd144_h144_k1_short_capnone,1266,1266,btc_rb_z3.75_gap1_cd144_h144_k1_short
BASE,btc_rb_z3.75_gap1_cd144_h144_k1_short_cap50,106814,109156,btc_rb_z3.75_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z3.75_gap1_cd144_h144_k1_short_cap50,98861,100149,btc_rb_z3.75_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z3.75_gap1_cd144_h144_k1_short_cap50,97805,98883,btc_rb_z3.75_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap1_cd144_h144_k1_short_cap50,7963,9007,btc_rb_z3.75_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap1_cd144_h144_k1_short_cap50,1056,1266,btc_rb_z3.75_gap1_cd144_h144_k1_short
BASE,btc_rb_z3.75_gap1_cd144_h144_k1_short_capnone,109156,109156,btc_rb_z3.75_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z3.75_gap1_cd144_h144_k1_short_capnone,100149,100149,btc_rb_z3.75_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z3.75_gap1_cd144_h144_k1_short_capnone,98883,98883,btc_rb_z3.75_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap1_cd144_h144_k1_short_capnone,9007,9007,btc_rb_z3.75_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap1_cd144_h144_k1_short_capnone,1266,1266,btc_rb_z3.75_gap1_cd144_h144_k1_short
BASE,btc_rb_z3.75_gap1_cd144_h144_k1_short_cap50,106814,109156,btc_rb_z3.75_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z3.75_gap1_cd144_h144_k1_short_cap50,98861,100149,btc_rb_z3.75_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z3.75_gap1_cd144_h144_k1_short_cap50,97805,98883,btc_rb_z3.75_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z3.75_gap1_cd144_h144_k1_short_cap50,7963,9007,btc_rb_z3.75_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z3.75_gap1_cd144_h144_k1_short_cap50,1056,1266,btc_rb_z3.75_gap1_cd144_h144_k1_short
BASE,btc_rb_z4_gap0_cd72_h72_k1_short_capnone,126886,126886,btc_rb_z4_gap0_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4_gap0_cd72_h72_k1_short_capnone,115323,115323,btc_rb_z4_gap0_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4_gap0_cd72_h72_k1_short_capnone,113701,113701,btc_rb_z4_gap0_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4_gap0_cd72_h72_k1_short_capnone,11563,11563,btc_rb_z4_gap0_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0_cd72_h72_k1_short_capnone,1622,1622,btc_rb_z4_gap0_cd72_h72_k1_short
BASE,btc_rb_z4_gap0_cd72_h72_k1_short_cap50,126875,126886,btc_rb_z4_gap0_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4_gap0_cd72_h72_k1_short_cap50,115319,115323,btc_rb_z4_gap0_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4_gap0_cd72_h72_k1_short_cap50,113701,113701,btc_rb_z4_gap0_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4_gap0_cd72_h72_k1_short_cap50,11557,11563,btc_rb_z4_gap0_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0_cd72_h72_k1_short_cap50,1618,1622,btc_rb_z4_gap0_cd72_h72_k1_short
BASE,btc_rb_z4_gap0_cd144_h72_k1_short_capnone,114788,114788,btc_rb_z4_gap0_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4_gap0_cd144_h72_k1_short_capnone,104181,104181,btc_rb_z4_gap0_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4_gap0_cd144_h72_k1_short_capnone,102702,102702,btc_rb_z4_gap0_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4_gap0_cd144_h72_k1_short_capnone,10607,10607,btc_rb_z4_gap0_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0_cd144_h72_k1_short_capnone,1479,1479,btc_rb_z4_gap0_cd144_h72_k1_short
BASE,btc_rb_z4_gap0_cd144_h72_k1_short_cap50,114788,114788,btc_rb_z4_gap0_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4_gap0_cd144_h72_k1_short_cap50,104181,104181,btc_rb_z4_gap0_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4_gap0_cd144_h72_k1_short_cap50,102702,102702,btc_rb_z4_gap0_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4_gap0_cd144_h72_k1_short_cap50,10607,10607,btc_rb_z4_gap0_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0_cd144_h72_k1_short_cap50,1479,1479,btc_rb_z4_gap0_cd144_h72_k1_short
BASE,btc_rb_z4_gap1_cd72_h72_k1_short_capnone,106736,106736,btc_rb_z4_gap1_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4_gap1_cd72_h72_k1_short_capnone,97808,97808,btc_rb_z4_gap1_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4_gap1_cd72_h72_k1_short_capnone,96549,96549,btc_rb_z4_gap1_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4_gap1_cd72_h72_k1_short_capnone,8928,8928,btc_rb_z4_gap1_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1_cd72_h72_k1_short_capnone,1259,1259,btc_rb_z4_gap1_cd72_h72_k1_short
BASE,btc_rb_z4_gap1_cd72_h72_k1_short_cap50,106736,106736,btc_rb_z4_gap1_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4_gap1_cd72_h72_k1_short_cap50,97808,97808,btc_rb_z4_gap1_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4_gap1_cd72_h72_k1_short_cap50,96549,96549,btc_rb_z4_gap1_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4_gap1_cd72_h72_k1_short_cap50,8928,8928,btc_rb_z4_gap1_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1_cd72_h72_k1_short_cap50,1259,1259,btc_rb_z4_gap1_cd72_h72_k1_short
BASE,btc_rb_z4_gap1_cd144_h72_k1_short_capnone,97719,97719,btc_rb_z4_gap1_cd144_h72_k1_short
