batch_label,strategy_name,parent,family,group,side,timeframe,processed_symbols,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,cd_value,old_ratio_cd_value,official_pass_mdd_lt_5,verdict,description
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I080_raw_official_conversion_r080,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_official_conversion,long,5m,597,1027,541,486,52.677702,6.048853,9.631121,3.525059,105.766559516,2.732187,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_official_conversion; tag=r080; focus=convert V51 raw leader into MDD<5 official-pass candidate
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I041_raw_safe_graft_r041,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_safe_graft,long,5m,597,1468,592,876,40.326975,3.173247,6.16241,3.048417,102.926136728,2.021511,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_safe_graft; tag=r041; focus=graft strict/lowanchor safe branch only onto risky V51 contexts
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I075_safe_reclaim_quality_s075,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_reclaim_quality,long,5m,597,551,249,302,45.190563,2.97192,4.027799,1.137514,102.844468104,3.540879,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_reclaim_quality; tag=s075; focus=reclaim quality / spring / EMA repair mix
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I030_safe_dd_brake_s030,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_dd_brake,long,5m,597,1629,710,919,43.585021,3.175623,6.714567,3.808791,102.650031638,1.762913,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_dd_brake; tag=s030; focus=official MDD guard through loss cluster and symbol DD brakes
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I027_raw_safe_graft_r027,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_safe_graft,long,5m,597,2282,1066,1216,46.713409,3.356312,6.784732,3.888469,102.632440614,1.744834,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_safe_graft; tag=r027; focus=graft strict/lowanchor safe branch only onto risky V51 contexts
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I054_safe_reclaim_quality_s054,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_reclaim_quality,long,5m,597,1646,731,915,44.410693,3.031958,6.335733,3.685318,102.41692318,1.719182,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_reclaim_quality; tag=s054; focus=reclaim quality / spring / EMA repair mix
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I012_raw_cluster_cover_r012,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_cluster_cover,long,5m,597,2178,1000,1178,45.913682,3.222605,6.25883,3.631507,102.40003275,1.72348,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_cluster_cover; tag=r012; focus=cover V51 loss clusters while preserving rare22 engine
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I014_safe_density_release_s014,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_density_release,long,5m,597,1518,660,858,43.478261,2.809197,5.548162,2.998174,102.38364468,1.850514,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_density_release; tag=s014; focus=safe baseline density release without blind parameter tuning
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I039_raw_safe_graft_r039,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_safe_graft,long,5m,597,238,138,100,57.983193,2.542315,3.084824,0.707035,102.355978038,4.363041,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_safe_graft; tag=r039; focus=graft strict/lowanchor safe branch only onto risky V51 contexts
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I024_safe_density_release_s024,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_density_release,long,5m,597,900,395,505,43.888889,2.681793,3.87193,1.538664,102.273690124,2.516424,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_density_release; tag=s024; focus=safe baseline density release without blind parameter tuning
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I045_safe_dd_brake_s045,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_dd_brake,long,5m,597,519,211,308,40.655106,2.501681,3.383602,1.083425,102.263518466,3.123061,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_dd_brake; tag=s045; focus=official MDD guard through loss cluster and symbol DD brakes
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I070_safe_reclaim_quality_s070,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_reclaim_quality,long,5m,597,516,235,281,45.542636,2.522867,3.264383,1.016385,102.214819692,3.211759,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_reclaim_quality; tag=s070; focus=reclaim quality / spring / EMA repair mix
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I035_safe_dd_brake_s035,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_dd_brake,long,5m,597,853,339,514,39.742087,2.537707,3.918388,1.660928,102.192378167,2.359156,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_dd_brake; tag=s035; focus=official MDD guard through loss cluster and symbol DD brakes
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I042_raw_safe_graft_r042,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_safe_graft,long,5m,597,508,228,280,44.88189,2.273619,3.435629,1.228566,102.164854132,2.796455,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_safe_graft; tag=r042; focus=graft strict/lowanchor safe branch only onto risky V51 contexts
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I013_safe_density_release_s013,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_density_release,long,5m,597,1714,745,969,43.465578,2.792472,5.607621,3.271087,102.153103528,1.714299,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_density_release; tag=s013; focus=safe baseline density release without blind parameter tuning
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I021_safe_density_release_s021,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_density_release,long,5m,597,1736,854,882,49.193548,2.852899,3.600311,1.401889,102.147949789,2.568186,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_density_release; tag=s021; focus=safe baseline density release without blind parameter tuning
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I040_raw_safe_graft_r040,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_safe_graft,long,5m,597,167,92,75,55.08982,2.232021,2.911739,0.783226,102.105707372,3.717624,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_safe_graft; tag=r040; focus=graft strict/lowanchor safe branch only onto risky V51 contexts
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I043_raw_safe_graft_r043,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_safe_graft,long,5m,597,485,219,266,45.154639,2.084864,3.99647,1.838145,102.084864142,2.174186,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_safe_graft; tag=r043; focus=graft strict/lowanchor safe branch only onto risky V51 contexts
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I079_raw_official_conversion_r079,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_official_conversion,long,5m,597,1093,524,569,47.941446,2.333884,4.670228,2.529974,102.022098358,1.845959,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_official_conversion; tag=r079; focus=convert V51 raw leader into MDD<5 official-pass candidate
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I068_safe_reclaim_quality_s068,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_reclaim_quality,long,5m,597,1179,428,751,36.301951,2.419239,5.800374,3.598987,101.992632776,1.611669,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_reclaim_quality; tag=s068; focus=reclaim quality / spring / EMA repair mix
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I065_raw_return_extend_r065,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_return_extend,long,5m,597,59,39,20,66.101695,2.185633,2.185633,0.192298,101.989132131,11.365846,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_return_extend; tag=r065; focus=preserve raw max_return by extending winners and blocking only adverse shock
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I062_raw_return_extend_r062,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_return_extend,long,5m,597,240,123,117,51.25,2.016271,2.362856,0.414827,101.938226849,5.696,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_return_extend; tag=r062; focus=preserve raw max_return by extending winners and blocking only adverse shock
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I023_safe_density_release_s023,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_density_release,long,5m,597,1039,450,589,43.310876,2.365943,3.706089,1.705647,101.937228998,2.172834,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_density_release; tag=s023; focus=safe baseline density release without blind parameter tuning
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I071_safe_reclaim_quality_s071,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_reclaim_quality,long,5m,597,1963,957,1006,48.75191,2.675825,3.54265,1.596625,101.889462217,2.218836,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_reclaim_quality; tag=s071; focus=reclaim quality / spring / EMA repair mix
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I061_raw_return_extend_r061,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_return_extend,long,5m,597,295,141,154,47.79661,1.908475,2.218997,0.373386,101.837325595,5.942909,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_return_extend; tag=r061; focus=preserve raw max_return by extending winners and blocking only adverse shock
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I017_raw_cluster_cover_r017,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_cluster_cover,long,5m,597,609,249,360,40.8867,1.743628,3.696205,1.882979,101.74362756,1.962956,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_cluster_cover; tag=r017; focus=cover V51 loss clusters while preserving rare22 engine
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I038_raw_safe_graft_r038,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_safe_graft,long,5m,597,257,136,121,52.918288,1.799595,2.578174,0.822634,101.734330697,3.134047,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_safe_graft; tag=r038; focus=graft strict/lowanchor safe branch only onto risky V51 contexts
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I006_raw_cluster_cover_r006,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_cluster_cover,long,5m,597,1523,567,956,37.229153,1.729425,4.299455,2.492971,101.699299316,1.724631,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_cluster_cover; tag=r006; focus=cover V51 loss clusters while preserving rare22 engine
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I074_safe_reclaim_quality_s074,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_reclaim_quality,long,5m,597,702,306,396,43.589744,1.884671,2.829854,1.143416,101.654080436,2.474911,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_reclaim_quality; tag=s074; focus=reclaim quality / spring / EMA repair mix
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I046_safe_dd_brake_s046,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_dd_brake,long,5m,597,1920,934,986,48.645833,2.436697,3.366781,1.690631,101.619229751,1.991434,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_dd_brake; tag=s046; focus=official MDD guard through loss cluster and symbol DD brakes
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I069_safe_reclaim_quality_s069,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_reclaim_quality,long,5m,597,675,280,395,41.481481,1.76151,3.49624,1.851691,101.579810004,1.888134,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_reclaim_quality; tag=s069; focus=reclaim quality / spring / EMA repair mix
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I073_safe_reclaim_quality_s073,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_reclaim_quality,long,5m,597,1116,468,648,41.935484,1.903849,3.631341,1.997124,101.561694007,1.818285,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_reclaim_quality; tag=s073; focus=reclaim quality / spring / EMA repair mix
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I085_raw_official_conversion_r085,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_official_conversion,long,5m,597,416,195,221,46.875,1.67877,3.15926,1.551044,101.559214036,2.03686,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_official_conversion; tag=r085; focus=convert V51 raw leader into MDD<5 official-pass candidate
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I007_raw_cluster_cover_r007,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_cluster_cover,long,5m,597,1564,570,994,36.445013,1.545718,6.755205,4.883134,101.542206166,1.383375,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_cluster_cover; tag=r007; focus=cover V51 loss clusters while preserving rare22 engine
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I032_safe_dd_brake_s032,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_dd_brake,long,5m,597,522,233,289,44.636015,2.143746,2.333514,0.77642,101.53897543,3.005477,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_dd_brake; tag=s032; focus=official MDD guard through loss cluster and symbol DD brakes
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I065_safe_reclaim_quality_s065,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_reclaim_quality,long,5m,597,230,117,113,50.869565,1.884179,1.980735,0.440348,101.53166487,4.498114,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_reclaim_quality; tag=s065; focus=reclaim quality / spring / EMA repair mix
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I007_safe_density_release_s007,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_density_release,long,5m,597,515,230,285,44.660194,2.140509,2.324117,0.77642,101.529651663,2.993374,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_density_release; tag=s007; focus=safe baseline density release without blind parameter tuning
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I008_safe_density_release_s008,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_density_release,long,5m,597,449,201,248,44.766147,2.01423,2.249031,0.724282,101.508459198,3.105186,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_density_release; tag=s008; focus=safe baseline density release without blind parameter tuning
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I076_raw_official_conversion_r076,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_official_conversion,long,5m,597,2550,1228,1322,48.156863,2.850301,5.744546,4.066527,101.444414536,1.412642,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_official_conversion; tag=r076; focus=convert V51 raw leader into MDD<5 official-pass candidate
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I010_safe_density_release_s010,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_density_release,long,5m,597,251,109,142,43.426295,1.909485,1.950354,0.50467,101.435841844,3.864616,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_density_release; tag=s010; focus=safe baseline density release without blind parameter tuning
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I066_safe_reclaim_quality_s066,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_reclaim_quality,long,5m,597,2126,780,1346,36.688617,2.730845,5.287018,3.668842,101.424203144,1.441059,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_reclaim_quality; tag=s066; focus=reclaim quality / spring / EMA repair mix
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I068_raw_return_extend_r068,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_return_extend,long,5m,597,489,205,284,41.92229,1.389442,3.803578,2.325678,101.389441867,1.635471,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_return_extend; tag=r068; focus=preserve raw max_return by extending winners and blocking only adverse shock
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I064_raw_return_extend_r064,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_return_extend,long,5m,597,73,41,32,56.164384,1.583901,1.583901,0.201697,101.379009176,7.852877,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_return_extend; tag=r064; focus=preserve raw max_return by extending winners and blocking only adverse shock
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I004_safe_density_release_s004,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_density_release,long,5m,597,2284,969,1315,42.425569,2.01931,6.161452,4.526537,101.356014184,1.361184,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_density_release; tag=s004; focus=safe baseline density release without blind parameter tuning
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I011_safe_density_release_s011,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_density_release,long,5m,597,2614,954,1660,36.495792,2.778568,5.715438,4.123853,101.355888797,1.385946,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_density_release; tag=s011; focus=safe baseline density release without blind parameter tuning
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I031_safe_dd_brake_s031,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_dd_brake,long,5m,597,2032,842,1190,41.437008,2.001802,3.448845,2.080856,101.296223709,1.657417,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_dd_brake; tag=s031; focus=official MDD guard through loss cluster and symbol DD brakes
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I033_raw_safe_graft_r033,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_safe_graft,long,5m,597,272,120,152,44.117647,1.69694,1.867713,0.590056,101.266636396,3.165313,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_safe_graft; tag=r033; focus=graft strict/lowanchor safe branch only onto risky V51 contexts
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I036_safe_dd_brake_s036,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_dd_brake,long,5m,597,1861,887,974,47.662547,1.976264,2.834343,1.528111,101.262920636,1.854802,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_dd_brake; tag=s036; focus=official MDD guard through loss cluster and symbol DD brakes
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I063_safe_reclaim_quality_s063,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_reclaim_quality,long,5m,597,276,138,138,50.0,1.33571,1.646944,0.395622,101.244806177,4.162925,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_reclaim_quality; tag=s063; focus=reclaim quality / spring / EMA repair mix
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I081_raw_official_conversion_r081,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_official_conversion,long,5m,597,1065,450,615,42.253521,1.471164,2.796076,1.537195,101.215900231,1.818947,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_official_conversion; tag=r081; focus=convert V51 raw leader into MDD<5 official-pass candidate
