rank_by_cd,strategy,description,entry_key,filter_name,body_atr_min,atr_stop,rr_target,max_hold_bars,cooldown_bars,use_tp03_gate,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,cd_value,max_conc,symbol_files,errors,ruined,is_baseline,is_v27_winner,delta_cd_vs_baseline_expected
100,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
101,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
102,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
103,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
104,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
105,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
106,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
107,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
108,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
109,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
110,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
111,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
112,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
113,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
114,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
115,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
116,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
117,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
118,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
119,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
120,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
121,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
122,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
123,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
124,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
125,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
126,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
127,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
128,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
129,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
130,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
131,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
132,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
133,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
134,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
135,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
136,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
137,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
138,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
139,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
140,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
141,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
142,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
143,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
144,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
145,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
146,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
147,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
148,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
149,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
