symbol,file,bars,kept_event_horizon_rows,first_ts,last_ts
NEWT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NEWT_5m.csv,57668,22768,2025-06-19 23:30:00,2026-01-12 06:50:00
NFP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NFP_5m.csv,213240,85316,2023-12-27 22:30:00,2026-01-12 08:30:00
NIL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NIL_5m.csv,82748,37284,2025-03-24 22:00:00,2026-01-12 07:10:00
NKN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NKN_5m.csv,500782,214060,2021-04-09 16:00:00,2026-01-12 11:45:00
NMR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NMR_5m.csv,267424,115416,2023-06-22 21:00:00,2026-01-12 09:25:00
NOM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NOM_5m.csv,27792,12500,2025-10-01 17:00:00,2026-01-12 06:35:00
NOT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NOT_5m.csv,172614,65984,2024-05-16 23:00:00,2026-01-12 08:05:00
NTRN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NTRN_5m.csv,225647,90868,2023-11-14 21:00:00,2026-01-12 08:40:00
NULS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NULS_5m.csv,143299,28036,2024-08-26 17:30:00,2026-01-12 07:50:00
NXPC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NXPC_5m.csv,67845,29176,2025-05-15 15:30:00,2026-01-12 06:55:00
OBOL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OBOL_5m.csv,70103,25784,2025-05-07 19:30:00,2026-01-12 07:00:00
OCEAN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OCEAN_5m.csv,546012,173044,2020-11-03 16:00:00,2026-01-12 12:55:00
OG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OG_5m.csv,68679,30436,2025-05-12 18:00:00,2026-01-12 06:55:00
OGN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OGN_5m.csv,503086,196100,2021-04-01 16:00:00,2026-01-12 11:45:00
OL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OL_5m.csv,55976,21716,2025-06-25 20:30:00,2026-01-12 06:50:00
OM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OM_5m.csv,199405,81192,2024-02-13 23:00:00,2026-01-12 08:20:00
OMG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OMG_5m.csv,581715,212640,2020-07-02 18:00:00,2026-01-12 14:10:00
OMNI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OMNI_5m.csv,180966,62808,2024-04-17 23:00:00,2026-01-12 08:05:00
ON,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ON_5m.csv,15648,6708,2025-11-18 22:40:00,2026-01-12 06:35:00
ONDO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ONDO_5m.csv,206331,81884,2024-01-20 22:00:00,2026-01-12 08:25:00
ONE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ONE_5m.csv,507122,204328,2021-03-18 16:00:00,2026-01-12 12:05:00
ONG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ONG_5m.csv,221888,95532,2023-11-27 22:00:00,2026-01-12 08:35:00
ONT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ONT_5m.csv,622630,264836,2020-02-11 17:05:00,2026-01-12 14:50:00
OP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OP_5m.csv,380300,156288,2022-06-01 23:00:00,2026-01-12 10:35:00
OPEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OPEN_5m.csv,34356,13520,2025-09-08 22:00:00,2026-01-12 06:40:00
ORBS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ORBS_5m.csv,233790,52180,2023-10-17 15:00:00,2026-01-12 09:00:00
ORCA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ORCA_5m.csv,113835,46464,2024-12-07 00:00:00,2026-01-12 07:30:00
ORDER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ORDER_5m.csv,29175,13528,2025-09-26 21:45:00,2026-01-12 06:40:00
ORDI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ORDI_5m.csv,227658,90384,2023-11-07 21:30:00,2026-01-12 08:45:00
OXT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OXT_5m.csv,253018,111424,2023-08-11 21:00:00,2026-01-12 09:10:00
PARTI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PARTI_5m.csv,82459,32696,2025-03-25 22:00:00,2026-01-12 07:05:00
PAXG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PAXG_5m.csv,81912,54944,2025-03-27 19:30:00,2026-01-12 07:05:00
PENDLE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PENDLE_5m.csv,257167,110508,2023-07-28 11:30:00,2026-01-12 09:20:00
PENGU,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PENGU_5m.csv,110650,46680,2024-12-18 01:15:00,2026-01-12 07:25:00
PEOPLE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PEOPLE_5m.csv,426217,169396,2021-12-24 13:00:00,2026-01-12 11:00:00
PERP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PERP_5m.csv,300252,121788,2023-03-06 21:00:00,2026-01-12 09:55:00
PHA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PHA_5m.csv,106962,43220,2024-12-30 20:30:00,2026-01-12 07:20:00
PHB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PHB_5m.csv,305408,131344,2023-02-16 23:30:00,2026-01-12 10:05:00
PIEVERSE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PIEVERSE_5m.csv,15649,6560,2025-11-18 22:35:00,2026-01-12 06:35:00
PIPPIN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PIPPIN_5m.csv,99775,41460,2025-01-24 19:15:00,2026-01-12 07:15:00
PIXEL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PIXEL_5m.csv,197664,79980,2024-02-20 00:00:00,2026-01-12 08:20:00
PLAY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PLAY_5m.csv,45630,19168,2025-07-31 18:30:00,2026-01-12 06:45:00
PLUME,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PLUME_5m.csv,83612,34648,2025-03-21 22:00:00,2026-01-12 07:10:00
PNUT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PNUT_5m.csv,121067,48152,2024-11-11 21:30:00,2026-01-12 07:35:00
POL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\POL_5m.csv,138068,57388,2024-09-13 21:15:00,2026-01-12 07:50:00
POLYX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\POLYX_5m.csv,231526,102632,2023-10-25 11:30:00,2026-01-12 08:55:00
PONKE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PONKE_5m.csv,123084,47156,2024-11-04 21:30:00,2026-01-12 07:35:00
POPCAT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\POPCAT_5m.csv,144398,56296,2024-08-22 22:00:00,2026-01-12 07:55:00
PORT3,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PORT3_5m.csv,62058,21212,2025-06-04 17:45:00,2026-01-12 06:55:00
PORTAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PORTAL_5m.csv,194783,80628,2024-03-01 00:00:00,2026-01-12 08:15:00
POWR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\POWR_5m.csv,230949,96876,2023-10-27 11:30:00,2026-01-12 08:50:00
PROM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PROM_5m.csv,102340,47524,2025-01-15 21:30:00,2026-01-12 07:15:00
PROMPT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PROMPT_5m.csv,77640,29900,2025-04-11 15:30:00,2026-01-12 07:05:00
PROVE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PROVE_5m.csv,44101,20384,2025-08-06 02:00:00,2026-01-12 06:45:00
PTB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PTB_5m.csv,35802,14892,2025-09-03 21:30:00,2026-01-12 06:40:00
PUFFER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PUFFER_5m.csv,62061,29332,2025-06-04 17:30:00,2026-01-12 06:55:00
PUMP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PUMP_5m.csv,74807,29300,2025-04-12 23:30:00,2026-01-12 06:50:00
PUMPBTC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PUMPBTC_5m.csv,59450,23580,2025-06-13 19:00:00,2026-01-12 06:50:00
PUNDIX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PUNDIX_5m.csv,72125,33584,2025-04-30 19:00:00,2026-01-12 07:00:00
PYTH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PYTH_5m.csv,223310,96080,2023-11-22 23:30:00,2026-01-12 08:35:00
Q,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\Q_5m.csv,36149,15864,2025-09-02 16:30:00,2026-01-12 06:40:00
QNT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\QNT_5m.csv,339827,164516,2022-10-20 11:30:00,2026-01-12 10:20:00
QTUM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\QTUM_5m.csv,620035,279288,2020-02-20 17:05:00,2026-01-12 14:35:00
QUICK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\QUICK_5m.csv,140172,48128,2024-09-06 14:00:00,2026-01-12 07:50:00
RAD,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RAD_5m.csv,279810,44848,2023-05-10 21:00:00,2026-01-12 09:30:00
RARE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RARE_5m.csv,146416,60120,2024-08-15 22:00:00,2026-01-12 08:00:00
RAY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RAY_5m.csv,462516,51512,2021-08-20 12:30:00,2026-01-12 11:25:00
RAYSOL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RAYSOL_5m.csv,112718,46872,2024-12-10 21:00:00,2026-01-12 07:25:00
RDNT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RDNT_5m.csv,289895,116360,2023-04-05 21:00:00,2026-01-12 09:40:00
RECALL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RECALL_5m.csv,23705,9832,2025-10-15 21:30:00,2026-01-12 06:35:00
RED,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RED_5m.csv,87896,35760,2025-03-07 01:00:00,2026-01-12 07:10:00
REEF,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\REEF_5m.csv,514037,169536,2021-02-22 16:05:00,2026-01-12 12:25:00
REI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\REI_5m.csv,134049,49156,2024-09-27 20:00:00,2026-01-12 07:45:00
REN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\REN_5m.csv,552063,194656,2020-10-13 16:00:00,2026-01-12 13:10:00
RENDER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RENDER_5m.csv,152212,63032,2024-07-26 19:00:00,2026-01-12 08:00:00
RESOLV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RESOLV_5m.csv,60273,23328,2025-06-10 22:30:00,2026-01-12 06:50:00
REZ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\REZ_5m.csv,177223,71476,2024-04-30 23:00:00,2026-01-12 08:05:00
RIF,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RIF_5m.csv,232559,95768,2023-10-21 21:30:00,2026-01-12 08:55:00
RIVER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RIVER_5m.csv,23102,9232,2025-10-17 23:45:00,2026-01-12 06:35:00
RLC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RLC_5m.csv,573384,249780,2020-07-31 16:00:00,2026-01-12 13:55:00
RLS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RLS_5m.csv,11660,4340,2025-12-02 19:00:00,2026-01-12 06:35:00
RONIN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RONIN_5m.csv,201535,84176,2024-02-06 13:30:00,2026-01-12 08:20:00
ROSE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ROSE_5m.csv,424206,174112,2021-12-31 12:30:00,2026-01-12 10:55:00
RPL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RPL_5m.csv,139217,58844,2024-09-09 21:30:00,2026-01-12 07:50:00
RSR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RSR_5m.csv,550332,236980,2020-10-19 16:05:00,2026-01-12 13:00:00
RUNE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RUNE_5m.csv,563298,235400,2020-09-04 16:10:00,2026-01-12 13:35:00
RVN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RVN_5m.csv,513750,213700,2021-02-23 16:00:00,2026-01-12 12:25:00
RVV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RVV_5m.csv,22829,8076,2025-10-18 22:30:00,2026-01-12 06:35:00
S,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\S_5m.csv,102082,43588,2025-01-16 19:00:00,2026-01-12 07:15:00
SAFE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SAFE_5m.csv,125965,54720,2024-10-25 21:30:00,2026-01-12 07:40:00
SAGA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SAGA_5m.csv,183313,74796,2024-04-09 19:30:00,2026-01-12 08:05:00
SAHARA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SAHARA_5m.csv,55682,22784,2025-06-26 21:00:00,2026-01-12 06:50:00
SAND,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SAND_5m.csv,522104,220620,2021-01-25 16:00:00,2026-01-12 12:35:00
SANTOS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SANTOS_5m.csv,125083,53172,2024-10-28 23:00:00,2026-01-12 07:40:00
SAPIEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SAPIEN_5m.csv,39775,17624,2025-08-21 02:30:00,2026-01-12 06:45:00
SC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SC_5m.csv,499917,59256,2021-04-12 16:00:00,2026-01-12 11:40:00
SCR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SCR_5m.csv,126860,53144,2024-10-22 19:00:00,2026-01-12 07:40:00
SCRT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SCRT_5m.csv,118198,46632,2024-11-21 20:30:00,2026-01-12 07:30:00
SEI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SEI_5m.csv,251404,100280,2023-08-17 11:30:00,2026-01-12 09:10:00
SENT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SENT_5m.csv,15649,6572,2025-11-18 22:35:00,2026-01-12 06:35:00
SFP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SFP_5m.csv,513461,230548,2021-02-24 16:00:00,2026-01-12 12:20:00
SHELL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SHELL_5m.csv,92778,38188,2025-02-18 02:15:00,2026-01-12 07:10:00
SIGN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SIGN_5m.csv,72689,33288,2025-04-28 20:00:00,2026-01-12 07:00:00
SIREN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SIREN_5m.csv,83372,33588,2025-03-22 18:00:00,2026-01-12 07:10:00
SKATE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SKATE_5m.csv,60596,19420,2025-06-09 19:30:00,2026-01-12 06:50:00
SKL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SKL_5m.csv,535923,246192,2020-12-08 16:35:00,2026-01-12 12:45:00
SKY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SKY_5m.csv,34140,15780,2025-09-09 16:00:00,2026-01-12 06:40:00
SKYAI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SKYAI_5m.csv,68382,30756,2025-05-13 18:45:00,2026-01-12 06:55:00
SLERF,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SLERF_5m.csv,118198,36164,2024-11-21 20:30:00,2026-01-12 07:30:00
SLP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SLP_5m.csv,47908,17872,2025-07-23 20:45:00,2026-01-12 06:45:00
SNT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SNT_5m.csv,229100,24976,2023-11-02 21:30:00,2026-01-12 08:50:00
SNX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SNX_5m.csv,569351,240940,2020-08-14 16:00:00,2026-01-12 13:50:00
SOL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SOL_5m.csv,560418,236056,2020-09-14 16:00:00,2026-01-12 13:25:00
SOLV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SOLV_5m.csv,101767,38200,2025-01-17 21:15:00,2026-01-12 07:15:00
SOMI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SOMI_5m.csv,38431,15828,2025-08-25 18:30:00,2026-01-12 06:45:00
SONIC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SONIC_5m.csv,104424,42988,2025-01-08 16:00:00,2026-01-12 07:20:00
SOON,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SOON_5m.csv,65518,27780,2025-05-23 17:30:00,2026-01-12 06:55:00
SOPH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SOPH_5m.csv,64023,27080,2025-05-28 22:00:00,2026-01-12 06:55:00
SPELL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SPELL_5m.csv,352387,150716,2022-09-06 21:00:00,2026-01-12 10:30:00
SPK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SPK_5m.csv,58310,22716,2025-06-17 18:00:00,2026-01-12 06:50:00
SPX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SPX_5m.csv,112709,48948,2024-12-10 21:45:00,2026-01-12 07:25:00
SQD,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SQD_5m.csv,59993,28172,2025-06-11 21:45:00,2026-01-12 06:50:00
SSV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SSV_5m.csv,303133,132440,2023-02-24 21:00:00,2026-01-12 10:00:00
STABLE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STABLE_5m.csv,15649,6928,2025-11-18 22:35:00,2026-01-12 06:35:00
STBL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STBL_5m.csv,31851,14228,2025-09-17 14:45:00,2026-01-12 06:40:00
STEEM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STEEM_5m.csv,227346,98780,2023-11-08 23:30:00,2026-01-12 08:45:00
STG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STG_5m.csv,355843,153604,2022-08-25 21:00:00,2026-01-12 10:30:00
STMX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STMX_5m.csv,505969,153096,2021-03-22 16:00:00,2026-01-12 12:00:00
STO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STO_5m.csv,77253,33016,2025-04-12 23:45:00,2026-01-12 07:05:00
STORJ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STORJ_5m.csv,559842,244828,2020-09-16 16:00:00,2026-01-12 13:25:00
STPT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STPT_5m.csv,233400,27520,2023-10-18 23:30:00,2026-01-12 09:00:00
STRAX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STRAX_5m.csv,235562,18580,2023-10-11 11:30:00,2026-01-12 09:05:00
STRK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STRK_5m.csv,197352,74628,2024-02-21 02:00:00,2026-01-12 08:15:00
STX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STX_5m.csv,303968,128436,2023-02-21 23:30:00,2026-01-12 10:05:00
SUI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SUI_5m.csv,281780,115784,2023-05-04 01:00:00,2026-01-12 09:35:00
SUN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SUN_5m.csv,144397,60576,2024-08-22 22:05:00,2026-01-12 07:55:00
SUPER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SUPER_5m.csv,222176,94048,2023-11-26 22:00:00,2026-01-12 08:35:00
SUSHI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SUSHI_5m.csv,563299,233972,2020-09-04 16:00:00,2026-01-12 13:30:00
SWARMS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SWARMS_5m.csv,104649,39380,2025-01-07 21:15:00,2026-01-12 07:20:00
SWELL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SWELL_5m.csv,121890,48508,2024-11-09 01:00:00,2026-01-12 07:35:00
SXP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SXP_5m.csv,576242,245096,2020-07-21 18:00:00,2026-01-12 14:05:00
SXT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SXT_5m.csv,71567,32732,2025-05-02 17:30:00,2026-01-12 07:00:00
SYN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SYN_5m.csv,146133,59020,2024-08-16 21:30:00,2026-01-12 07:55:00
SYRUP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SYRUP_5m.csv,70127,31628,2025-05-07 17:30:00,2026-01-12 07:00:00
SYS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SYS_5m.csv,145269,56196,2024-08-19 21:30:00,2026-01-12 07:55:00
T,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\T_5m.csv,309748,133652,2023-02-01 22:00:00,2026-01-12 10:15:00
TA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TA_5m.csv,48536,17132,2025-07-21 16:30:00,2026-01-12 06:50:00
TAC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TAC_5m.csv,50228,20024,2025-07-15 19:30:00,2026-01-12 06:50:00
TAG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TAG_5m.csv,47338,19700,2025-07-25 20:15:00,2026-01-12 06:45:00
TAIKO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TAIKO_5m.csv,59997,27772,2025-06-11 21:30:00,2026-01-12 06:50:00
TAKE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TAKE_5m.csv,35817,17548,2025-09-03 20:15:00,2026-01-12 06:40:00
TANSSI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TANSSI_5m.csv,51943,19476,2025-07-09 20:30:00,2026-01-12 06:50:00
TAO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TAO_5m.csv,182689,76008,2024-04-11 23:30:00,2026-01-12 08:05:00
THE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\THE_5m.csv,116461,47824,2024-11-27 21:15:00,2026-01-12 07:30:00
THETA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\THETA_5m.csv,592099,261616,2020-05-27 17:00:00,2026-01-12 14:30:00
TIA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TIA_5m.csv,229610,92400,2023-11-01 03:00:00,2026-01-12 08:50:00
TLM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TLM_5m.csv,291619,114900,2023-03-30 21:30:00,2026-01-12 09:45:00
TNSR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TNSR_5m.csv,183524,72888,2024-04-09 02:00:00,2026-01-12 08:10:00
TOKEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TOKEN_5m.csv,228780,91728,2023-11-04 00:00:00,2026-01-12 08:45:00
TON,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TON_5m.csv,194525,79272,2024-03-01 21:30:00,2026-01-12 08:15:00
TOSHI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TOSHI_5m.csv,31854,15128,2025-09-17 14:30:00,2026-01-12 06:40:00
TOWNS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TOWNS_5m.csv,44130,17728,2025-08-05 23:30:00,2026-01-12 06:45:00
TRADOOR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRADOOR_5m.csv,31194,12976,2025-09-19 21:30:00,2026-01-12 06:40:00
TRB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRB_5m.csv,563588,237948,2020-09-03 16:00:00,2026-01-12 13:35:00
TREE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TREE_5m.csv,46153,17764,2025-07-29 23:00:00,2026-01-12 06:45:00
TROY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TROY_5m.csv,124231,18796,2024-10-31 22:00:00,2026-01-12 07:40:00
TRU,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRU_5m.csv,298252,127088,2023-03-07 21:00:00,2026-01-12 09:55:00
TRUMP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRUMP_5m.csv,101470,39544,2025-01-18 22:00:00,2026-01-12 07:15:00
TRUST,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRUST_5m.csv,15649,6672,2025-11-18 22:35:00,2026-01-12 06:35:00
TRUTH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRUTH_5m.csv,27744,11288,2025-10-01 21:00:00,2026-01-12 06:35:00
TRX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRX_5m.csv,630413,294940,2020-01-15 17:05:00,2026-01-12 15:25:00
TST,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TST_5m.csv,95133,36172,2025-02-09 22:00:00,2026-01-12 07:15:00
TURBO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TURBO_5m.csv,168564,67940,2024-05-31 00:30:00,2026-01-12 08:05:00
TURTLE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TURTLE_5m.csv,21659,8412,2025-10-23 00:00:00,2026-01-12 06:35:00
TUT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TUT_5m.csv,83947,36268,2025-03-20 18:00:00,2026-01-12 07:10:00
TWT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TWT_5m.csv,228787,104628,2023-11-03 23:30:00,2026-01-12 08:45:00
UAI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UAI_5m.csv,15649,6928,2025-11-18 22:35:00,2026-01-12 06:35:00
UB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UB_5m.csv,33234,15900,2025-09-12 19:30:00,2026-01-12 06:40:00
UMA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UMA_5m.csv,279805,115172,2023-05-10 21:30:00,2026-01-12 09:30:00
UNFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UNFI_5m.csv,514902,158444,2021-02-19 16:00:00,2026-01-12 12:25:00
UNI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UNI_5m.csv,559265,237488,2020-09-18 16:00:00,2026-01-12 13:20:00
