symbol,side,strategy,signal_i,entry_i,exit_i,entry_ts,exit_ts,entry_price,exit_price,pnl_decimal,exit_reason,equity_after_exit,position_fraction,fee_per_side,return,score,same_bar,plan_id
SENT,short,short_max_v7_devw120,164,165,187,1767275100,1767281700,0.05704,0.057098889485190485,-0.0018313595539499509,stop,99.03263405444324,0.01,0.0004,-0.0018313595539499509,3.30538177636732,False,351
BAS,short,short_max_v7_devw120,168,169,170,1767276300,1767276600,0.006149,0.0063158040061731795,-0.02721057354062004,stop,99.06606969429846,0.01,0.0004,-0.02721057354062004,2.4630756510927307,False,348
LIGHT,short,short_max_v7_devw120,169,170,202,1767276600,1767286200,2.1245,2.133170863032662,-0.004864776611628296,stop,98.81308660793862,0.01,0.0004,-0.004864776611628296,3.464879623815082,False,361
BAS,short,short_max_v7_devw120,171,172,177,1767277200,1767278700,0.006322,0.006510387193535888,-0.02973640392432206,stop,99.03661100766222,0.01,0.0004,-0.02973640392432206,2.691529711742292,False,349
CLO,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,173,174,191,1767277800,1767282900,0.4071,0.399468310303548,-0.019546474321916005,stop,99.9023530988364,0.01,0.0004,,,,6
RIVER,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,173,174,176,1767277800,1767278400,7.843,7.455660605419045,-0.05018663707522062,stop,99.92188430429391,0.01,0.0004,,,,5
LAB,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,175,176,197,1767278400,1767284700,0.11717,0.11887,0.013708833319109015,time,99.91604854590459,0.01,0.0004,,,,7
IOST,short,short_max_v7_devw120,180,181,381,1767279900,1767339900,0.001956,0.001849,0.057069118442401166,fail_fast_or_timeout,101.96465508828051,0.01,0.0004,0.057069118442401166,2.5168060210159178,False,416
FOLKS,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,181,182,203,1767280200,1767286500,3.993,4.08,0.020988129226145704,time,99.93701905529106,0.01,0.0004,,,,8
NAORIS,short,short_max_v7_devw120,181,182,190,1767280200,1767282600,0.04167,0.041719582606649264,-0.001988473219321251,stop,99.00399537763423,0.01,0.0004,-0.001988473219321251,2.8300749865709944,False,353
VTHO,short,short_max_v7_devw120,185,186,386,1767281400,1767341400,0.0007995,0.0007935,0.006761436672967714,fail_fast_or_timeout,101.9713512398252,0.01,0.0004,0.006761436672967714,3.4224189011528865,False,417
RIVER,short,short_max_v7_devw120,187,188,196,1767282000,1767284400,8.317,8.355667915679058,-0.005427746826378676,stop,98.98079515782825,0.01,0.0004,-0.005427746826378676,2.449998447199967,False,356
RVV,short,short_max_v7_devw120,188,189,189,1767282300,1767282300,0.005042,0.005177281701544089,-0.026929870720332347,stop,99.00596469412143,0.01,0.0004,-0.026929870720332347,3.4545803475718158,True,352
B,short,short_max_v7_devw120,191,192,192,1767283200,1767283200,0.1377,0.1397294694046754,-0.015324276183986551,stop,98.98882373194938,0.01,0.0004,-0.015324276183986551,2.9481675648831995,True,354
TLM,short,short_max_v7_devw120,194,195,196,1767284100,1767284400,0.002894,0.003013175069987736,-0.04035132616579793,stop,98.94085185469649,0.01,0.0004,-0.04035132616579793,2.715396362678652,False,357
B,short,short_max_v7_devw120,196,197,210,1767284700,1767288600,0.1462,0.14635305191158446,-0.0018457719165085643,stop,99.00118502110926,0.01,0.0004,-0.0018457719165085643,4.536962430016525,False,363
AERGO,short,short_max_v7_devw120,197,198,199,1767285000,1767285300,0.0653,0.06719039447140555,-0.02893489169512251,stop,98.8919959743071,0.01,0.0004,-0.02893489169512251,2.7147165921247964,False,359
ALICE,short,short_max_v7_devw120,197,198,198,1767285000,1767285000,0.173,0.1764665052303161,-0.02044398414187318,stop,98.92062440263348,0.01,0.0004,-0.02044398414187318,2.6845076092954954,True,358
TLM,short,short_max_v7_devw120,197,198,398,1767285000,1767345000,0.003224,0.002635,0.22272941176470576,fail_fast_or_timeout,102.13558791480715,0.01,0.0004,0.22272941176470576,4.436179784568856,False,420
RIVER,short,short_max_v7_devw120,200,201,201,1767285900,1767285900,8.698,9.394307393939282,-0.07492014156450785,stop,98.81790595092717,0.01,0.0004,-0.07492014156450785,2.6918119786417227,True,360
RIVER,short,short_max_v7_devw120,202,203,211,1767286500,1767288900,9.437,9.478698196958096,-0.005199148078317095,stop,98.99604758241576,0.01,0.0004,-0.005199148078317095,3.3585614385420834,False,364
SKL,short,short_max_v7_devw120,203,204,404,1767286800,1767346800,0.01076,0.01034,0.03981895551257266,fail_fast_or_timeout,102.14706911955675,0.01,0.0004,0.03981895551257266,2.772397486795519,False,422
BEAT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,207,208,208,1767288000,1767288000,1.3322,1.3154276465231454,-0.013389966579233392,stop,99.92363752183927,0.01,0.0004,,,,9
RIVER,short,short_max_v7_devw120,212,213,221,1767289500,1767291900,10.197,10.23435182181202,-0.0044496519234773265,stop,98.96916750147193,0.01,0.0004,-0.0044496519234773265,2.9940424583802425,False,366
STBL,short,short_max_v7_devw120,213,214,215,1767289800,1767290100,0.061,0.06236600440414352,-0.02270302901708363,stop,98.97357248100735,0.01,0.0004,-0.02270302901708363,2.8371283283187205,False,365
NAORIS,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,215,216,237,1767290400,1767296700,0.03953,0.04034,0.019690766506450654,time,100.02339433951903,0.01,0.0004,,,,12
LIGHT,short,short_max_v7_devw120,215,216,224,1767290400,1767292800,2.2882,2.2965236339333397,-0.004424449498516036,stop,98.96478846574063,0.01,0.0004,-0.004424449498516036,3.3848220380194074,False,367
1000000BOB,short,short_max_v7_devw120,216,217,225,1767290700,1767293100,0.01983,0.019853011004366088,-0.001959068735771429,stop,98.96284950542547,0.01,0.0004,-0.001959068735771429,4.075588351273474,False,368
STBL,short,short_max_v7_devw120,216,217,235,1767290700,1767296100,0.06142,0.06149941229502375,-0.0020912691692531508,stop,98.96077970161846,0.01,0.0004,-0.0020912691692531508,2.7528412682447323,False,369
Q,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,221,222,233,1767292200,1767295500,0.015896,0.01742794301039802,0.09557286175125937,target,100.00370284389423,0.01,0.0004,,,,11
ICNT,short,short_max_v7_devw120,222,223,379,1767292500,1767339300,0.5232,0.5236100249717114,-0.001583073188359129,stop,101.90813576744321,0.01,0.0004,-0.001583073188359129,3.1109271825858573,False,415
TRUTH,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,225,226,226,1767293400,1767293400,0.008557,0.008431797358732568,-0.015431604682415867,stop,99.9082177011126,0.01,0.0004,,,,10
RIVER,short,short_max_v7_devw120,225,226,314,1767293400,1767319800,11.164,11.205810169366229,-0.00453111526380554,stop,102.25522243534004,0.01,0.0004,-0.00453111526380554,3.125405466988193,False,394
1000000BOB,short,short_max_v7_devw120,227,228,428,1767294000,1767354000,0.02036,0.01878,0.08333205537806157,fail_fast_or_timeout,102.19056224996669,0.01,0.0004,0.08333205537806157,2.874426367924963,False,426
IP,short,short_max_v7_devw120,238,239,247,1767297300,1767299700,1.918,1.9201830699128155,-0.0019369071767280969,stop,99.0208798622355,0.01,0.0004,-0.0019369071767280969,2.5199785811814537,False,371
A2Z,short,short_max_v7_devw120,241,242,270,1767298200,1767306600,0.001521,0.0015231002521517568,-0.002178932311769776,stop,102.21557053518352,0.01,0.0004,-0.002178932311769776,2.795397078817889,False,381
BROCCOLIF3B,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,244,245,245,1767299100,1767299100,0.005961,0.0058265702370106425,-0.023351545544263972,stop,100.00003733103492,0.01,0.0004,,,,13
LIGHT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,252,253,253,1767301500,1767301500,1.85,1.7231215255881576,-0.06938295914153644,stop,99.930654345992,0.01,0.0004,,,,14
NAORIS,short,short_max_v7_devw120,252,253,259,1767301500,1767303300,0.04306,0.03710839718766043,0.1595842597200249,target,99.43174048212938,0.01,0.0004,0.1595842597200249,2.9910209455091197,False,374
1000CAT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,254,255,255,1767302100,1767302100,0.002722,0.002701067185865083,-0.008490232966538258,stop,99.92217000063303,0.01,0.0004,,,,15
MUBARAK,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,254,255,256,1767302100,1767302400,0.01783,0.017542958747659515,-0.01689878027708822,stop,99.90528437267653,0.01,0.0004,,,,16
XVG,short,short_max_v7_devw120,254,255,263,1767302100,1767304500,0.006014,0.006017796083559872,-0.001430809603243687,stop,99.39985945175061,0.01,0.0004,-0.001430809603243687,3.8620824733598753,False,376
COOKIE,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,255,256,256,1767302400,1767302400,0.04163,0.04105077484820209,-0.01471364765308456,stop,99.89058466114713,0.01,0.0004,,,,17
FOLKS,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,255,256,256,1767302400,1767302400,3.859,3.810341068406192,-0.013409207461468764,stop,99.87719012541544,0.01,0.0004,,,,18
PLAY,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,255,256,256,1767302400,1767302400,0.04871,0.04820487337521081,-0.011170080574608754,stop,99.86603376280277,0.01,0.0004,,,,19
TA,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,255,256,257,1767302400,1767302700,0.02525,0.02484561967496897,-0.016815062377466636,stop,99.84924122693165,0.01,0.0004,,,,20
TANSSI,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,255,256,277,1767302400,1767308700,0.01189,0.01212,0.01854398654331382,time,99.9040134369974,0.01,0.0004,,,,24
BEAT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,256,257,258,1767302700,1767303000,1.0172,0.9826493143794678,-0.034766462466115124,stop,99.81452717795779,0.01,0.0004,,,,21
DMC,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,256,257,278,1767302700,1767309000,0.001288,0.001332,0.03336149068322971,time,99.93734290513235,0.01,0.0004,,,,25
TLM,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,257,258,279,1767303000,1767309300,0.002785,0.002843,0.02002585278276472,time,99.94105975053039,0.01,0.0004,,,,27
IP,short,short_max_v7_devw120,257,258,260,1767303000,1767303600,2.017,2.079133947725073,-0.0306845333140072,stop,99.40127889529242,0.01,0.0004,-0.0306845333140072,2.6367635385302473,False,375
TAKE,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,258,259,280,1767303300,1767309600,0.0834,0.08635,0.03457170263788969,time,99.97561107652051,0.01,0.0004,,,,28
LYN,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,260,261,267,1767303900,1767305700,0.15254,0.16551943444020498,0.08428872715487726,target,99.88549068504605,0.01,0.0004,,,,23
SQD,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,260,261,261,1767303900,1767303900,0.08215,0.08113279846395083,-0.013182246330482905,stop,99.80136938111158,0.01,0.0004,,,,22
IP,short,short_max_v7_devw120,261,262,270,1767304200,1767306600,2.089,2.0926417508310022,-0.0025402648253367347,stop,102.21304547945981,0.01,0.0004,-0.0025402648253367347,3.6499486401061527,False,382
WCT,short,short_max_v7_devw120,263,264,464,1767304800,1767364800,0.08971,0.08262,0.08501457274267735,fail_fast_or_timeout,102.26839470741508,0.01,0.0004,0.08501457274267735,2.5833998447143802,False,430
VIC,short,short_max_v7_devw120,266,267,268,1767305700,1767306000,0.0924,0.09422681674323527,-0.020187439864526955,stop,102.21772817489554,0.01,0.0004,-0.020187439864526955,2.5459509249917995,False,380
M,short,short_max_v7_devw120,269,270,272,1767306600,1767307200,1.6895,1.7178842650245747,-0.017322804010995816,stop,102.1675555725909,0.01,0.0004,-0.017322804010995816,2.6210162631090794,False,384
VIC,short,short_max_v7_devw120,269,270,271,1767306600,1767306900,0.0947,0.09726609225032358,-0.027182187162608427,stop,102.18526173813298,0.01,0.0004,-0.027182187162608427,3.4302821604187885,False,383
A2Z,short,short_max_v7_devw120,271,272,280,1767307200,1767309600,0.00156,0.0015624435261427318,-0.002363913256285354,stop,102.14756420388672,0.01,0.0004,-0.002363913256285354,3.1082994780190205,False,386
M,short,short_max_v7_devw120,273,274,474,1767307800,1767367800,1.7429,1.5582,0.11773420613528432,fail_fast_or_timeout,102.30431488857938,0.01,0.0004,0.11773420613528432,3.6963089685950155,False,434
VIC,short,short_max_v7_devw120,273,274,282,1767307800,1767310200,0.0979,0.09808613017559284,-0.0026976197272706496,stop,102.11928957963501,0.01,0.0004,-0.0026976197272706496,2.5185644491708685,False,388
CC,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,277,278,278,1767309000,1767309000,0.16515,0.1625896114817829,-0.016303412159958206,stop,99.92104970821683,0.01,0.0004,,,,26
FIL,short,short_max_v7_devw120,277,278,278,1767309000,1767309000,1.432,1.4558812935705117,-0.01720332469135819,stop,102.14997935627652,0.01,0.0004,-0.01720332469135819,3.6317726647161046,True,385
TRUTH,short,short_max_v7_devw120,279,280,281,1767309600,1767309900,0.009637,0.009875817280594936,-0.024982027047441433,stop,102.122045671769,0.01,0.0004,-0.024982027047441433,2.672541074603374,False,387
FIL,short,short_max_v7_devw120,280,281,285,1767309900,1767311100,1.463,1.4924297128186643,-0.0205193292025003,stop,102.09833482089529,0.01,0.0004,-0.0205193292025003,3.627652026727915,False,389
TRUTH,short,short_max_v7_devw120,282,283,483,1767310500,1767370500,0.01013,0.009923,0.020060626826564534,fail_fast_or_timeout,102.3248006581799,0.01,0.0004,0.020060626826564534,4.117881396121722,False,435
A2Z,short,short_max_v7_devw120,292,293,337,1767313500,1767326700,0.001991,0.002010463145543307,-0.010480926301211646,stop,101.87731210980046,0.01,0.0004,-0.010480926301211646,2.8036040267477906,False,407
ZRC,short,short_max_v7_devw120,292,293,294,1767313500,1767313800,0.004111,0.004213644635802075,-0.02516005991818446,stop,102.07264681867888,0.01,0.0004,-0.02516005991818446,3.358356119985301,False,390
COS,short,short_max_v7_devw120,301,302,487,1767316200,1767371700,0.001531,0.0015342612260163821,-0.0029256002309656407,stop,102.3195272473463,0.01,0.0004,-0.0029256002309656407,4.527851339035511,False,437
LIGHT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,306,307,325,1767317700,1767323100,0.5766,0.5500445817861375,-0.046855182472879876,stop,99.89477430628544,0.01,0.0004,,,,31
PIEVERSE,short,short_max_v7_devw120,306,307,439,1767317700,1767357300,0.5382,0.5388622047639292,-0.002028894433632277,stop,102.18632860872171,0.01,0.0004,-0.002028894433632277,2.863381381808205,False,428
DAM,short,short_max_v7_devw120,308,309,323,1767318300,1767322500,0.02786,0.02789138165203345,-0.001925137952108779,stop,102.04661502317944,0.01,0.0004,-0.001925137952108779,3.4767664642653195,False,400
CC,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,310,311,322,1767318900,1767322200,0.15276,0.14980607116895156,-0.020137057024407243,stop,99.95547893070753,0.01,0.0004,,,,29
