symbol,trades,wins,losses,win_rate_pct,sum_trade_return_pct,avg_trade_return_pct,gross_profit_return_pct,gross_loss_abs_return_pct,profit_factor,asset_pnl,rank,positive_pool_share_pct,negative_pool_share_pct,net_contribution_pct,cumulative_positive_pool_share_pct
ALICE,64,3,61,4.6875,162.79578052461147,2.5436840706970543,213.67546463012695,50.87968410551548,4.199622469884085,4.153297304912458,42,0.45215170144881756,0.0,0.5245382734156163,46.05835502691663
MTL,51,6,45,11.76470588235294,267.29113598167896,5.2410026663074305,303.96842765808105,36.67729167640209,8.287646490911763,4.149961923987991,43,0.4517885928030209,0.0,0.5241170334169207,46.51014361971965
LINA,70,6,64,8.571428571428571,216.5996209681034,3.0942802995443346,290.7677263021469,74.1681053340435,3.9203876786735603,4.14568202353757,44,0.4513226583589828,0.0,0.5235765058726973,46.96146627807863
SOMI,6,1,5,16.666666666666664,104.94952839612961,17.491588066021603,118.33908081054688,13.389552414417267,8.838165544885928,4.121461838651484,45,0.448685910492969,0.0,0.5205176316748574,47.4101521885716
BAT,51,5,46,9.803921568627452,76.8543358296156,1.5069477613650115,106.10149574279785,29.24715991318226,3.627753807814203,4.106463415334122,46,0.44705309633974827,0.0,0.5186234145039508,47.85720528491135
TANSSI,6,1,5,16.666666666666664,53.08176575601101,8.846960959335169,53.48176574707031,0.3999999910593033,133.70441735620238,4.074667183088856,47,0.4435915766232679,0.0,0.5146077278004424,48.30079686153462
EDEN,2,1,1,50.0,92.40410034358501,46.20205017179251,92.48410034179688,0.07999999821186066,1156.0512801122206,4.066430804293591,48,0.4426949173155774,0.0,0.5135675191191724,48.7434917788502
1000000BOB,9,2,7,22.22222222222222,51.99720719456673,5.777467466062969,57.385993003845215,5.388785809278488,10.6491508541752,4.002334803373872,49,0.4357170600267101,0.0,0.5054725518709793,49.17920883887691
ACE,33,4,29,12.121212121212121,150.3773514032364,4.5568894364617085,174.90911483764648,24.531763434410095,7.129903861387552,3.989379982419086,50,0.43430672411607285,0.0,0.5038364302747731,49.61351556299298
UMA,35,6,29,17.142857142857142,182.31067192554474,5.20887634072985,209.93772506713867,27.627053141593933,7.598990887343926,3.9739135894341726,51,0.4326229641080586,0.0,0.5018831111462152,50.046138527101036
ALPINE,13,1,12,7.6923076923076925,98.98980756103992,7.614600581618456,156.76316833496094,57.77336077392101,2.7134161183457426,3.951242652637769,52,0.43015487625077764,0.0,0.499019898337001,50.47629340335181
TUT,27,1,26,3.7037037037037033,101.17943526804447,3.7473864914090544,144.11827087402344,42.938835605978966,3.356361877077912,3.9437524436524574,53,0.42933944925668543,0.0,0.49807392673895756,50.9056328526085
CUDIS,4,1,3,25.0,118.99357406795025,29.748393516987562,147.82022094726562,28.826646879315376,5.1279020264175905,3.931514169365305,54,0.4280071207149294,0.0,0.4965283009884059,51.33363997332343
1000X,15,3,12,20.0,167.91953767836094,11.194635845224063,178.5917453765869,10.672207698225975,16.73428314239742,3.916773383449518,55,0.4264023544429284,0.0,0.494666621983652,51.76004232776636
SWELL,15,4,11,26.666666666666668,151.09320470690727,10.072880313793819,159.6221408843994,8.528936177492142,18.715363506370487,3.9031577012308167,56,0.4249200733949788,0.0,0.49294703729754596,52.184962401161336
DIA,19,3,16,15.789473684210526,108.56124359369278,5.713749662825935,128.1667823791504,19.60553878545761,6.537274174490832,3.8986442629956914,57,0.42442871469186305,0.0,0.49237701523429983,52.6093911158532
ACT,25,4,21,16.0,180.0175072401762,7.200700289607048,202.72999954223633,22.712492302060127,8.925924854307944,3.867349276092578,58,0.42102176341044983,0.0,0.48842463302046035,53.03041287926365
YB,4,1,3,25.0,52.53892685472965,13.134731713682413,52.778926849365234,0.23999999463558197,219.91220012110918,3.800608333243053,59,0.4137559626140518,0.0,0.47999562436581555,53.444168841877705
BLUR,32,5,27,15.625,152.2349772900343,4.757343040313572,162.79745292663574,10.562475636601448,15.4128121595381,3.798800791723308,60,0.41355918330508556,0.0,0.47976734195829984,53.85772802518279
FOLKS,10,1,9,10.0,41.88253691792488,4.188253691792488,74.95671081542969,33.07417389750481,2.2663214823661733,3.7899844396949676,61,0.4125993847937989,0.0,0.4786538858940541,54.27032740997659
TNSR,27,3,24,11.11111111111111,98.04823663830757,3.6314161717891693,112.18823623657227,14.139999598264694,7.934104626872858,3.7644486251827822,62,0.40981940996129423,0.0,0.4754288550159034,54.68014681993788
ONT,56,5,51,8.928571428571429,143.9364886134863,2.570294439526541,179.48995113372803,35.55346252024174,5.048452060936079,3.642180662111291,63,0.3965086201293052,0.0,0.4599870935586372,55.076655440067185
ANIME,12,2,10,16.666666666666664,126.72341001033783,10.560284167528152,140.94455337524414,14.221143364906311,9.910915723067298,3.6164486209858344,64,0.39370728294526486,0.0,0.45673728035421235,55.47036272301245
TAO,26,2,24,7.6923076923076925,71.65215955674648,2.7558522906440954,85.69794464111328,14.045785084366798,6.101328201048482,3.5910686395974523,65,0.39094427299798196,0.0,0.45353193033001926,55.861306996010434
0G,5,2,3,40.0,51.52923282980919,10.305846565961838,59.926194190979004,8.396961361169815,7.136652369045847,3.4979703492874203,66,0.38080906059316133,0.0,0.44177413577016184,56.24211605660359
BMT,14,2,12,14.285714285714285,59.40978619456291,4.243556156754494,69.5038948059082,10.094108611345291,6.885590147879841,3.4753333904384696,67,0.37834467176959363,0.0,0.4389152141861075,56.62046072837319
DODOX,34,2,32,5.88235294117647,50.38608683645725,1.4819437304840368,88.93431091308594,38.548224076628685,2.30709229914967,3.448642151482187,68,0.37543891082308356,0.0,0.435544259648157,56.995899639196274
AGLD,49,5,44,10.204081632653061,139.28491377830505,2.8425492607817358,210.10442352294922,70.81950974464417,2.9667590792498912,3.4283272233334,69,0.37322731154353767,0.0,0.4329785975841572,57.36912695073981
STBL,6,1,5,16.666666666666664,35.9837653785944,5.997294229765733,60.1530647277832,24.169299349188805,2.48882120489778,3.4221445962695904,70,0.37255423539678106,0.0,0.43219776628624174,57.741681186136596
MELANIA,9,2,7,22.22222222222222,72.30821946263313,8.034246606959236,82.99812889099121,10.689909428358078,7.764156417529101,3.4079585683826097,71,0.3710098632570086,0.0,0.43040615012487005,58.112691049393604
4,2,1,1,50.0,47.46979705989361,23.734898529946804,47.54979705810547,0.07999999821186066,594.3724765115785,3.348620658079756,72,0.3645499989289436,0.0,0.42291210317052963,58.47724104832255
PEOPLE,74,5,69,6.756756756756757,124.69471435248852,1.685063707466061,222.70829963684082,98.0135852843523,2.27221868265231,3.264504068314687,73,0.35539258582072164,0.0,0.4122886472698909,58.83263363414327
OMNI,23,3,20,13.043478260869565,119.05248229205608,5.176194882263308,140.4776096343994,21.42512734234333,6.556675598224704,3.2513622562044318,74,0.35396189298331165,0.0,0.41062890973419547,59.186595527126585
1000SATS,34,3,31,8.823529411764707,91.02822898328304,2.6773008524495014,106.89621925354004,15.867990270256996,6.736594706256318,3.231240855146057,75,0.3517713621698018,0.0,0.40808768906179643,59.538366889296384
1000PEPE,68,4,64,5.88235294117647,81.6536024659872,1.2007882715586353,148.4184741973877,66.76487173140049,2.2230024614513613,3.202541909429902,76,0.3486470307813412,0.0,0.4044631723634625,59.88701392007773
UNI,81,3,78,3.7037037037037033,68.15941402316093,0.8414742471995177,100.92892265319824,32.76950863003731,3.079964481392449,3.185806668237774,77,0.3468251366996854,0.0,0.4023496047867494,60.23383905677741
FIDA,14,3,11,21.428571428571427,121.32868684828281,8.666334774877344,122.20868682861328,0.8799999803304672,138.8735108638527,3.17992950088383,78,0.3461853146441725,0.0,0.4016073513456664,60.58002437142159
LPT,69,7,62,10.144927536231885,167.17797565460205,2.422869212385537,269.9532642364502,102.77528858184814,2.626635915709105,3.167143231047688,79,0.34479332817242214,0.0,0.3999925168151974,60.92481769959401
AUCTION,37,4,33,10.81081081081081,78.78880871832371,2.1294272626573973,119.33602714538574,40.547218427062035,2.9431372058246654,3.0978805607991196,80,0.3372529977070984,0.0,0.3912450280617755,61.262070697301105
DF,8,2,6,25.0,90.42020180821419,11.302525226026773,90.90020179748535,0.47999998927116394,189.37542464429842,3.065771052856774,81,0.3337573730062989,0.0,0.3871897763858645,61.595828070307405
REEF,52,5,47,9.615384615384617,180.87295766174793,3.478326108879768,224.77202796936035,43.89907030761242,5.120200186343883,2.903692256904123,82,0.316112548189138,0.0,0.36672012888778405,61.911940618496544
HOOK,32,4,28,12.5,81.49266882240772,2.5466459007002413,114.57200527191162,33.0793364495039,3.4635521013792854,2.8978627969840285,83,0.3154779198377602,0.0,0.3659839006293795,62.227418538334305
SIGN,5,1,4,20.0,77.40792816877365,15.48158563375473,77.7279281616211,0.3199999928474426,242.89978093429912,2.860604380312301,84,0.31142175548095274,0.0,0.36127837051284495,62.538840293815255
GRIFFAIN,23,2,21,8.695652173913043,98.11646884679794,4.26593342812165,109.49906921386719,11.382600367069244,9.619864150783734,2.850518579721689,85,0.3103237575379389,0.0,0.3600045901789506,62.84916405135319
STG,40,5,35,12.5,94.54186677932739,2.363546669483185,111.59770202636719,17.055835247039795,6.543080441969915,2.838882997067918,86,0.3090570414547853,0.0,0.35853508101856013,63.15822109280798
CGPT,18,3,15,16.666666666666664,83.86555574834347,4.659197541574637,102.42621231079102,18.560656562447548,5.518458464342402,2.8236150406939955,87,0.30739488439129986,0.0,0.356606823326656,63.46561597719928
ADA,101,4,97,3.9603960396039604,77.70789317786694,0.7693850809689795,120.44052124023438,42.73262806236744,2.8184674498477786,2.8205222795924945,88,0.30705818872721524,0.0,0.356216224857736,63.772674165926496
VIC,5,1,4,20.0,94.73834198713303,18.947668397426604,95.05834197998047,0.3199999928474426,297.0573253271876,2.7774578606442017,89,0.3023699497522821,0.0,0.3507774290522765,64.07504411567878
ESPORTS,11,1,10,9.090909090909092,86.27596589922905,7.843269627202641,87.07596588134766,0.7999999821186066,108.84495978455901,2.739592206458343,90,0.29824767804629126,0.0,0.3459952082262088,64.37329179372507
RARE,19,4,15,21.052631578947366,121.35606287419796,6.387161203905156,138.4521942138672,17.096131339669228,8.09845171770574,2.7381737331122666,91,0.29809325492417826,0.0,0.3458160629579524,64.67138504864926
UXLINK,17,2,15,11.76470588235294,125.45035940408707,7.379432906122768,150.4882049560547,25.03784555196762,6.010429477396806,2.7205182733405024,92,0.2961711805842984,0.0,0.34358627690962734,64.96755622923355
SUSHI,77,3,74,3.896103896103896,122.52675567567348,1.5912565672165389,155.32802772521973,32.80127204954624,4.735426952058357,2.6736750885770473,93,0.29107156354820857,0.0,0.33767024406795015,65.25862779278177
SAFE,11,3,8,27.27272727272727,95.39378598332405,8.672162362120368,107.74114799499512,12.347362011671066,8.725843454914113,2.6556440819541183,94,0.28910860502998514,0.0,0.33539302854794634,65.54773639781175
SPELL,51,4,47,7.8431372549019605,142.45300669968128,2.793196209797672,208.87077522277832,66.41776852309704,3.144802661506803,2.6397379555426292,95,0.28737697312588134,0.0,0.3333841735414086,65.83511337093763
MILK,5,2,3,40.0,77.21033264696598,15.442066529393196,77.45033264160156,0.23999999463558197,322.709726553131,2.624535477094839,96,0.285721944363968,0.0,0.3314641853461956,66.1208353153016
FLM,76,4,72,5.263157894736842,131.6502391397953,1.7322399886815172,208.2204475402832,76.5702084004879,2.7193402223906764,2.5932927067072247,97,0.28232067767111024,0.0,0.32751839778688546,66.40315599297271
ILV,27,3,24,11.11111111111111,75.084965005517,2.7809246298339634,100.52627182006836,25.441306814551353,3.951301423029558,2.584917578751927,98,0.28140891333621415,0.0,0.32646066586095024,66.68456490630892
AEVO,26,3,23,11.538461538461538,71.0758747458458,2.7336874902248383,87.84263229370117,16.766757547855377,5.239094800708027,2.5691684593330004,99,0.27969437411139975,0.0,0.324471639961444,66.96425928042032
CTSI,48,6,42,12.5,128.38685968518257,2.6747262434413037,156.24692749977112,27.860067814588547,5.608275203765102,2.5552678426757844,100,0.2781810734706501,0.0,0.32271606964574234,67.24244035389097
DEGEN,24,1,23,4.166666666666666,8.107088655233383,0.3377953606347243,47.263023376464844,39.15593472123146,1.2070462297210207,2.5526218756748653,101,0.2778930183680144,0.0,0.3223818987785291,67.52033337225899
JUP,26,4,22,15.384615384615385,56.43596889078617,2.1706141881071606,77.5543851852417,21.11841629445553,3.6723580075274387,2.547669746203754,102,0.27735390122763787,0.0,0.3217564724601591,67.79768727348663
DUSK,63,3,60,4.761904761904762,99.92835476994514,1.5861643614277008,130.95466995239258,31.026315182447433,4.220761285454799,2.5144959852179536,103,0.2737424158530068,0.0,0.3175668115635957,68.07142968933964
VIRTUAL,28,2,26,7.142857142857142,55.880769446492195,1.9957417659461498,78.41155815124512,22.530788704752922,3.4801958856728357,2.5123832785489215,104,0.2735124145203463,0.0,0.317299988500605,68.34494210385998
CFX,49,2,47,4.081632653061225,32.32536017894745,0.6597012281417847,78.64648818969727,46.32112801074982,1.6978534756633226,2.510266460514443,105,0.2732819656009263,0.0,0.31703264619510063,68.61822406946091
GLM,27,3,24,11.11111111111111,56.77296766638756,2.102702506162502,91.90347671508789,35.13050904870033,2.616058782059917,2.49090367957334,106,0.2711740225126853,0.0,0.3145872350102673,68.88939809197359
W,21,2,19,9.523809523809524,47.26010815799236,2.250481340856779,64.88605499267578,17.62594683468342,3.681280534955228,2.4845307124532647,107,0.2704802248586596,0.0,0.3137823648253795,69.15987831683225
BID,30,2,28,6.666666666666667,70.37998670339584,2.3459995567798613,134.93961334228516,64.55962663888931,2.0901547974721475,2.4753015221055623,108,0.26947548240649444,0.0,0.31261676958511536,69.42935379923874
BAND,65,4,61,6.153846153846154,108.1732153147459,1.6642033125345523,183.8035373687744,75.63032205402851,2.430288968457248,2.407638970379575,109,0.26210934999620733,0.0,0.30407136687212744,69.69146314923495
M,17,1,16,5.88235294117647,36.52806320786476,2.148709600462633,60.506221771240234,23.978158563375473,2.5233890088481674,2.4071966523623445,110,0.2620611967267952,0.0,0.30401550457477056,69.95352434596174
S,19,1,18,5.263157894736842,31.382298454642296,1.651699918665384,60.166263580322266,28.78396512567997,2.0902701666576227,2.3980229777684725,111,0.26106249803714177,0.0,0.30285692066442665,70.21458684399889
XVG,40,2,38,5.0,40.2778313010931,1.0069457825273276,108.81022262573242,68.53239132463932,1.587719624583012,2.3978982848155423,112,0.26104892324904283,0.0,0.30284117264028215,70.47563576724794
FUN,13,2,11,15.384615384615385,85.89449808001518,6.607269083078091,99.79019546508789,13.895697385072708,7.181373679905144,2.3489644595832697,113,0.2557217071330664,0.0,0.29666110357356773,70.731357474381
JTO,34,4,30,11.76470588235294,131.82185767591,3.8771134610561764,137.74522590637207,5.923368230462074,23.25454379114748,2.3403836591578053,114,0.25478755211662263,0.0,0.29557739636234226,70.98614502649762
1000WHY,19,3,16,15.789473684210526,76.46070566773415,4.02424766672285,90.1903018951416,13.729596227407455,6.569042556044064,2.3168882982084495,115,0.2522297127303499,0.0,0.29261006338305495,71.23837473922798
TRUTH,4,1,3,25.0,41.37088951468468,10.34272237867117,61.10496520996094,19.73407569527626,3.0964189128243595,2.3068810334856686,116,0.2511402646511329,0.0,0.2913462016910225,71.4895150038791
CELR,68,3,65,4.411764705882353,86.5221976339817,1.2723852593232603,104.11579704284668,17.593599408864975,5.917822420714281,2.303496915130336,117,0.2507718501698344,0.0,0.29091880642677287,71.74028685404895
ASTR,29,1,28,3.4482758620689653,52.32432201504707,1.804286966036106,73.4276123046875,21.103290289640427,3.4794390494042062,2.302735580524437,118,0.2506889669298068,0.0,0.2908226541144408,71.99097582097875
CVC,3,1,2,33.33333333333333,42.421825259923935,14.140608419974646,42.581825256347656,0.1599999964237213,266.13641380078525,2.2941259908770437,119,0.24975167775398963,0.0,0.28973531098513505,72.24072749873274
KOMA,16,1,15,6.25,91.91701205074787,5.744813253171742,93.11701202392578,1.1999999731779099,77.59751175437769,2.2832704621018545,120,0.24856988279796208,0.0,0.2883643182767594,72.4892973815307
DOLO,18,1,17,5.555555555555555,78.96107569336891,4.386726427409384,108.90746307373047,29.946387380361557,3.6367479552859368,2.2793888894223326,121,0.24814731259349654,0.0,0.2878740973072551,72.7374446941242
PORT3,9,1,8,11.11111111111111,40.0085029900074,4.445389221111934,58.76594543457031,18.757442444562912,3.1329401973777284,2.256282402972524,122,0.24563180830960438,0.0,0.2849558770072664,72.98307650243382
BSW,18,1,17,5.555555555555555,81.05685034394264,4.5031583524412575,120.00985717773438,38.95300683379173,3.0808881504270893,2.2313100979223233,123,0.24291318034040216,0.0,0.28180201422967355,73.22598968277423
PNUT,23,2,21,8.695652173913043,91.26286061108112,3.967950461351353,133.40804290771484,42.14518229663372,3.165439930209309,2.2073168585254495,124,0.24030113905847086,0.0,0.2787718019807218,73.4662908218327
KMNO,19,4,15,21.052631578947366,94.03151494264603,4.949027102244528,110.8042299747467,16.772715032100677,6.606219074412377,2.206964915866476,125,0.2402628245675051,0.0,0.278727353586801,73.70655364640021
RUNE,99,6,93,6.0606060606060606,136.62403117120266,1.3800407189010369,180.923602104187,44.29957093298435,4.084093780002637,2.1905482109262087,126,0.2384756081642523,0.0,0.2766540153612046,73.94502925456446
TURBO,42,3,39,7.142857142857142,152.39352878928185,3.628417352125758,190.30598258972168,37.912453800439835,5.019616603858911,2.1830295905727395,127,0.23765708814610964,0.0,0.2757044555659037,74.18268634271057
RESOLV,9,1,8,11.11111111111111,17.631610572338104,1.9590678413709004,54.39889907836914,36.767288506031036,1.4795461207166785,2.154942304813112,128,0.23459934555920803,0.0,0.2721571881068995,74.41728568826977
BEAMX,22,3,19,13.636363636363635,71.18093833327293,3.2354971969669517,77.82670021057129,6.645761877298355,11.710726572437698,2.1133971365854696,129,0.23007650090783005,0.0,0.266910265189748,74.6473621891776
ME,9,2,7,22.22222222222222,66.33259306848049,7.370288118720055,82.37200927734375,16.03941620886326,5.1355989647444655,2.09038045650908,130,0.22757077345944018,0.0,0.26400338693358527,74.87493296263703
1000XEC,39,6,33,15.384615384615385,116.76382848620415,2.9939443201590805,158.77798080444336,42.01415231823921,3.7791546905854045,2.0860153952878897,131,0.22709556792677704,0.0,0.263452104059227,75.10202853056381
ARPA,51,6,45,11.76470588235294,107.55399142205715,2.108901792589356,162.82053804397583,55.26654662191868,2.9460957486242014,2.085874827035984,132,0.227080264862825,0.0,0.2634343510734091,75.32910879542663
DOT,59,2,57,3.389830508474576,30.75381837785244,0.5212511589466515,58.354387283325195,27.600568905472755,2.114245814395313,2.0797682253741017,133,0.22641546527618706,0.0,0.2626631213595208,75.55552426070282
RAYSOL,10,1,9,10.0,28.64541558921337,2.864541558921337,29.365415573120117,0.7199999839067459,40.785300318733775,2.0760043726040545,134,0.2260057107344241,0.0,0.26218776775768354,75.78152997143725
NEWT,4,1,3,25.0,84.77700218558311,21.19425054639578,92.19068908691406,7.413686901330948,12.435201312637503,2.0575496414811005,135,0.22399662314342636,0.0,0.2598570381977905,76.00552659458067
PUFFER,8,1,7,12.5,38.22606907784939,4.7782586347311735,52.79793167114258,14.57186259329319,3.6232795452959614,2.039332365694761,136,0.22201338629861556,0.0,0.2575562979218655,76.22753998087929
GRASS,17,3,14,17.647058823529413,45.1117849946022,2.6536344114471886,65.8216142654419,20.70982927083969,3.178278942073245,2.0037005072061085,137,0.2181342983695208,0.0,0.2530561930273469,76.4456742792488
ROSE,65,4,61,6.153846153846154,77.44684462249279,1.1914899172691198,105.43256092071533,27.985716298222542,3.7673704613167853,2.000753377685138,138,0.2178134569923045,0.0,0.2526839870143958,76.66348773624111
CLANKER,2,1,1,50.0,24.881681367754936,12.440840683877468,24.961681365966797,0.07999999821186066,312.0210240487983,1.9821472873235968,139,0.21578789156882017,0.0,0.25033414162728274,76.87927562780993
