profile,role,rank,symbol,net_pnl,contribution_pct_of_total_pnl,cumulative_contribution_pct,positive
bear_range25_body08_vol15_cp20,primary,90,STRAX,0.9783230525069134,-1.3054308899290117,-216.37701336406275,True
bear_range25_body08_vol15_cp20,primary,91,IDOL,0.97827698605694,-1.3053694209013418,-217.68238278496406,True
bear_range25_body08_vol15_cp20,primary,92,RAD,0.953440426984005,-1.272228618044581,-218.9546114030086,True
bear_range25_body08_vol15_cp20,primary,93,TOKEN,0.9325691029913419,-1.2443788490097802,-220.1989902520184,True
bear_range25_body08_vol15_cp20,primary,94,BIGTIME,0.9293272156003572,-1.2400530182619323,-221.43904327028037,True
bear_range25_body08_vol15_cp20,primary,95,NEAR,0.9251628729689724,-1.2344963041547383,-222.67353957443507,True
bear_range25_body08_vol15_cp20,primary,96,CAKE,0.9144988668360943,-1.220266727349225,-223.8938063017843,True
bear_range25_body08_vol15_cp20,primary,97,AGIX,0.9011709216463216,-1.2024825084192647,-225.0962888102036,True
bear_range25_body08_vol15_cp20,primary,98,REZ,0.8977851558362901,-1.1979646926904473,-226.294253502894,True
bear_range25_body08_vol15_cp20,primary,99,DEGO,0.8939516425729124,-1.1928494226187236,-227.48710292551272,True
bear_range25_body08_vol15_cp20,primary,100,OP,0.8559274927778632,-1.1421116836085365,-228.62921460912125,True
bear_range25_body08_vol15_cp20,primary,101,PTB,0.8516082624995532,-1.136348294294982,-229.76556290341622,True
bear_range25_body08_vol15_cp20,primary,102,COAI,0.8511964962051105,-1.1357988516146529,-230.90136175503088,True
bear_range25_body08_vol15_cp20,primary,103,IOTA,0.8190884345914105,-1.0929552782787666,-231.99431703330967,True
bear_range25_body08_vol15_cp20,primary,104,OXT,0.81584200669374,-1.0886233888801813,-233.08294042218986,True
bear_range25_body08_vol15_cp20,primary,105,BID,0.8108335086794476,-1.0819402712706643,-234.1648806934605,True
bear_range25_body08_vol15_cp20,primary,106,HEMI,0.8004791842153315,-1.0681239199487074,-235.23300461340924,True
bear_range25_body08_vol15_cp20,primary,107,DMC,0.795928299041009,-1.0620514206164497,-236.2950560340257,True
bear_range25_body08_vol15_cp20,primary,108,ROSE,0.7848918645288057,-1.0473248918997944,-237.3423809259255,True
bear_range25_body08_vol15_cp20,primary,109,MAV,0.7759574082959501,-1.035403149770544,-238.37778407569604,True
bear_range25_body08_vol15_cp20,primary,110,PUMPBTC,0.7605644474565727,-1.014863465546913,-239.39264754124295,True
bear_range25_body08_vol15_cp20,primary,111,DIA,0.7589668695789558,-1.0127317284840234,-240.40537926972695,True
bear_range25_body08_vol15_cp20,primary,112,UB,0.7493105824955288,-0.9998468072829675,-241.40522607700993,True
bear_range25_body08_vol15_cp20,primary,113,WAVES,0.7328675700964468,-0.9779059808307606,-242.38313205784067,True
bear_range25_body08_vol15_cp20,primary,114,TA,0.731556741839917,-0.97615686974411,-243.3592889275848,True
bear_range25_body08_vol15_cp20,primary,115,M,0.7314017075132094,-0.9759499988147531,-244.33523892639957,True
bear_range25_body08_vol15_cp20,primary,116,ATA,0.7306523609346285,-0.9749501039758902,-245.31018903037545,True
bear_range25_body08_vol15_cp20,primary,117,STBL,0.7189280880229809,-0.9593057542065541,-246.269494784582,True
bear_range25_body08_vol15_cp20,primary,118,OG,0.7166731168611714,-0.9562968207024501,-247.22579160528446,True
bear_range25_body08_vol15_cp20,primary,119,AR,0.6914465917707641,-0.922635664488047,-248.1484272697725,True
bear_range25_body08_vol15_cp20,primary,120,DOT,0.6863110795273357,-0.9157830647246037,-249.0642103344971,True
bear_range25_body08_vol15_cp20,primary,121,DAM,0.6793868910601473,-0.906543734740918,-249.970754069238,True
bear_range25_body08_vol15_cp20,primary,122,MORPHO,0.6744122884283918,-0.8999058456265042,-250.8706599148645,True
bear_range25_body08_vol15_cp20,primary,123,API3,0.6571136604663363,-0.8768233237159849,-251.74748323858046,True
bear_range25_body08_vol15_cp20,primary,124,INJ,0.6143059040225413,-0.8197025521599115,-252.56718579074038,True
bear_range25_body08_vol15_cp20,primary,125,AKT,0.6017970939794491,-0.8030113508387698,-253.37019714157915,True
bear_range25_body08_vol15_cp20,primary,126,PENGU,0.6006670318414813,-0.8015034460432504,-254.1717005876224,True
bear_range25_body08_vol15_cp20,primary,127,NIL,0.5998690427553416,-0.800438644799731,-254.97213923242214,True
bear_range25_body08_vol15_cp20,primary,128,HANA,0.5909395830571814,-0.7885235698247681,-255.76066280224688,True
bear_range25_body08_vol15_cp20,primary,129,ICX,0.5900378163446207,-0.7873202923193777,-256.5479830945663,True
bear_range25_body08_vol15_cp20,primary,130,MOVR,0.5805891588875445,-0.7747124228827754,-257.322695517449,True
bear_range25_body08_vol15_cp20,primary,131,DENT,0.579923052470012,-0.773823600022884,-258.0965191174719,True
bear_range25_body08_vol15_cp20,primary,132,IN,0.5774772223865984,-0.7705599928389132,-258.8670791103108,True
bear_range25_body08_vol15_cp20,primary,133,SANTOS,0.575313728206971,-0.7676731221625757,-259.6347522324734,True
bear_range25_body08_vol15_cp20,primary,134,AERGO,0.573988822452154,-0.7659052266865866,-260.40065745915996,True
bear_range25_body08_vol15_cp20,primary,135,SNT,0.5651463656680498,-0.7541062445413198,-261.1547637037013,True
bear_range25_body08_vol15_cp20,primary,136,RIF,0.5564850597787496,-0.7425489821155358,-261.8973126858168,True
bear_range25_body08_vol15_cp20,primary,137,FTM,0.5462675883730652,-0.728915241444938,-262.62622792726177,True
bear_range25_body08_vol15_cp20,primary,138,JELLYJELLY,0.5339833253860775,-0.7125236657561784,-263.33875159301795,True
bear_range25_body08_vol15_cp20,primary,139,ICP,0.5339320621866595,-0.7124552624165398,-264.0512068554345,True
bear_range25_body08_vol15_cp20,primary,140,LIGHT,0.5338968055263931,-0.7124082174928109,-264.7636150729273,True
bear_range25_body08_vol15_cp20,primary,141,CHESS,0.5319389865028123,-0.7097957906224394,-265.47341086354976,True
bear_range25_body08_vol15_cp20,primary,142,CTK,0.5120686037925434,-0.6832816332403479,-266.15669249679013,True
bear_range25_body08_vol15_cp20,primary,143,ILV,0.5115094876718578,-0.6825355734872531,-266.83922807027733,True
bear_range25_body08_vol15_cp20,primary,144,GRASS,0.5091686514796835,-0.6794120654949822,-267.51864013577233,True
bear_range25_body08_vol15_cp20,primary,145,JUP,0.5091676739023648,-0.6794107610591664,-268.1980508968315,True
bear_range25_body08_vol15_cp20,primary,146,IOST,0.5064207508155602,-0.675745388725779,-268.8737962855572,True
bear_range25_body08_vol15_cp20,primary,147,SFP,0.5002228060273468,-0.6674751260963997,-269.54127141165367,True
bear_range25_body08_vol15_cp20,primary,148,ZRO,0.4893658470274998,-0.6529880815431969,-270.19425949319685,True
bear_range25_body08_vol15_cp20,primary,149,UNI,0.4666595338286974,-0.6226897842985758,-270.81694927749544,True
bear_range25_body08_vol15_cp20,primary,150,1INCH,0.4481764729743814,-0.5980268076695023,-271.41497608516494,True
bear_range25_body08_vol15_cp20,primary,151,PIPPIN,0.4446483368616846,-0.5933190193233252,-272.00829510448824,True
bear_range25_body08_vol15_cp20,primary,152,GHST,0.4395630627436145,-0.5865334550861601,-272.5948285595744,True
bear_range25_body08_vol15_cp20,primary,153,ETC,0.43737168530574355,-0.583609378226722,-273.17843793780116,True
bear_range25_body08_vol15_cp20,primary,154,AXS,0.42231884082299065,-0.5635235301842685,-273.7419614679854,True
bear_range25_body08_vol15_cp20,primary,155,MILK,0.41917164681281177,-0.5593240540838542,-274.3012855220693,True
bear_range25_body08_vol15_cp20,primary,156,ONE,0.41734557186471,-0.5568874206645874,-274.8581729427338,True
bear_range25_body08_vol15_cp20,primary,157,WLD,0.4146102222339822,-0.5532374914376741,-275.4114104341715,True
bear_range25_body08_vol15_cp20,primary,158,MAGIC,0.4065482114880391,-0.5424799018707867,-275.9538903360423,True
bear_range25_body08_vol15_cp20,primary,159,KAIA,0.3989462653871689,-0.5323362021611437,-276.4862265382034,True
bear_range25_body08_vol15_cp20,primary,160,STRK,0.3939196439254301,-0.5256289014271793,-277.0118554396306,True
bear_range25_body08_vol15_cp20,primary,161,B2,0.3926960233475507,-0.5239961563990178,-277.53585159602966,True
bear_range25_body08_vol15_cp20,primary,162,BRETT,0.3910479102189715,-0.5217969873386223,-278.05764858336823,True
bear_range25_body08_vol15_cp20,primary,163,PROM,0.39036060569465897,-0.5208798786652383,-278.5785284620335,True
bear_range25_body08_vol15_cp20,primary,164,PLAY,0.38382420706660786,-0.5121579982433445,-279.0906864602768,True
bear_range25_body08_vol15_cp20,primary,165,SHELL,0.3731249739436309,-0.4978814161046577,-279.5885678763815,True
bear_range25_body08_vol15_cp20,primary,166,MYX,0.369939311890452,-0.49363060995382835,-280.0821984863353,True
bear_range25_body08_vol15_cp20,primary,167,CVC,0.3680079097212051,-0.49105343256221934,-280.57325191889754,True
bear_range25_body08_vol15_cp20,primary,168,AIO,0.36051268659479935,-0.48105213925624235,-281.0543040581538,True
bear_range25_body08_vol15_cp20,primary,169,SAHARA,0.3548490768642759,-0.47349486962860515,-281.5277989277824,True
bear_range25_body08_vol15_cp20,primary,170,1000CHEEMS,0.34768287865966685,-0.4639326125851074,-281.9917315403674,True
bear_range25_body08_vol15_cp20,primary,171,RENDER,0.34662262518139575,-0.46251785736887985,-282.45424939773636,True
bear_range25_body08_vol15_cp20,primary,172,SKATE,0.3465501639533655,-0.46242116832005237,-282.9166705660564,True
bear_range25_body08_vol15_cp20,primary,173,C,0.34565110917720937,-0.4612215095023183,-283.3778920755587,True
bear_range25_body08_vol15_cp20,primary,174,YFI,0.34534627512126714,-0.4608147524583034,-283.838706828017,True
bear_range25_body08_vol15_cp20,primary,175,CUDIS,0.3404770276518289,-0.4543174445996926,-284.29302427261666,True
bear_range25_body08_vol15_cp20,primary,176,BTC,0.337910016986008,-0.4508921394212518,-284.7439164120379,True
bear_range25_body08_vol15_cp20,primary,177,LQTY,0.3364110603423093,-0.44889199815877784,-285.1928084101967,True
bear_range25_body08_vol15_cp20,primary,178,HOT,0.33493254230834935,-0.44691912927063027,-285.6397275394673,True
bear_range25_body08_vol15_cp20,primary,179,BROCCOLIF3B,0.3343891988846849,-0.4461941159048776,-286.08592165537215,True
bear_range25_body08_vol15_cp20,primary,180,STX,0.3335889888511328,-0.44512635112763643,-286.5310480064998,True
bear_range25_body08_vol15_cp20,primary,181,GLMR,0.32818579574953516,-0.4379165698994393,-286.96896457639923,True
bear_range25_body08_vol15_cp20,primary,182,BEAT,0.3265323533868738,-0.4357102897454509,-287.4046748661447,True
bear_range25_body08_vol15_cp20,primary,183,CGPT,0.31027111048456624,-0.41401200844775937,-287.81868687459246,True
bear_range25_body08_vol15_cp20,primary,184,ATH,0.3094580271955504,-0.41292706616939184,-288.2316139407618,True
bear_range25_body08_vol15_cp20,primary,185,FIDA,0.30778410889761043,-0.4106934638355321,-288.6423074045974,True
bear_range25_body08_vol15_cp20,primary,186,BANK,0.298478257492119,-0.3982761484603207,-289.0405835530577,True
bear_range25_body08_vol15_cp20,primary,187,ASTER,0.29430540155937057,-0.3927080745813759,-289.43329162763905,True
bear_range25_body08_vol15_cp20,primary,188,SYRUP,0.28397919474093936,-0.3789292421987254,-289.8122208698378,True
bear_range25_body08_vol15_cp20,primary,189,LA,0.2825687185202103,-0.3770471652883104,-290.18926803512613,True
bear_range25_body08_vol15_cp20,primary,190,ORBS,0.2804147083645452,-0.3741729496729054,-290.563440984799,True
bear_range25_body08_vol15_cp20,primary,191,ALCH,0.2697988654373805,-0.36000763971292443,-290.92344862451193,True
bear_range25_body08_vol15_cp20,primary,192,SOON,0.2658220778970302,-0.35470119080061957,-291.2781498153126,True
bear_range25_body08_vol15_cp20,primary,193,TWT,0.2652158510778386,-0.35389226862092826,-291.6320420839335,True
bear_range25_body08_vol15_cp20,primary,194,APT,0.2557735883267513,-0.3412929319963746,-291.9733350159299,True
bear_range25_body08_vol15_cp20,primary,195,PUFFER,0.2529047483511542,-0.33746487917393414,-292.3107998951038,True
bear_range25_body08_vol15_cp20,primary,196,FIS,0.2522049655411538,-0.33653112002957486,-292.6473310151334,True
bear_range25_body08_vol15_cp20,primary,197,QNT,0.25200660856348556,-0.3362664412762555,-292.98359745640965,True
bear_range25_body08_vol15_cp20,primary,198,TLM,0.23882356818653855,-0.3186755769016001,-293.3022730333112,True
bear_range25_body08_vol15_cp20,primary,199,FF,0.2332103716089668,-0.31118557634929866,-293.61345860966054,True
bear_range25_body08_vol15_cp20,primary,200,REN,0.23106479286549042,-0.30832261123636184,-293.9217812208969,True
bear_range25_body08_vol15_cp20,primary,201,TANSSI,0.22082382662240965,-0.2946575200968035,-294.2164387409937,True
bear_range25_body08_vol15_cp20,primary,202,WLFI,0.21525702130743546,-0.2872294219877313,-294.50366816298146,True
bear_range25_body08_vol15_cp20,primary,203,AKE,0.2138902981749062,-0.2854057272576395,-294.789073890239,True
bear_range25_body08_vol15_cp20,primary,204,SONIC,0.2102865319278856,-0.2805970214146266,-295.0696709116537,True
bear_range25_body08_vol15_cp20,primary,205,LTC,0.20980807546547472,-0.2799585903320544,-295.34962950198576,True
bear_range25_body08_vol15_cp20,primary,206,TRADOOR,0.20892084404560765,-0.27877470807655386,-295.6284042100623,True
bear_range25_body08_vol15_cp20,primary,207,AGT,0.20183687909256035,-0.26932217943666764,-295.897726389499,True
bear_range25_body08_vol15_cp20,primary,208,BB,0.20065442435600103,-0.26774436428134457,-296.1654707537803,True
bear_range25_body08_vol15_cp20,primary,209,AXL,0.19258743301762546,-0.25698012883281834,-296.42245088261313,True
bear_range25_body08_vol15_cp20,primary,210,SYS,0.1901370375674588,-0.253710429825939,-296.6761613124391,True
bear_range25_body08_vol15_cp20,primary,211,OM,0.1892998979646448,-0.2525933878694033,-296.92875470030845,True
bear_range25_body08_vol15_cp20,primary,212,FXS,0.18899971329235019,-0.2521928347567147,-297.18094753506523,True
bear_range25_body08_vol15_cp20,primary,213,IDEX,0.1864239443942343,-0.24875584298155143,-297.4297033780467,True
bear_range25_body08_vol15_cp20,primary,214,T,0.18312062132397866,-0.2443480351881269,-297.67405141323485,True
bear_range25_body08_vol15_cp20,primary,215,ALPACA,0.18153552620830138,-0.24223295456912444,-297.916284367804,True
bear_range25_body08_vol15_cp20,primary,216,LISTA,0.18072030237205727,-0.2411451560394747,-298.15742952384346,True
bear_range25_body08_vol15_cp20,primary,217,HAEDAL,0.17788912887727654,-0.23736736369842285,-298.39479688754193,True
bear_range25_body08_vol15_cp20,primary,218,SAFE,0.1772072844088923,-0.23645754068150104,-298.63125442822343,True
bear_range25_body08_vol15_cp20,primary,219,RIVER,0.1725709413417952,-0.23027101012741907,-298.86152543835084,True
bear_range25_body08_vol15_cp20,primary,220,DOOD,0.17136468658643117,-0.22866143728259963,-299.09018687563344,True
bear_range25_body08_vol15_cp20,primary,221,ENJ,0.16630812086367866,-0.22191418025484938,-299.3121010558883,True
bear_range25_body08_vol15_cp20,primary,222,SPELL,0.16579649047544032,-0.22123148335700848,-299.53333253924524,True
bear_range25_body08_vol15_cp20,primary,223,NFP,0.15559092455131618,-0.20761362883296372,-299.7409461680782,True
bear_range25_body08_vol15_cp20,primary,224,ENA,0.1401880912481672,-0.18706077123154694,-299.9280069393098,True
bear_range25_body08_vol15_cp20,primary,225,APE,0.1349713514080748,-0.18009978496578394,-300.1081067242756,True
bear_range25_body08_vol15_cp20,primary,226,A2Z,0.1205902675933739,-0.16091030456433336,-300.2690170288399,True
bear_range25_body08_vol15_cp20,primary,227,DRIFT,0.1163685381631862,-0.1552770160580805,-300.42429404489803,True
bear_range25_body08_vol15_cp20,primary,228,BLUAI,0.11110423498088375,-0.14825256337803833,-300.572546608276,True
bear_range25_body08_vol15_cp20,primary,229,1MBABYDOGE,0.10614220839031599,-0.14163145517520315,-300.7141780634512,True
bear_range25_body08_vol15_cp20,primary,230,NOM,0.09689397031141803,-0.1292910164676875,-300.84346907991886,True
bear_range25_body08_vol15_cp20,primary,231,RECALL,0.0932971091503351,-0.12449152446509014,-300.96796060438396,True
bear_range25_body08_vol15_cp20,primary,232,CC,0.08012021922238922,-0.10690886697679237,-301.0748694713607,True
bear_range25_body08_vol15_cp20,primary,233,BLZ,0.07383992895959596,-0.09852872619838342,-301.17339819755915,True
bear_range25_body08_vol15_cp20,primary,234,GIGGLE,0.06328825342804732,-0.08444903836511079,-301.25784723592426,True
bear_range25_body08_vol15_cp20,primary,235,COOKIE,0.061537104127761776,-0.08211238240712991,-301.33995961833136,True
bear_range25_body08_vol15_cp20,primary,236,EDEN,0.06151123004944988,-0.08207785718461755,-301.422037475516,True
bear_range25_body08_vol15_cp20,primary,237,ON,0.05808738962698141,-0.07750923638167846,-301.4995467118977,True
bear_range25_body08_vol15_cp20,primary,238,LAB,0.05458393204791495,-0.07283437797621638,-301.57238108987394,True
bear_range25_body08_vol15_cp20,primary,239,EUL,0.050375684985031664,-0.06721907974291419,-301.6396001696168,True
bear_range25_body08_vol15_cp20,primary,240,SKY,0.050030346186587735,-0.06675827496700251,-301.7063584445838,True
bear_range25_body08_vol15_cp20,primary,241,UAI,0.04251862599686533,-0.05673496871142622,-301.7630934132952,True
bear_range25_body08_vol15_cp20,primary,242,SLP,0.03626747319542634,-0.04839370766912131,-301.8114871209644,True
bear_range25_body08_vol15_cp20,primary,243,MMT,0.03477808143493381,-0.046406329362568555,-301.85789345032697,True
bear_range25_body08_vol15_cp20,primary,244,BOB,0.03268760407380841,-0.04361688909034203,-301.90151033941726,True
bear_range25_body08_vol15_cp20,primary,245,BNB,0.031571947878899415,-0.0421282069462968,-301.94363854636356,True
bear_range25_body08_vol15_cp20,primary,246,SUN,0.02483741113130749,-0.033141939805661845,-301.9767804861692,True
bear_range25_body08_vol15_cp20,primary,247,ARIA,0.022380437641767125,-0.029863463354796446,-302.006643949524,True
