spec,role,factor,residual_mode,profile,side,direction,horizon,scenario,top_k,max_concurrent_cap,period,selected_before_cap,selected_after_cap,initial_capital,final_equity,final_return_pct,peak_equity,min_equity,max_drawdown_pct,entries,exits,wins,losses,flats,win_rate_pct,avg_trade_net_return_pct,profit_factor_contribution,max_concurrent_positions,max_gross_exposure_pct,bankrupt,position_fraction,leverage,fee_per_side,slippage_bps
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K1_nocap_BASE,1,0,BASE,174961,174961,100.0,1107.9277639165202,1007.9277639165202,1117.6930071442212,74.2243176099173,-27.309560356687157,174961,174961,92867,82094,0,53.0786861071896,0.1461803053808254,1.1409034677968661,62,63.61568719163915,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K1_nocap_EX_2025Q4,1,0,EX_2025Q4,160280,160280,100.0,569.5325497386356,469.53254973863557,574.7931082411478,74.2243176099173,-25.77568239008269,160280,160280,84484,75796,0,52.71025705016221,0.11641749171024932,1.0891807218114806,61,60.95336521709699,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K1_nocap_PRE_2025Q4,1,0,PRE_2025Q4,158264,158264,100.0,570.0085355562945,470.0085355562945,574.7931082411478,74.2243176099173,-25.77568239008269,158264,158264,83445,74819,0,52.72519334782388,0.11790635849423392,1.091667344731324,61,60.95336521709699,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K1_nocap_ONLY_2025Q4,1,0,ONLY_2025Q4,14681,14681,100.0,194.53607066872377,94.53607066872377,195.94191225083907,95.00438733451769,-27.309560356687324,14681,14681,8383,6298,0,57.101014917239965,0.47111619361189316,1.306471556886255,62,63.61568719163958,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K1_nocap_2026_ENTRY_ONLY,1,0,2026_ENTRY_ONLY,2016,2016,100.0,99.9164949666599,-0.08350503334010329,100.75035685292593,94.1967856986166,-6.504762225186123,2016,2016,1039,977,0,51.537698412698404,-0.0004644590340662825,0.9965414991288893,60,59.85386033458455,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K1_cap20_BASE,1,20,BASE,174961,126233,100.0,492.0063421802741,392.0063421802741,498.3876202648063,73.41379662307885,-26.586203376921148,126233,126233,66920,59313,0,53.01307898885395,0.13183839463717884,1.1176196081849314,21,33.54266111193602,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K1_cap20_EX_2025Q4,1,20,EX_2025Q4,160280,119193,100.0,347.3277267707757,247.3277267707757,351.59822366539834,73.41379662307885,-26.586203376921148,119193,119193,62872,56321,0,52.74806406416484,0.10996956875220361,1.0856736704839134,21,33.54266111193602,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K1_cap20_PRE_2025Q4,1,20,PRE_2025Q4,158264,118298,100.0,349.36182448791925,249.36182448791925,351.59822366539834,73.41379662307885,-26.586203376921148,118298,118298,62403,55895,0,52.75068048487718,0.11128119341084586,1.087542916512436,21,33.54266111193602,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K1_cap20_ONLY_2025Q4,1,20,ONLY_2025Q4,14681,7040,100.0,139.190746901606,39.190746901606,141.37520967779065,95.89602111704411,-12.74245841351217,7040,7040,4051,2989,0,57.54261363636364,0.47721678664642664,1.317374890610831,21,32.15423290397142,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K1_cap20_2026_ENTRY_ONLY,1,20,2026_ENTRY_ONLY,2016,895,100.0,99.41776760522605,-0.5822323947739516,100.45561201909614,96.71860697578212,-3.72005602096539,895,895,469,426,0,52.402234636871505,-0.06339643556963154,0.9470366185685336,21,21.534215681087588,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K1_cap50_BASE,1,50,BASE,174961,174331,100.0,1100.4444104756412,1000.4444104756412,1117.2814069965457,74.2243176099173,-27.156441438686173,174331,174331,92532,81799,0,53.078339480643145,0.14625506122351214,1.1406199046368017,51,62.71605606764764,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K1_cap50_EX_2025Q4,1,50,EX_2025Q4,160280,159940,100.0,568.6195842046692,468.61958420466914,577.9736383421518,74.2243176099173,-25.77568239008269,159940,159940,84305,75635,0,52.710391396773794,0.11652662601855437,1.0891430013399588,51,53.34798852068155,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K1_cap50_PRE_2025Q4,1,50,PRE_2025Q4,158264,157978,100.0,573.1625909532241,473.1625909532242,577.9736383421518,74.2243176099173,-25.77568239008269,157978,157978,83299,74679,0,52.728227981111296,0.11843236070987168,1.0923761794869313,51,53.34798852068155,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K1_cap50_ONLY_2025Q4,1,50,ONLY_2025Q4,14681,14396,100.0,193.52487091324565,93.52487091324564,194.93715211143544,95.28186341065401,-27.15644143868622,14396,14396,8227,6169,0,57.147818838566266,0.4764573196038624,1.3093979504372195,51,62.71605606764813,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K1_cap50_2026_ENTRY_ONLY,1,50,2026_ENTRY_ONLY,2016,1962,100.0,99.20737905434478,-0.7926209456552202,100.58662030442697,93.71028052037008,-6.836237029582604,1962,1962,1006,956,0,51.274209989806316,-0.03692095556397153,0.9663017257815583,51,51.88144974086705,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_nocap_BASE,3,0,BASE,245015,245015,100.0,1300.7968135316344,1200.7968135316344,1351.6288419642408,68.42795654427017,-44.43780720743826,245015,245015,128589,116426,0,52.48209293308573,0.12025149668841861,1.1197984761030508,137,136.93157930086298,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_nocap_EX_2025Q4,3,0,EX_2025Q4,220571,220571,100.0,473.0351256158717,373.0351256158717,495.0481966311526,68.42795654427017,-31.572043455729826,220571,220571,114918,105653,0,52.10023076469709,0.08260615025246575,1.0559484824311909,125,123.86889400868142,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_nocap_PRE_2025Q4,3,0,PRE_2025Q4,217099,217099,100.0,482.58842395883175,382.58842395883175,495.0481966311526,68.42795654427017,-31.572043455729826,217099,217099,113165,103934,0,52.12598860427731,0.0847313110214323,1.0590415123328623,125,123.86889400868142,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_nocap_ONLY_2025Q4,3,0,ONLY_2025Q4,24444,24444,100.0,275.0007339189291,175.0007339189291,280.0959704202896,91.31040184200356,-44.43780720743816,24444,24444,13671,10773,0,55.927835051546396,0.45994515192998325,1.2788992472482028,137,136.93157930086363,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_nocap_2026_ENTRY_ONLY,3,0,2026_ENTRY_ONLY,3472,3472,100.0,98.02040457900027,-1.9795954209997246,100.39315546672087,87.35107423323603,-12.991006381713078,3472,3472,1753,1719,0,50.48963133640553,-0.05027699426997656,0.9490450186239151,123,122.47255071246745,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_cap20_BASE,3,20,BASE,245015,131322,100.0,444.0348684977708,344.0348684977708,451.02147229061137,69.92608201146349,-30.073917988536504,131322,131322,68838,62484,0,52.41924430026956,0.11946467688368517,1.1115299784814798,23,33.34400199013437,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_cap20_EX_2025Q4,3,20,EX_2025Q4,220571,124217,100.0,323.5540101732154,223.55401017321537,332.7256061078943,69.92608201146349,-30.073917988536504,124217,124217,64855,59362,0,52.21105001730842,0.1003807041488506,1.0834073809192895,23,33.34400199013437,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_cap20_PRE_2025Q4,3,20,PRE_2025Q4,217099,123319,100.0,327.85224033753104,227.85224033753107,332.7256061078943,69.92608201146349,-30.073917988536504,123319,123319,64394,58925,0,52.217419862308326,0.1021689250836188,1.0861405574414522,23,33.34400199013437,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_cap20_ONLY_2025Q4,3,20,ONLY_2025Q4,24444,7111,100.0,136.4399915204169,36.4399915204169,137.93367009865247,97.68422824376862,-9.13313591748759,7111,7111,4000,3111,0,56.25087891998313,0.4445927284174519,1.303743037154186,23,30.491015249625224,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_cap20_2026_ENTRY_ONLY,3,20,2026_ENTRY_ONLY,3472,898,100.0,98.68897337413686,-1.311026625863132,100.28672189111033,96.85953369187736,-3.417389794587322,898,898,461,437,0,51.33630289532294,-0.14518902575612974,0.8777001537334438,23,22.927008903673602,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_cap50_BASE,3,50,BASE,245015,217090,100.0,1142.043434932174,1042.043434932174,1162.9016327962142,68.42795654427017,-32.134637338096496,217090,217090,114084,103006,0,52.55147634621585,0.12324509178355907,1.125152308595979,53,67.81571672664462,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_cap50_EX_2025Q4,3,50,EX_2025Q4,220571,200644,100.0,572.4032012617031,472.40320126170315,590.1913727312992,68.42795654427017,-31.572043455729826,200644,200644,104878,95766,0,52.27068838340544,0.09704524745923401,1.0763257137550195,53,63.88833231718931,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_cap50_PRE_2025Q4,3,50,PRE_2025Q4,217099,198485,100.0,584.3789313767754,484.3789313767754,590.1913727312992,68.42795654427017,-31.572043455729826,198485,198485,103782,94703,0,52.2870745900194,0.0991053373184411,1.0801301440462343,53,63.88833231718931,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_cap50_ONLY_2025Q4,3,50,ONLY_2025Q4,24444,16458,100.0,195.58162494600637,95.58162494600637,197.41482078252508,94.25066326307986,-32.13463733809665,16458,16458,9211,7247,0,55.966703123101226,0.4304973150850843,1.2798069597365243,53,67.81571672664622,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_cap50_2026_ENTRY_ONLY,3,50,2026_ENTRY_ONLY,3472,2159,100.0,97.95069098626527,-2.0493090137347236,100.39315546672087,92.39197280987605,-7.969848760752529,2159,2159,1096,1063,0,50.764242704956,-0.092346570838483,0.9170674478166443,53,53.30484141905226,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_nocap_BASE,5,0,BASE,258558,258558,100.0,1163.6354392599837,1063.6354392599837,1229.3040410680833,66.30035607112343,-52.95665722118245,258558,258558,135296,123262,0,52.327137431446715,0.11372244051844303,1.1070079026902493,185,186.40587886600898,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_nocap_EX_2025Q4,5,0,EX_2025Q4,231815,231815,100.0,424.5564420866986,324.55644208669867,459.90459979017083,66.30035607112343,-34.56554689085563,231815,231815,120432,111383,0,51.951771887065114,0.07607306682244691,1.0489805079919134,165,164.7397525738239,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_nocap_PRE_2025Q4,5,0,PRE_2025Q4,227983,227983,100.0,436.5999248230677,336.5999248230676,459.90459979017083,66.30035607112343,-34.56554689085563,227983,227983,118508,109475,0,51.98106876389906,0.0784314862892384,1.0522523877445529,165,164.7397525738239,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_nocap_ONLY_2025Q4,5,0,ONLY_2025Q4,26743,26743,100.0,274.09482939926096,174.094829399261,281.5811038499741,90.17493094086915,-52.95665722118239,26743,26743,14864,11879,0,55.58089967468123,0.44007661033251233,1.2539856864048802,185,186.40587886600863,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_nocap_2026_ENTRY_ONLY,5,0,2026_ENTRY_ONLY,3832,3832,100.0,97.24152890286344,-2.758471097136561,100.421995756945,85.7459493363083,-14.614374380845474,3832,3832,1924,1908,0,50.20876826722338,-0.06423996691909066,0.9346979415635955,146,146.4098856968247,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_cap20_BASE,5,20,BASE,258558,131367,100.0,415.72793325017403,315.7279332501741,422.7783310155531,69.45443649380597,-30.54556350619403,131367,131367,68766,62601,0,52.34647970951609,0.11441942228965517,1.105217065248313,25,32.34901926511999,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_cap20_EX_2025Q4,5,20,EX_2025Q4,231815,124267,100.0,305.2392183807759,205.23921838077595,316.74780257432434,69.45443649380597,-30.54556350619403,124267,124267,64806,59461,0,52.150611183982875,0.0956728140724649,1.0780929921772429,25,32.34901926511999,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_cap20_PRE_2025Q4,5,20,PRE_2025Q4,227983,123370,100.0,310.5000329073464,210.5000329073464,316.74780257432434,69.45443649380597,-30.54556350619403,123370,123370,64352,59018,0,52.161789738185945,0.0977404980976821,1.081115697913831,25,32.34901926511999,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_cap20_ONLY_2025Q4,5,20,ONLY_2025Q4,26743,7107,100.0,135.842221111011,35.84222111101101,136.9890596928991,96.93709035756088,-10.340883640664721,7107,7107,3974,3133,0,55.916701843253136,0.438471550539378,1.305735598289852,24,31.031877664929347,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_cap20_2026_ENTRY_ONLY,5,20,2026_ENTRY_ONLY,3832,897,100.0,98.30569598421177,-1.6943040157882283,100.36476294072396,96.55372558493801,-3.797186626183513,897,897,454,443,0,50.61315496098104,-0.1887086554827487,0.8409650306562557,23,23.024319730571374,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_cap50_BASE,5,50,BASE,258558,220487,100.0,1068.757183217968,968.757183217968,1092.8700352374653,66.30035607112343,-34.2815357100109,220487,220487,115650,104837,0,52.452072004245146,0.11829928415999993,1.1157603237441223,55,69.80918011535276,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_cap50_EX_2025Q4,5,50,EX_2025Q4,231815,204036,100.0,571.6721531154784,471.6721531154784,593.6434453725601,66.30035607112343,-33.69964392887657,204036,204036,106465,97571,0,52.17951734007724,0.09577110582522623,1.0742423089975075,55,65.68635427214181,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_cap50_PRE_2025Q4,5,50,PRE_2025Q4,227983,201878,100.0,587.7970045926144,487.7970045926144,593.6434453725601,66.30035607112343,-33.69964392887657,201878,201878,105369,96509,0,52.194394634383144,0.09813487061166405,1.078566064407264,55,65.68635427214181,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_cap50_ONLY_2025Q4,5,50,ONLY_2025Q4,26743,16463,100.0,182.93430573864535,82.93430573864535,184.28483579909917,94.4729856902891,-34.28153571001078,16463,16463,9191,7272,0,55.828220858895705,0.3842655095518036,1.2575725223843948,55,69.80918011535351,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_cap50_2026_ENTRY_ONLY,5,50,2026_ENTRY_ONLY,3832,2158,100.0,97.2567312607665,-2.7432687392334953,100.421995756945,91.93794171619513,-8.448402142180223,2158,2158,1096,1062,0,50.78776645041705,-0.12535591343172495,0.8883286459598332,54,53.86474297728546,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_nocap_BASE,10,0,BASE,266349,266349,100.0,981.6577238874561,881.6577238874562,1080.9507094808575,61.940800604231036,-61.30022962000247,266349,266349,139059,127290,0,52.209319351677685,0.10994789825797775,1.1010940488380405,226,230.0959884677703,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_nocap_EX_2025Q4,10,0,EX_2025Q4,238298,238298,100.0,342.0048657180345,242.00486571803452,372.83212693512587,61.940800604231036,-40.90010637326454,238298,238298,123494,114804,0,51.823347237492555,0.06722727974066382,1.0415298384740788,208,210.94299527852826,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_nocap_PRE_2025Q4,10,0,PRE_2025Q4,234307,234307,100.0,354.7801875112064,254.78018751120638,372.83212693512587,61.940800604231036,-40.90010637326454,234307,234307,121500,112807,0,51.85504487702032,0.06977899016048085,1.0449176585490971,208,210.94299527852826,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_nocap_ONLY_2025Q4,10,0,ONLY_2025Q4,28051,28051,100.0,287.04486132373074,187.04486132373071,304.7010612882509,88.37314253914444,-61.300229620002455,28051,28051,15565,12486,0,55.48821788884531,0.4728667942488165,1.2548381840091796,226,230.09598846777072,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_nocap_2026_ENTRY_ONLY,10,0,2026_ENTRY_ONLY,3991,3991,100.0,96.3990881557415,-3.600911844258503,100.41999946230864,84.65871387611564,-15.695365137010175,3991,3991,1994,1997,0,49.962415434728136,-0.08258069152870336,0.9176273733946281,158,158.70179204552548,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_cap20_BASE,10,20,BASE,266349,131278,100.0,420.1373752800101,320.1373752800101,427.1505327975201,69.55690203478295,-30.44309796521705,131278,131278,68766,62512,0,52.381968037294904,0.11528647728209684,1.107246764080405,25,32.071576863944024,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_cap20_EX_2025Q4,10,20,EX_2025Q4,238298,124181,100.0,307.13202956816986,207.13202956816988,317.95542172158764,69.55690203478295,-30.44309796521705,124181,124181,64819,59362,0,52.19719602837793,0.09621132210805326,1.0794536344036,25,32.071576863944024,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_cap20_PRE_2025Q4,10,20,PRE_2025Q4,234307,123284,100.0,311.6328468046197,211.6328468046197,317.95542172158764,69.55690203478295,-30.44309796521705,123284,123284,64359,58925,0,52.20385451477888,0.09807800123375844,1.0822142698096462,25,32.071576863944024,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_cap20_ONLY_2025Q4,10,20,ONLY_2025Q4,28051,7103,100.0,135.14401891638926,35.14401891638925,136.49312498105948,96.46309940310908,-11.09863403513428,7103,7103,3957,3146,0,55.70885541320568,0.43168487870901723,1.2980752740417167,24,31.1609597004331,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_cap20_2026_ENTRY_ONLY,10,20,2026_ENTRY_ONLY,3991,897,100.0,98.55573079583861,-1.4442692041613858,100.39912818030486,96.74735837264491,-3.6372525079120255,897,897,460,437,0,51.28205128205128,-0.16034572285673965,0.8627497446090593,23,23.037910503192805,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_cap50_BASE,10,50,BASE,266349,221909,100.0,1056.8265297924763,956.8265297924762,1073.604804810913,63.8589196866766,-36.14108031332341,221909,221909,116348,105561,0,52.43050079086472,0.11722672950693669,1.1162079973982542,57,68.60816155562453,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_cap50_EX_2025Q4,10,50,EX_2025Q4,238298,205462,100.0,568.8993032007918,468.8993032007918,588.5085828387141,63.8589196866766,-36.14108031332341,205462,205462,107172,98290,0,52.16147024753969,0.09514249133245481,1.0749725222210436,57,65.46828589069186,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_cap50_PRE_2025Q4,10,50,PRE_2025Q4,234307,203306,100.0,582.7127122620636,482.71271226206363,588.5085828387141,63.8589196866766,-36.14108031332341,203306,203306,106071,97235,0,52.17307900406284,0.09729179523172667,1.0789768037297562,57,65.46828589069186,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_cap50_ONLY_2025Q4,10,50,ONLY_2025Q4,28051,16459,100.0,181.7302926739098,81.73029267390979,182.78610729368017,94.32647707211869,-32.41593260589995,16459,16459,9179,7280,0,55.768880247888696,0.3795569206858914,1.2559545646535564,55,68.60816155562537,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,primary,market_mom,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_cap50_2026_ENTRY_ONLY,10,50,2026_ENTRY_ONLY,3991,2156,100.0,97.62946495406749,-2.370535045932509,100.41999946230864,92.19491584497125,-8.190682793644676,2156,2156,1101,1055,0,51.06679035250464,-0.10753208127671866,0.9028592511046251,54,53.8604750077304,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,market_mom,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K1_nocap_BASE,1,0,BASE,214735,214735,100.0,1414.3251039596696,1314.3251039596696,1457.509800103485,69.77689190458378,-35.06854913723822,214735,214735,114316,100419,0,53.23584883693855,0.1343683622787539,1.1259038602283027,66,72.26512567577613,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,market_mom,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K1_nocap_EX_2025Q4,1,0,EX_2025Q4,197314,197314,100.0,702.52988944082,602.52988944082,720.5936521299711,69.77689190458378,-31.79878987642527,197314,197314,104473,92841,0,52.947586081068756,0.1090142734607728,1.0804687180923827,66,65.73644795004402,False,0.01,1.0,0.0004,1.0
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,market_mom,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K1_nocap_PRE_2025Q4,1,0,PRE_2025Q4,194998,194998,100.0,714.5905793136907,614.5905793136907,720.5936521299711,69.77689190458378,-31.79878987642527,194998,194998,103289,91709,0,52.969261223192035,0.11113351983519411,1.084318484985933,66,65.73644795004402,False,0.01,1.0,0.0004,1.0
