spec,factor,profile,horizon,scenario,date,equity
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-05-31,202.92224431064548
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-01,167.58991180958697
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-01,177.18004208822012
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-01,198.32687062759254
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-01,200.90369248300289
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-01,168.18019891150348
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-01,204.31099836023353
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-02,170.39953984731855
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-02,180.04509887632605
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-02,205.5626651596023
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-02,205.3693976847412
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-02,171.0183295715822
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-02,211.43282004041518
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-03,171.11609312257613
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-03,180.7432732547293
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-03,206.70114203991514
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-03,205.9833039922732
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-03,171.790279969363
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-03,212.54580350654837
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-04,170.79805241553905
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-04,181.27941818896795
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-04,205.83780055503073
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-04,205.84976423025674
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-04,171.63939696413857
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-04,211.6642543221081
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-05,171.26537021232843
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-05,181.3301127389651
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-05,206.93318280646395
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-05,206.0776594913421
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-05,172.1587436934831
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-05,212.72766323673164
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-06,169.2633111795263
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-06,179.0759564414325
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-06,202.51385531660898
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-06,202.91445127299517
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-06,170.2013039606644
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-06,208.12001550004643
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-07,170.63507358453708
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-07,180.59375495924505
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-07,206.31369485569166
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-07,204.91857862124985
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-07,171.63719377044808
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-07,211.35827461823314
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-08,167.62210362560256
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-08,178.79946178537134
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-08,202.63272954682006
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-08,204.27663277921025
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-08,168.7329313828359
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-08,208.2570628482848
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-09,168.185257581713
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-09,178.95434335128334
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-09,204.29331514991435
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-09,204.5910532690484
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-09,169.32865711435088
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-09,209.61739571344577
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-10,169.5976005745251
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-10,180.50258246128152
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-10,206.94006041661615
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-10,206.43598073286577
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-10,170.6895913378941
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-10,212.06427364515264
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-11,172.8196720750029
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-11,183.86762513249212
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-11,213.7600485378935
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-11,210.9404399659553
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-11,173.99617134727265
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-11,218.7319235169984
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-12,173.14499228805064
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-12,184.34522850507238
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-12,212.94058056402056
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-12,211.23589165870757
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-12,174.5801505691093
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-12,218.22428814505858
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-13,182.5266148597705
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-13,194.56655309929013
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-13,232.47854078781955
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-13,226.60882704052744
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-13,184.0841266630648
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-13,238.6192689301322
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-14,180.3943530624949
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-14,192.56514086758258
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-14,227.2403095806955
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-14,223.93373009975647
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-14,182.32939396008192
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-14,234.16158320319113
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-15,181.60803899115095
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-15,194.59600615706833
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-15,229.520078781049
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-15,226.6851544999265
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-15,183.6751939904069
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-15,236.77354549236065
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-16,179.38833135603588
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-16,192.70568720666353
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-16,223.50156238637354
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-16,224.4069406524678
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-16,181.589596505165
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-16,231.40404958648804
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-17,179.91259089906836
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-17,193.34039072462016
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-17,223.96117858250042
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-17,225.14605676214526
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-17,182.0216369409076
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-17,231.99919470059683
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-18,182.20887635665713
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-18,195.2329238495135
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-18,226.59442935558602
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-18,227.34992305601466
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-18,184.08339748680075
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-18,234.75376384378706
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-19,181.0788412599966
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-19,194.8611768807732
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-19,223.6001888353907
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-19,226.84709880149322
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-19,183.01346265230742
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-19,232.72385407594058
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-20,177.6827963098811
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-20,192.09822450220207
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-20,219.2270123315916
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-20,222.7880816048179
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-20,179.3935835350894
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-20,227.8587572087817
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-21,176.45388266401167
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-21,190.84713793757248
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-21,215.3194400263205
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-21,220.18211245833604
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-21,177.91359494902974
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-21,224.25951621996975
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-22,178.60068883368874
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-22,192.8778148874287
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-22,219.9305173883057
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-22,223.6926226942747
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-22,179.981264041964
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-22,229.3561110823863
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-23,178.19163644146795
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-23,192.9249237029607
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-23,219.38737330721523
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-23,223.22909000633183
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-23,179.7235083847479
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-23,228.388307124629
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-24,176.31994962275226
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-24,190.794722505864
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-24,215.69478185441824
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-24,220.20987009423231
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-24,177.67230365492856
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-24,224.62714643821928
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-25,176.9561545700559
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-25,192.01450974741238
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-25,217.74039258095095
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-25,221.99069934225008
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-25,178.37069266226618
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-25,226.73100966598312
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-26,175.4988617488394
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-26,190.9605244361158
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-26,216.2179802948256
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-26,221.3485986556765
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-26,176.9554887392208
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-26,225.22468950928803
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-27,177.97663240656786
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-27,193.13792005574797
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-27,219.4884310946841
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-27,224.44129787666924
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-27,179.54047014828865
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-27,228.93188277392437
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-28,178.79941264866835
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-28,193.90759429158607
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-28,222.10315696424522
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-28,225.66037450447035
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-28,180.0366837294095
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-28,231.3532528360867
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-29,179.44294680887626
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-29,194.42272263795635
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-29,223.9927082747185
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-29,226.36967244813962
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-29,180.7491354626339
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-29,233.24073139564635
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-06-30,182.95236102502517
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-06-30,196.75101884776353
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-06-30,228.9878709063717
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-06-30,229.07543440974246
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-06-30,184.11402016925655
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-06-30,237.4394288002126
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-07-01,182.63774830308176
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-07-01,196.78827910251997
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-07-01,228.32339316992397
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-07-01,229.36954797617176
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-07-01,183.6938773786749
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-07-01,237.37375386156106
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-07-02,182.70173919370066
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-07-02,196.73870382547153
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-07-02,228.40320762703078
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-07-02,229.3117647650732
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-07-02,183.73862885309111
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-07-02,237.41517015154963
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap20_BASE,2022-07-03,183.73825092935132
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap20_BASE,2022-07-03,198.00232676395927
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K5_cap50_BASE,2022-07-03,230.3247033981844
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K1_cap50_BASE,2022-07-03,230.77560571822923
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap20_BASE,2022-07-03,184.74017031444606
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,btc,z3_abs050,72,K3_cap50_BASE,2022-07-03,239.3024980943415
