profile,confirmation,horizon,trend_alignment,events,long_win_rate_pct,avg_long_ret_pct,avg_abs_ret_pct,avg_mfe_long_pct,avg_mae_long_pct,target_before_stop_rate_pct,stop_before_target_rate_pct,both_same_bar_rate_pct,none_hit_rate_pct,avg_first_hit_bars,avg_confirm_bars,avg_body_atr,avg_range_atr,avg_vol_ratio,avg_close_pos,avg_reclaim_strength_atr,avg_sweep_depth_atr
bear_body10_range12_vol12_cp30,body_mid_reclaim,36,long_counter_trend,632860,51.11493853300888,0.00821998005159323,1.5548731128275801,1.5858230625291063,-1.7822842548421185,49.601017602629334,49.86616313244635,0.4561830420630155,0.07663622286129633,3.430603676615932,2.342217868090889,1.4844055156639666,1.8860459177856217,2.6993912698866667,0.12440147833473873,1.1634434880071354,0.3941666664532459
bear_body10_range12_vol12_cp30,body_mid_reclaim,36,long_trend_aligned,574916,47.10844714706148,0.0039107445108843295,1.5913125127638916,1.7889225560372228,-1.6650952610807321,48.325494507023635,50.93178829602933,0.690013845500908,0.0527033514461243,3.3282104651304443,2.3460696867020574,1.4222070909698619,1.8350936535277056,2.5502784898288633,0.11769300165871431,1.1665554893417482,0.30493350880767006
bear_body10_range12_vol12_cp30,body_mid_reclaim,72,above_ema_slope_down,57536,48.199388209121246,0.05237894588833365,2.2493386242342757,2.447121326447012,-2.299976488135562,47.399888765294776,51.54164349276974,1.049777530589544,0.008690211345939933,3.1122351427925814,2.300907258064516,1.402499160766812,1.8320949741446535,2.5440329850096584,0.11069753501732346,1.4437072660932813,0.36205653088343415
bear_body10_range12_vol12_cp30,body_mid_reclaim,72,below_ema_slope_up,74274,50.22349678218488,0.057251683608341424,2.0680407240290726,2.1961068848692253,-2.242291500967633,49.50049815547836,50.125212052669845,0.3648652287476102,0.009424563104181813,3.6308050681998734,2.044982093330102,1.5414585602089805,1.9515097581411551,2.699936147256785,0.12558000813992845,1.070414572042789,0.2950535382563346
bear_body10_range12_vol12_cp30,body_mid_reclaim,72,long_counter_trend,632860,50.582277280915214,0.005105598552101471,2.181196311287199,2.2401987709874254,-2.507699105120902,49.632620168757704,49.89966185254243,0.4561830420630155,0.011534936636854913,3.4588447613493956,2.342217868090889,1.4844055156639666,1.8860459177856217,2.6993912698866667,0.12440147833473873,1.1634434880071354,0.3941666664532459
bear_body10_range12_vol12_cp30,body_mid_reclaim,72,long_trend_aligned,574916,47.08757453262737,0.01298335319702511,2.2050937610030905,2.516154981294963,-2.3135114964399652,48.34358410619986,50.960140263969,0.690013845500908,0.006261784330232591,3.3483961870303367,2.3460696867020574,1.4222070909698619,1.8350936535277056,2.5502784898288633,0.11769300165871431,1.1665554893417482,0.30493350880767006
bear_body10_range12_vol12_cp30,body_mid_reclaim,288,above_ema_slope_down,57536,47.479838709677416,-0.02084202036497483,4.382626080911172,4.884082997078754,-4.597106600272091,47.403364849833146,51.54685761957731,1.049777530589544,0.0,3.1221496106785316,2.300907258064516,1.402499160766812,1.8320949741446535,2.5440329850096584,0.11069753501732346,1.4437072660932813,0.36205653088343415
bear_body10_range12_vol12_cp30,body_mid_reclaim,288,below_ema_slope_up,74274,48.20125481325901,0.004386804971452392,4.179943474537142,4.53683135401372,-4.541499523318673,49.50722998626706,50.12790478498532,0.3648652287476102,0.0,3.6432533591835634,2.044982093330102,1.5414585602089805,1.9515097581411551,2.699936147256785,0.12558000813992845,1.070414572042789,0.2950535382563346
bear_body10_range12_vol12_cp30,body_mid_reclaim,288,long_counter_trend,632860,50.69841671143697,0.11970778231740994,4.413003097932809,4.667845520186843,-4.944372924505708,49.638624656322094,49.90392819896975,0.4563410548936574,0.0011060898144929368,3.469655670432154,2.342217868090889,1.4844055156639666,1.8860459177856217,2.6993912698866667,0.12440147833473873,1.1634434880071354,0.3941666664532459
bear_body10_range12_vol12_cp30,body_mid_reclaim,288,long_trend_aligned,574916,46.753264824774405,0.033272277094955914,4.380185646541339,5.1139254142354,-4.555073108017947,48.346367121457746,50.96327115613411,0.690013845500908,0.0003478769072351439,3.3544704077479413,2.3460696867020574,1.4222070909698619,1.8350936535277056,2.5502784898288633,0.11769300165871431,1.1665554893417482,0.30493350880767006
bear_body10_range12_vol12_cp30,bull_close_above_disp_close,12,above_ema_slope_down,59212,45.766060933594545,0.003413610635001639,0.9574151254116016,1.0386664316119298,-0.9884408257603069,46.828345605620484,50.21448355063163,0.8967776801999595,2.0603931635479293,2.9008656366395367,1.6055529284604473,1.3808929365222795,1.814222619049823,2.6646868866224334,0.10981941763931145,0.916013178297202,0.3417234643035356
bear_body10_range12_vol12_cp30,bull_close_above_disp_close,12,below_ema_slope_up,184181,51.67959778695956,0.023102724756779332,0.8614917569145214,0.888885860316424,-0.9613096003137448,48.84162861532948,48.63042333356861,0.4289258935503662,2.0990221575515386,3.048021517899232,1.5232841606897563,1.6633517934452753,2.0745544889055667,2.894579482539807,0.12395854015234535,0.5220048036982246,0.3798447441377361
bear_body10_range12_vol12_cp30,bull_close_above_disp_close,12,long_counter_trend,972605,51.906169513831415,0.018402509146661444,0.9536221668343011,0.9567985787479306,-1.0687739890644234,48.631870080865305,49.0586620467713,0.5159340122660279,1.7935338600973671,2.966329236641781,1.6630574590918203,1.544100677582958,1.9469558959562596,2.8135288385706105,0.12319694825399635,0.6127765243702107,0.4405510541810954
bear_body10_range12_vol12_cp30,bull_close_above_disp_close,12,long_trend_aligned,828583,47.56976669808577,0.0004125986904954291,0.9392421872314778,1.0243818353795198,-0.9879751195690217,47.63071412278553,49.631237908574036,0.5352511456305523,2.2027968230098853,3.105010174854473,1.6406624321281031,1.4508284432283385,1.8614047391145325,2.6236339391322265,0.11711299675632342,0.61487346747359,0.3378060474382401
bear_body10_range12_vol12_cp30,bull_close_above_disp_close,36,above_ema_slope_down,59212,47.67276903330406,0.035948883464834644,1.6317701436374032,1.785549138489366,-1.6558107225903769,47.76734445720462,51.23792474498412,0.9001553739106938,0.0945754239005607,3.1864054364730543,1.6055529284604473,1.3808929365222795,1.814222619049823,2.6646868866224334,0.10981941763931145,0.916013178297202,0.3417234643035356
bear_body10_range12_vol12_cp30,bull_close_above_disp_close,36,below_ema_slope_up,184181,51.14914133379664,0.054073583771520294,1.4728909607105227,1.5727180473509257,-1.6134730888288387,49.90797096334584,49.57677502022467,0.4316406143956217,0.08361340203386886,3.3331685024480104,1.5232841606897563,1.6633517934452753,2.0745544889055667,2.894579482539807,0.12395854015234535,0.5220048036982246,0.3798447441377361
