factor,residual_mode,profile,side,horizon,quarter,reversion_net_n,reversion_net_avg_pct,reversion_net_std_pct,reversion_net_win_rate_pct,reversion_net_profit_factor,reversion_net_min_pct,reversion_net_max_pct,continuation_net_n,continuation_net_avg_pct,continuation_net_std_pct,continuation_net_win_rate_pct,continuation_net_profit_factor,continuation_net_min_pct,continuation_net_max_pct,relative_reversion_n,relative_reversion_avg_pct,relative_reversion_std_pct,relative_reversion_win_rate_pct,relative_reversion_profit_factor,relative_reversion_min_pct,relative_reversion_max_pct,dominant_hypothesis,dominant_net_edge_pct,reversion_minus_continuation_pct,relative_hypothesis,relative_edge_abs_pct
btc,rolling_beta,z2,negative_residual,6,2022Q2,54809,-0.14680702619876868,1.4683357914917283,44.281048732872335,0.7248759974579304,-58.2676566315731,46.542687914878364,54809,-0.030955788002024316,1.548443590436706,46.03805944279224,0.9348121685156457,-31.89684092866204,139.14353185732912,54809,0.028158419426620587,1.1274798226637908,51.911182470032294,1.090390594679619,-58.04962485461147,47.19508918425907,continuation,-0.030955788002024316,-0.11585123819674437,mean_reversion,0.028158419426620587
btc,rolling_beta,z2,negative_residual,6,2022Q3,56209,-0.0812775472402626,0.9965616362190376,47.36074294152182,0.7808529120582391,-24.805253957484965,30.8267133930314,56209,-0.10866015436638275,1.0004356406291566,40.614492341084166,0.7226530744715506,-23.715732613214225,32.7223045632165,56209,0.021592102101066945,0.8151757847922724,54.13190058531552,1.0911321132458742,-24.540638321013947,30.900470474483942,mean_reversion,-0.0812775472402626,0.02738260712612016,mean_reversion,0.021592102101066945
btc,rolling_beta,z2,negative_residual,6,2022Q4,56768,-0.11415680414215493,1.0317280299084306,43.184540586245774,0.6677171169842532,-40.47298368404234,29.06634364038463,56768,-0.0747323708879401,1.0766971612871916,39.15233934611049,0.7729789426880944,-22.67527145871927,67.65530348163966,56768,0.0030130849541430147,0.8257800736471396,53.90360766629087,1.0136367336431813,-30.7946430868324,29.452993043170828,continuation,-0.0747323708879401,-0.039424433254214825,mean_reversion,0.0030130849541430147
btc,rolling_beta,z2,negative_residual,6,2023Q1,58805,-0.03887421971095979,1.1056186453193326,47.16095570104583,0.8949049350792808,-14.629732570997122,17.089904995305496,58805,-0.1487573807717407,1.1069963614840403,39.57486608281609,0.6560933775345933,-14.766179149188563,16.902761187999715,58805,0.03906920414181631,0.898819327904418,53.75053141739648,1.152337736937571,-10.855607135931166,16.979477139084768,mean_reversion,-0.03887421971095979,0.1098831610607809,mean_reversion,0.03906920414181631
btc,rolling_beta,z2,negative_residual,6,2023Q2,72236,-0.10202395722325173,0.9435765071805902,43.944847444487515,0.6714554625991599,-24.282766793873346,27.999875890319448,72236,-0.0885768470433471,0.9880188752581816,37.997674289827785,0.7157654055032209,-22.031018261610825,31.806453606665386,72236,-0.0021914340558039265,0.7563469131338901,52.570740351071485,0.9890943755062908,-22.18296905177612,26.316697681291412,continuation,-0.0885768470433471,-0.013447110179904631,continuation,0.0021914340558039265
btc,rolling_beta,z2,negative_residual,6,2023Q3,77671,-0.09434022233833143,0.9120315168096044,42.53196173604048,0.6663134978170552,-25.970160305527322,27.27525847974981,77671,-0.09684148872506435,0.9597855297717184,37.4090715968637,0.6669474790637718,-21.587116734111568,34.81077396623809,77671,0.009556343537267538,0.7220963896196164,53.08158772257342,1.0510701309196555,-25.409535365766978,21.39085186043829,mean_reversion,-0.09434022233833143,0.0025012663867329116,mean_reversion,0.009556343537267538
btc,rolling_beta,z2,negative_residual,6,2023Q4,89272,-0.03800355671979717,1.0580874289618027,46.461376467425396,0.888679252952307,-25.60554653753474,23.04869592128098,89272,-0.1506121230916523,1.065620954054363,39.0861636347343,0.6279993813357686,-18.893736247371486,34.150054490872584,89272,0.04664500587980356,0.9740020279785409,53.26978223855184,1.1809998486843694,-25.406120189808725,23.063360718420984,mean_reversion,-0.03800355671979717,0.11260856637185515,mean_reversion,0.04664500587980356
btc,rolling_beta,z2,negative_residual,6,2024Q1,100511,-0.06630309814753503,1.2603091184792978,46.350150729770874,0.8412025765327175,-42.957908165627515,54.25534033031823,100511,-0.11765061083954799,1.2720137032108656,41.319855538199796,0.7376582218707016,-35.30194828628008,74.95887098226342,100511,0.014217028423178025,1.1280360228058883,51.757519077513905,1.0449887694354778,-41.77699535286451,53.999119538490994,mean_reversion,-0.06630309814753503,0.05134751269201296,mean_reversion,0.014217028423178025
btc,rolling_beta,z2,negative_residual,6,2024Q2,105314,-0.09082782350584466,1.2727579762898487,45.07567844730995,0.7802388198671854,-36.2960297249465,18.05771464427446,105314,-0.0924534042599639,1.3087798740527241,41.813054294775625,0.7792771200320822,-15.464906161535563,56.66244886649676,105314,0.021973198612083817,0.9654220172701394,53.25312873881915,1.0821480436214743,-36.12466189341935,18.049842548063545,mean_reversion,-0.09082782350584466,0.0016255807541192407,mean_reversion,0.021973198612083817
btc,rolling_beta,z2,negative_residual,6,2024Q3,111663,-0.07115678315699568,1.0081131369304348,45.525375460089734,0.8023805832210682,-13.597804521941626,18.79066267805536,111663,-0.11848094965035263,1.0174896168932699,40.83984847263641,0.6952866619790811,-15.986494554238694,15.506555482641637,111663,0.040420333840979226,0.7552431972212955,52.95218648970563,1.1843344701155563,-13.068905551400311,18.392931081779608,mean_reversion,-0.07115678315699568,0.04732416649335695,mean_reversion,0.040420333840979226
btc,rolling_beta,z2,negative_residual,6,2024Q4,128013,-0.06375927283224458,1.2949340985603337,47.33581745603962,0.8577231413029759,-34.806427011628415,21.96096976279445,128013,-0.11925595297483109,1.3055621386502485,42.01135822143063,0.7523945290227607,-18.17037856275795,53.08288115438167,128013,-0.002552200043575123,1.1255419520394643,50.61985892057838,0.9925370335929639,-34.75263843757466,21.899999258943197,mean_reversion,-0.06375927283224458,0.055496680142586505,continuation,0.002552200043575123
btc,rolling_beta,z2,negative_residual,6,2025Q1,147716,-0.1265944833284871,1.2874207446435235,44.41495843375125,0.7288840248973736,-32.046111435477385,49.336303282906435,147716,-0.056607299683445696,1.2994205989104206,44.56253892604728,0.8692070078442924,-33.17083812566327,46.86459004229482,147716,-0.0025832368679867906,1.1445568978368637,51.2232933466923,0.9919134219823187,-31.978123555692488,49.11817264337539,continuation,-0.056607299683445696,-0.06998718364504142,continuation,0.0025832368679867906
