timestamp,equity,event,active_positions,peak,drawdown_pct
2025-03-30 01:15:00+00:00,94852.27127045707,exit,2,101735.50486153783,-6.765812584749886
2025-03-30 01:50:00+00:00,94879.005741145,exit,1,101735.50486153783,-6.73953417710419
2025-03-30 14:30:00+00:00,94866.52791071558,exit,5,101735.50486153783,-6.751799148361171
2025-03-30 14:40:00+00:00,94860.79367501654,exit,4,101735.50486153783,-6.757435563796321
2025-03-30 14:55:00+00:00,94850.09993317994,exit,6,101735.50486153783,-6.767946881208231
2025-03-30 14:55:00+00:00,94843.32863704956,exit,5,101735.50486153783,-6.774602665872187
2025-03-30 15:00:00+00:00,94835.21396783489,exit,4,101735.50486153783,-6.782578907033732
2025-03-30 16:10:00+00:00,94825.63031936613,exit,7,101735.50486153783,-6.79199906814838
2025-03-30 17:55:00+00:00,94839.69310807045,exit,8,101735.50486153783,-6.778176176402317
2025-03-30 18:45:00+00:00,94829.01172705139,exit,9,101735.50486153783,-6.78867534385974
2025-03-30 19:05:00+00:00,94833.26161131552,exit,9,101735.50486153783,-6.784497958324653
2025-03-30 19:15:00+00:00,94824.14698777444,exit,8,101735.50486153783,-6.793457095602717
