axis,path,is_trade_ledger,symbol_col,pnl_col,strategy_col,entry_ts_col,exit_ts_col,path_score
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\event_research\RESEARCH3_DISPLACEMENT_CANDLE_FOLLOWTHROUGH_V1\research3_summary_by_profile_horizon.csv,False,,,,,,-35.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\event_research\RESEARCH3_DISPLACEMENT_CANDLE_FOLLOWTHROUGH_V1\research3_summary_by_profile_horizon_trend.csv,False,,,,,,-35.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\event_research\RESEARCH3_DISPLACEMENT_CANDLE_FOLLOWTHROUGH_V1\research3_summary_by_quarter_profile_horizon.csv,False,,,,,,-35.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\event_research\RESEARCH3_DISPLACEMENT_CANDLE_FOLLOWTHROUGH_V1\research3_summary_by_symbol_profile_horizon.csv,False,symbol,,,,,-35.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_2026_all\csv_discovery_report.csv,False,,,,,,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_fast_20260606_095817\csv_discovery_report.csv,False,,,,,,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_off_20260606_230100\csv_discovery_report.csv,False,,,,,,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\csv_discovery_report.csv,False,,,,,,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\equity_curve.csv,False,,,,,timestamp,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\portfolio_trades.csv,True,symbol,net_return_pct,,entry_time,exit_time,30.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\quarterly_performance.csv,False,,return_pct,,,,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\raw_trades_before_portfolio_sizing.csv,True,symbol,net_return_pct,,entry_time,exit_time,30.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\symbol_processing.csv,False,symbol,,,,,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\symbol_summaries.csv,True,symbol,pnl,,,,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\_symbol_trade_parts\00001_0G.csv,True,symbol,net_return_pct,,entry_time,exit_time,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\_symbol_trade_parts\00002_1000000BOB.csv,True,symbol,net_return_pct,,entry_time,exit_time,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\_symbol_trade_parts\00003_1000000MOG.csv,True,symbol,net_return_pct,,entry_time,exit_time,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\_symbol_trade_parts\00004_1000BONK.csv,True,symbol,net_return_pct,,entry_time,exit_time,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\_symbol_trade_parts\00005_1000CAT.csv,True,symbol,net_return_pct,,entry_time,exit_time,0.0
